"DateTime","Primary Sales","Secondary sales"
"2019-03-13 00:00:00",2851,1104
"2019-03-14 00:00:00",2852,1033
"2019-03-15 00:00:00",3286,1282
"2019-03-16 00:00:00",5991,1378
"2019-03-17 00:00:00",5462,1124
"2019-03-18 00:00:00",3322,1003
"2019-03-19 00:00:00",3493,1037
"2019-03-20 00:00:00",3546,1141
"2019-03-21 00:00:00",2944,1479
"2019-03-22 00:00:00",3395,1445
"2019-03-23 00:00:00",4786,1166
"2019-03-24 00:00:00",4941,1248
"2019-03-25 00:00:00",3853,1312
"2019-03-26 00:00:00",3372,1441
"2019-03-27 00:00:00",3113,1307
"2019-03-28 00:00:00",2718,1297
"2019-03-29 00:00:00",25359,1240
"2019-03-30 00:00:00",7700,1719
"2019-03-31 00:00:00",8934,1804
"2019-04-01 00:00:00",6705,1278
"2019-04-02 00:00:00",4073,1298
"2019-04-03 00:00:00",3281,953
"2019-04-04 00:00:00",2747,1038
"2019-04-05 00:00:00",2702,936
"2019-04-06 00:00:00",3235,1019
"2019-04-07 00:00:00",3287,865
"2019-04-08 00:00:00",2452,863
"2019-04-09 00:00:00",2573,859
"2019-04-10 00:00:00",2754,773
"2019-04-11 00:00:00",2357,706
"2019-04-12 00:00:00",2921,764
"2019-04-13 00:00:00",5399,1135
"2019-04-14 00:00:00",6216,1008
"2019-04-15 00:00:00",2985,742
"2019-04-16 00:00:00",3072,820
"2019-04-17 00:00:00",3311,987
"2019-04-18 00:00:00",3540,874
"2019-04-19 00:00:00",4133,878
"2019-04-20 00:00:00",3610,993
"2019-04-21 00:00:00",3730,815
"2019-04-22 00:00:00",3160,781
"2019-04-23 00:00:00",2904,865
"2019-04-24 00:00:00",2791,1006
"2019-04-25 00:00:00",2695,897
"2019-04-26 00:00:00",2422,778
"2019-04-27 00:00:00",3456,1124
"2019-04-28 00:00:00",3509,1016
"2019-04-29 00:00:00",2866,919
"2019-04-30 00:00:00",2828,942
"2019-05-01 00:00:00",4035,1140
"2019-05-02 00:00:00",3754,1058
"2019-05-03 00:00:00",3274,859
"2019-05-04 00:00:00",3774,1117
"2019-05-05 00:00:00",3463,949
"2019-05-06 00:00:00",2705,930
"2019-05-07 00:00:00",1433,850
"2019-05-08 00:00:00",3294,801
"2019-05-09 00:00:00",3121,1003
"2019-05-10 00:00:00",4251,1179
"2019-05-11 00:00:00",6191,1108
"2019-05-12 00:00:00",4492,972
"2019-05-13 00:00:00",3772,885
"2019-05-14 00:00:00",2920,955
"2019-05-15 00:00:00",1632,780
"2019-05-16 00:00:00",1233,963
"2019-05-17 00:00:00",1585,810
"2019-05-18 00:00:00",1679,906
"2019-05-19 00:00:00",2223,975
"2019-05-20 00:00:00",2196,829
"2019-05-21 00:00:00",2031,900
"2019-05-22 00:00:00",1806,1170
"2019-05-23 00:00:00",1594,1067
"2019-05-24 00:00:00",2306,1211
"2019-05-25 00:00:00",3621,1155
"2019-05-26 00:00:00",3621,1135
"2019-05-27 00:00:00",3051,1418
"2019-05-28 00:00:00",4127,1066
"2019-05-29 00:00:00",3682,1034
"2019-05-30 00:00:00",4282,1527
"2019-05-31 00:00:00",3422,1210
"2019-06-01 00:00:00",2031,866
"2019-06-02 00:00:00",2087,893
"2019-06-03 00:00:00",2034,894
"2019-06-04 00:00:00",1680,789
"2019-06-05 00:00:00",1974,1230
"2019-06-06 00:00:00",1516,1185
"2019-06-07 00:00:00",2383,1376
"2019-06-08 00:00:00",2217,887
"2019-06-09 00:00:00",3475,1297
"2019-06-10 00:00:00",1901,1120
"2019-06-11 00:00:00",2329,1243
"2019-06-12 00:00:00",2051,1760
"2019-06-13 00:00:00",2270,1993
"2019-06-14 00:00:00",2310,1050
"2019-06-15 00:00:00",2379,990
"2019-06-16 00:00:00",2856,1207
"2019-06-17 00:00:00",1968,1056
"2019-06-18 00:00:00",1817,1205
"2019-06-19 00:00:00",1839,1137
"2019-06-20 00:00:00",1470,761
"2019-06-21 00:00:00",2168,1124
