DateTime,Average USD,Active market wallets,Number of sales,Sales USD,Primary Sales,Secondary sales,Primary sales USD,Secondary sales USD,Unique buyers,Unique sellers
2020-11-21 00:00:00,266.15,1666,2451,652343.85,1352,1099,465917.01,186426.84,1047,775
2020-11-22 00:00:00,138.84,1733,2593,360013.21,1417,1176,237731.69,122281.52,1130,772
2020-11-23 00:00:00,164.17,1393,1874,307659.87,944,930,110744.59,196915.28,850,646
2020-11-24 00:00:00,125.6,1344,1678,210757.44,878,800,112444.78,98312.65,841,616
2020-11-25 00:00:00,99.05,1604,2180,215930.1,1336,844,141144.49,74785.61,1025,713
2020-11-26 00:00:00,117.05,1403,1927,225563.43,1185,742,133514.23,92049.2,920,598
2020-11-27 00:00:00,75.99,2038,4557,346281.16,3325,1232,250027.45,96253.72,1357,907
2020-11-28 00:00:00,82.15,2218,4229,347417.35,3090,1139,239710.96,107706.39,1504,997
2020-11-29 00:00:00,129.38,2155,3574,462397.82,2483,1091,364861.1,97536.72,1399,1005
2020-11-30 00:00:00,149.59,1363,1802,269555.71,1106,696,134324.54,135231.16,862,623
2020-12-01 00:00:00,77.3,1514,2161,167046.05,1338,823,110491.22,56554.83,948,722
2020-12-02 00:00:00,174.47,1813,2917,508926.34,2017,900,429702.67,79223.67,1221,791
2020-12-03 00:00:00,94.73,1737,2518,238535.19,1731,787,164862.24,73672.94,1096,788
2020-12-04 00:00:00,156.19,1841,3018,471378.27,2074,944,356240.44,115137.83,1212,817
2020-12-05 00:00:00,96.81,1902,3436,332622.36,2432,1004,212070.65,120551.71,1226,881
2020-12-06 00:00:00,103.71,2053,3740,387857.74,2531,1209,252274.28,135583.46,1324,957
2020-12-07 00:00:00,86.59,1779,2809,243230.17,1783,1026,156240.57,86989.61,1123,840
2020-12-08 00:00:00,124.44,1838,2474,307874.04,1539,935,155128.66,152745.38,1162,864
2020-12-09 00:00:00,86.13,1686,2220,191216.22,1458,762,130064.3,61151.91,1071,782
2020-12-10 00:00:00,81.44,1878,2754,224288.07,1897,857,169156.07,55132,1165,904
2020-12-11 00:00:00,84.62,2603,8251,698189.22,7162,1089,609293.5,88895.72,1929,890
2020-12-12 00:00:00,76.06,2250,3912,297566.01,2601,1311,181341.32,116224.7,1389,1080
2020-12-13 00:00:00,128.44,2159,3175,407792.3,2008,1167,247743.26,160049.05,1331,1076
2020-12-14 00:00:00,99.7,1754,2567,255937.95,1715,852,140825.53,115112.42,1075,832
2020-12-15 00:00:00,86.27,1652,2161,186430.27,1289,872,97578.75,88851.52,991,790
2020-12-16 00:00:00,122.09,1587,1896,231478.63,1228,668,163804.92,67673.71,984,719
2020-12-17 00:00:00,200.6,1055,1255,251754.26,790,465,159377.72,92376.54,629,509
2020-12-18 00:00:00,119.12,1857,2466,293737.97,1679,787,193320.24,100417.73,1174,863
2020-12-19 00:00:00,117.34,1793,2835,332659,2079,756,227356.52,105302.47,1187,840
2020-12-20 00:00:00,169.83,2145,3199,543289.53,2156,1043,430667.87,112621.66,1454,951
2020-12-21 00:00:00,162.18,1653,2218,359705.64,1575,643,159552.01,200153.63,996,780
2020-12-22 00:00:00,188,1895,2865,538625.11,1811,1054,225217.22,313407.89,1151,936
2020-12-23 00:00:00,150.98,1678,2085,314797.47,1447,638,169150.08,145647.39,1113,696
2020-12-24 00:00:00,153.88,1707,2480,381611.98,1642,838,204002.92,177609.06,1013,849
2020-12-25 00:00:00,199.34,1464,1953,389308.99,1178,775,132081.08,257227.91,865,751
2020-12-26 00:00:00,174.85,1581,2299,401981.62,1583,716,232511.72,169469.9,904,788
2020-12-27 00:00:00,173.19,1473,2254,390376.62,1515,739,160887.03,229489.59,857,771
2020-12-28 00:00:00,132.55,1345,1709,226524.45,1027,682,122603.06,103921.4,789,663
2020-12-29 00:00:00,132.87,1451,1887,250730.61,1131,756,132408.97,118321.64,861,725
2020-12-30 00:00:00,221.6,1289,1611,356999.99,952,659,123886.89,233113.1,792,615
2020-12-31 00:00:00,150.49,1344,1712,257635.01,1159,553,166999.34,90635.66,855,592
2021-01-01 00:00:00,127.41,1973,3587,457013.32,2814,773,300792.85,156220.47,1390,787
2021-01-02 00:00:00,125.76,1527,2192,275656.86,1464,728,140361.74,135295.12,942,733
2021-01-03 00:00:00,269.91,1096,1213,327400.88,722,491,152097.37,175303.51,627,545
2021-01-04 00:00:00,256.85,1067,1413,362923.62,853,560,176466.11,186457.51,684,512
2021-01-05 00:00:00,417.99,1151,1483,619879.79,849,634,186970.11,432909.68,684,577
2021-01-06 00:00:00,603,1149,1624,979276.75,1010,614,311551.36,667725.39,703,549
2021-01-07 00:00:00,366.75,1130,1319,483737.23,743,576,181252.3,302484.93,697,554
2021-01-08 00:00:00,277.96,1363,2141,595110.75,1292,849,279969.46,315141.3,898,647
2021-01-09 00:00:00,281.44,1448,1953,549650.11,1219,734,272098.93,277551.17,879,712
2021-01-10 00:00:00,463.24,1348,1829,847262.19,1060,769,364744.45,482517.74,875,602
2021-01-11 00:00:00,223.85,1037,1302,291449.94,702,600,137846.05,153603.89,655,487
2021-01-12 00:00:00,184.36,1391,1689,311377.02,990,699,134714.05,176662.96,851,680
2021-01-13 00:00:00,230.76,1627,2477,571585.54,1649,828,322295.61,249289.93,1041,773
2021-01-14 00:00:00,169.22,1639,2776,469767.05,2095,681,324875.38,144891.67,1144,622
2021-01-15 00:00:00,181.15,1458,2470,447448.79,1756,714,305615.96,141832.84,939,667
2021-01-16 00:00:00,199.61,1473,3427,684066.46,2840,587,388451.22,295615.24,1007,593
2021-01-17 00:00:00,274.71,1479,2017,554084.1,1244,773,275217.84,278866.26,944,657
2021-01-18 00:00:00,364.3,1558,2026,738072.96,1085,941,230840.29,507232.67,971,720
2021-01-19 00:00:00,325.1,1361,1627,528944.73,892,735,239237.68,289707.05,844,622
2021-01-20 00:00:00,281.47,1610,2222,625428.9,1251,971,255322.56,370106.35,1030,790
2021-01-21 00:00:00,263.81,1506,2236,589883.76,1394,842,285430.81,304452.95,1006,684
2021-01-22 00:00:00,276.39,1525,2300,635686.2,1102,1198,343560.89,292125.31,1011,705
2021-01-23 00:00:00,681.26,1637,2199,1498096.67,1298,901,269458.16,1228638.51,1050,732
2021-01-24 00:00:00,472.84,1893,2383,1126780.81,1284,1099,401225.56,725555.25,1118,941
2021-01-25 00:00:00,398.26,1522,1836,731206.17,1031,805,261838,469368.17,901,743
2021-01-26 00:00:00,270.13,1922,3049,823630.14,1835,1214,336529.91,487100.23,1241,864
2021-01-27 00:00:00,506.74,1745,2265,1147761.95,1263,1002,502633.86,645128.09,1103,816
2021-01-28 00:00:00,481.29,1339,1619,779207.53,962,657,440503.63,338703.89,834,580
2021-01-29 00:00:00,417.51,1576,2958,1234988.41,1965,993,881176.8,353811.61,1077,634
2021-01-30 00:00:00,496.08,2477,6294,3122316.84,5216,1078,2473645.41,648671.42,1855,761
2021-01-31 00:00:00,812.63,3087,8315,6757054.41,7091,1224,5288261.37,1468793.05,2480,810
2021-02-01 00:00:00,1412.5,2814,5601,7911414.9,4165,1436,5895424.88,2015990.02,2176,842
2021-02-02 00:00:00,1848.32,2321,3710,6857270.14,1462,2248,1287305.12,5569965.02,1518,1107
2021-02-03 00:00:00,1432.09,1715,2357,3375425.48,816,1541,435391.8,2940033.68,967,910
2021-02-04 00:00:00,1920.88,1581,1922,3691924.82,904,1018,502223.31,3189701.52,958,742
2021-02-05 00:00:00,1374.36,1315,1537,2112384.3,623,914,464688.27,1647696.03,743,693
2021-02-06 00:00:00,1020.66,1942,2956,3017062.5,1828,1128,793599.47,2223463.03,1295,812
2021-02-07 00:00:00,1010.07,1681,2471,2495873.93,1463,1008,811008.47,1684865.46,1042,755
2021-02-08 00:00:00,2269.83,1428,1762,3999445.44,906,856,2169814.47,1829630.96,862,655
2021-02-09 00:00:00,1888.98,1439,1487,2808911.15,518,969,603884.3,2205026.84,716,805
2021-02-10 00:00:00,1705.64,1081,1056,1801156.45,450,606,499013.66,1302142.79,577,549
2021-02-11 00:00:00,1044.34,2401,3593,3752327.17,1935,1658,1315441.46,2436885.7,1512,1096
2021-02-12 00:00:00,693.31,2046,2997,2077838.46,1881,1116,511324.85,1566513.61,1335,906
2021-02-13 00:00:00,1444.02,2140,3215,4642530.61,1820,1395,1312456.24,3330074.37,1385,955
2021-02-14 00:00:00,2103.09,2598,3594,7558502.51,1829,1765,1871132.9,5687369.61,1557,1261
2021-02-15 00:00:00,1786.68,2590,3523,6294484.3,1555,1968,1216824.39,5077659.92,1479,1331
2021-02-16 00:00:00,1880.21,3359,4738,8908436.73,2569,2169,2629786.95,6278649.78,2063,1658
2021-02-17 00:00:00,2458.87,3104,4097,10073987.53,2097,2000,2074951.14,7999036.38,1742,1614
2021-02-18 00:00:00,2951.19,2790,3534,10429516.98,1796,1738,2816245.22,7613271.76,1584,1450
2021-02-19 00:00:00,3452.51,2584,3770,13015946.34,2310,1460,3823919.22,9192027.12,1537,1279
2021-02-20 00:00:00,2553.36,2510,3300,8426078.9,1675,1625,2506284.14,5919794.75,1390,1301
2021-02-21 00:00:00,2844.14,3780,5996,17053477.23,3717,2279,3933654.14,13119823.09,2303,1861
2021-02-22 00:00:00,4330.22,3001,3706,16047801.38,1670,2036,3974907.39,12072893.99,1752,1509
2021-02-23 00:00:00,2605.56,1912,2489,6485229.3,1303,1186,1334484.46,5150744.83,1054,965
2021-02-24 00:00:00,1490.02,3651,5311,7913501.37,2072,3239,2914369.68,4999131.69,2162,1832
2021-02-25 00:00:00,1038.23,4184,5558,5770492.77,3005,2553,2399423.95,3371068.82,2534,1981
2021-02-26 00:00:00,760.96,5001,8412,6401199.81,2438,5974,2216629.12,4184570.69,2728,2836
2021-02-27 00:00:00,761.92,6131,11663,8886306.55,4706,6957,3519963.82,5366342.73,3959,3161
2021-02-28 00:00:00,1095.29,4836,6523,7144555.07,3261,3262,2664049,4480506.06,3082,2343
2021-03-01 00:00:00,744.9,5224,13635,10156666.53,10697,2938,6264031.06,3892635.48,3543,2176
2021-03-02 00:00:00,1188.53,5870,9591,11399180.55,5327,4264,4275395.61,7123784.93,3826,2771
2021-03-03 00:00:00,1415.36,5088,6704,9488554.82,2839,3865,2866366.91,6622187.91,3138,2438
2021-03-04 00:00:00,1116.89,5185,6589,7359190.39,3146,3443,3350039.16,4009151.23,3171,2498
2021-03-05 00:00:00,1044.67,5521,8054,8413756.4,4520,3534,3050721.25,5363035.15,3649,2459
2021-03-06 00:00:00,839.47,5432,7423,6231394.83,4260,3163,2560752.69,3670642.14,3397,2519
2021-03-07 00:00:00,694.1,5077,9961,6913905.41,7410,2551,3508917.89,3404987.53,3405,2135
2021-03-08 00:00:00,1049.91,5434,10106,10610359.16,6305,3801,5271538.11,5338821.04,3679,2366
2021-03-09 00:00:00,1303.39,5291,8412,10964134.27,5120,3292,5860884.13,5103250.13,3344,2424
2021-03-10 00:00:00,788.89,5958,11986,9455662.62,8624,3362,4636790.99,4818871.63,4124,2375
2021-03-11 00:00:00,3763.03,5443,7866,29600022.29,4704,3162,4105535.29,25494487,3442,2467
2021-03-12 00:00:00,2294.09,5355,7288,16719318.64,4344,2944,4612880.71,12106437.93,3332,2459
2021-03-13 00:00:00,1412.03,6837,11122,15704648.69,7945,3177,7684880.99,8019767.7,4555,2877
2021-03-14 00:00:00,1647.41,6905,9248,15235292.92,5110,4138,5800719.14,9434573.78,4232,3276
2021-03-15 00:00:00,1429.56,6088,7328,10475844.99,3955,3373,3671406.64,6804438.35,3616,2921
2021-03-16 00:00:00,1135.22,6377,9174,10414532.25,5802,3372,3550476.78,6864055.47,4188,2748
2021-03-17 00:00:00,1252.99,6891,9574,11996130.72,6453,3121,4869036.39,7127094.32,4813,2673
2021-03-18 00:00:00,1036.05,6457,10000,10360512.73,6487,3513,3832930.99,6527581.74,4113,2895
2021-03-19 00:00:00,786.48,6266,10123,7961582.09,7033,3090,3618117.24,4343464.85,4085,2642
2021-03-20 00:00:00,1089.59,6574,9167,9988284.16,5951,3216,4863283.14,5125001.02,4616,2521
2021-03-21 00:00:00,979.75,7010,13443,13170737.51,9780,3663,5936977.46,7233760.05,4915,2695
2021-03-22 00:00:00,1074.76,5374,7442,7998382.27,3956,3486,2305700.17,5692682.09,3420,2417
2021-03-23 00:00:00,969.91,5176,7238,7020194.12,4460,2778,1962552.7,5057641.42,3432,2161
2021-03-24 00:00:00,1346.21,4274,5327,7171242.13,2947,2380,1845596.91,5325645.21,2640,1900
2021-03-25 00:00:00,1055.01,4327,5148,5431170.48,2962,2186,2713466.74,2717703.74,2666,1935
2021-03-26 00:00:00,818.57,4648,8383,6862076.79,5864,2519,3772999.64,3089077.15,2989,2004
2021-03-27 00:00:00,924.21,4847,7143,6601646.4,4775,2368,3053607.39,3548039.02,3082,2104
2021-03-28 00:00:00,1076.44,4929,6843,7366108.94,4447,2396,2715983.47,4650125.47,3199,2119
2021-03-29 00:00:00,1130.81,4750,6341,7170459.11,3673,2668,3003264.7,4167194.41,3003,2104
2021-03-30 00:00:00,1620.86,4309,5193,8417109.29,3114,2079,3748771.66,4668337.63,2698,1915
2021-03-31 00:00:00,1380.27,3854,4548,6277484.28,2828,1720,2406953.43,3870530.85,2449,1653
2021-04-01 00:00:00,1633.96,3931,4605,7524394.21,2848,1757,3901217.51,3623176.7,2293,1895
2021-04-02 00:00:00,1406.07,3192,3954,5559614.94,3044,910,3171161.49,2388453.45,2026,1286
2021-04-03 00:00:00,1060.14,4348,5639,5978155.36,3900,1739,3475102.89,2503052.47,2631,1942
2021-04-04 00:00:00,688.82,4877,6485,4467009.42,3966,2519,2118655.78,2348353.64,3054,2289
2021-04-05 00:00:00,1154.37,4360,5557,6414854.62,3694,1863,2614120.53,3800734.08,2875,1802
2021-04-06 00:00:00,1114.12,4034,4741,5282055.31,2987,1754,2542110.12,2739945.19,2592,1730
2021-04-07 00:00:00,516.96,4866,8439,4362636.49,6674,1765,2241503.48,2121133.01,3439,1806
2021-04-08 00:00:00,2220.81,4667,6218,13808981.35,4247,1971,3232471.43,10576509.91,3088,1934
2021-04-09 00:00:00,1731.73,4631,6110,10580896.6,4091,2019,4393137.74,6187758.86,3016,1983
2021-04-10 00:00:00,1125.5,4879,6759,7607233.22,4768,1991,3413928.93,4193304.29,3272,2056
2021-04-11 00:00:00,3545.63,5024,7148,25344175.59,4919,2229,3444971.19,21899204.4,3340,2119
2021-04-12 00:00:00,1419.55,4348,5409,7678355.62,3572,1837,2170309.2,5508046.42,2864,1817
2021-04-13 00:00:00,1621.5,4275,5446,8830681.47,3364,2082,2012931.67,6817749.79,2756,1857
2021-04-14 00:00:00,2001.08,4472,7334,14675957.27,5824,1510,9810455.31,4865501.96,3172,1557
2021-04-15 00:00:00,1985.18,3760,5166,10255435.24,3650,1516,5132805.82,5122629.42,2515,1463
2021-04-16 00:00:00,2376.41,4168,5397,12825480.9,3481,1916,7787191.87,5038289.03,2853,1685
2021-04-17 00:00:00,1303.83,3863,5735,7477471.28,4114,1621,3364004.09,4113467.19,2624,1481
2021-04-18 00:00:00,1202.86,3571,4966,5973402.78,3479,1487,2075063.53,3898339.25,2380,1466
2021-04-19 00:00:00,1745.81,2841,3790,6616630.81,2633,1157,2273768.73,4342862.08,1851,1162
2021-04-20 00:00:00,2022.17,2132,2766,5593325.44,2186,580,2151144.66,3442180.78,1522,669
2021-04-21 00:00:00,1541.91,3508,3804,5865422.92,2357,1447,2700944.89,3164478.03,2279,1474
2021-04-22 00:00:00,1132.07,3808,5332,6036201.38,3939,1393,2443248.48,3592952.9,2623,1444
2021-04-23 00:00:00,995.86,4313,5913,5888518.73,3965,1948,2502719.19,3385799.55,3058,1724
2021-04-24 00:00:00,823.73,3945,5373,4425920.81,3936,1437,1648686.42,2777234.4,2614,1602
2021-04-25 00:00:00,564.84,4360,5791,3270980.04,4052,1739,1098541.28,2172438.75,2979,1668
2021-04-26 00:00:00,839.35,3828,5865,4922796.47,4382,1483,1710361.45,3212435.03,2690,1394
2021-04-27 00:00:00,1309.91,4275,7503,9828243.62,5894,1609,3199943.44,6628300.18,2934,1596
2021-04-28 00:00:00,1023.14,3810,5933,6070305.86,4519,1414,2484696.23,3585609.63,2569,1471
2021-04-29 00:00:00,816.59,3932,5447,4447972.54,3316,2131,1864137.47,2583835.06,2598,1626
2021-04-30 00:00:00,938.69,4974,6873,6451613.36,3347,3526,2143517.78,4308095.58,3386,2069
2021-05-01 00:00:00,583.37,5967,17365,10130272.66,12373,4992,4439104.92,5691167.73,4321,2391
2021-05-02 00:00:00,1376.72,5574,8133,11196874.44,3259,4874,2025553.99,9171320.45,3693,2457
2021-05-03 00:00:00,6561.5,7718,16380,107477348.8,11806,4574,79538387.49,27938961.26,6067,2537
2021-05-04 00:00:00,3783.53,5940,8395,31762695.11,3904,4491,5581576.2,26181118.91,3976,2669
2021-05-05 00:00:00,2189.56,5195,7024,15379438,3222,3802,4827626.09,10551811.91,3441,2295
2021-05-06 00:00:00,1640.02,4840,6821,11186575.64,3516,3305,3648240.61,7538335.03,3141,2239
2021-05-07 00:00:00,1320.18,5129,6396,8443866.86,3038,3358,2866661.4,5577205.46,3416,2301
2021-05-08 00:00:00,2759.82,3127,4212,11624365.33,2127,2085,2932153.67,8692211.66,2044,1410
2021-05-09 00:00:00,1997.13,3913,5100,10185355.06,2480,2620,2633735.15,7551619.91,2594,1773
2021-05-10 00:00:00,3170.04,2177,2496,7912425,1166,1330,2082464.09,5829960.91,1370,1025
2021-05-11 00:00:00,2402.81,2954,5026,12076501.86,3736,1290,7291891.08,4784610.78,2217,995
2021-05-12 00:00:00,3731.96,4660,6134,22891833.53,4491,1643,18526734.15,4365099.38,3764,1157
2021-05-13 00:00:00,1520.83,5732,9337,14199984.97,6775,2562,9176596.27,5023388.7,4250,1907
2021-05-14 00:00:00,1666.95,5945,8553,14257422.35,5090,3463,9660927.63,4596494.73,4264,2347
2021-05-15 00:00:00,1061.51,5713,8303,8813721.69,4436,3867,4903318.32,3910403.37,3883,2551
2021-05-16 00:00:00,883.1,5448,8856,7820707.12,5246,3610,5355179.49,2465527.62,3788,2402
2021-05-17 00:00:00,616.56,5026,7818,4820295.57,4106,3712,2588827.58,2231467.99,3465,2369
2021-05-18 00:00:00,748.38,5457,8341,6242242.1,4445,3896,2914065.78,3328176.32,3670,2671
2021-05-19 00:00:00,530.26,4121,6325,3353894.91,3359,2966,1705905.4,1647989.51,2722,2068
2021-05-20 00:00:00,449.56,5547,9210,4140403.35,5333,3877,2360400.9,1780002.45,3592,2699
2021-05-21 00:00:00,506.93,6055,9525,4828518.57,5609,3916,2899774.76,1928743.81,4141,2836
2021-05-22 00:00:00,495.28,8531,14143,7004779.49,9441,4702,4425251.69,2579527.81,6612,2919
2021-05-23 00:00:00,354.32,8956,13166,4665005.18,9464,3702,2608797.63,2056207.55,7340,2509
2021-05-24 00:00:00,620.17,6667,9991,6196127.53,6028,3963,2574314.84,3621812.69,4895,2614
2021-05-25 00:00:00,468.74,7117,10493,4918528.08,6133,4360,2420728.91,2497799.17,5125,2992
2021-05-26 00:00:00,530.96,6251,9844,5226813.18,5358,4486,2782818.19,2443994.98,4492,2676
2021-05-27 00:00:00,624.65,7653,12081,7546443.71,7475,4606,5446974,2099469.71,5665,3023
2021-05-28 00:00:00,540.94,7589,12407,6711498.66,7725,4682,3722415.05,2989083.61,5415,3296
2021-05-29 00:00:00,495.36,7929,13112,6495151.05,7495,5617,3673984.8,2821166.25,5539,3646
2021-05-30 00:00:00,452.55,8662,13735,6215826.96,7619,6116,2272267.24,3943559.72,6021,4108
2021-05-31 00:00:00,420.08,8171,16543,6949383.9,10765,5778,3106917.91,3842465.99,5799,3833
2021-06-01 00:00:00,488.61,8646,18424,9002104.48,11667,6757,3948795.64,5053308.84,5961,4310
2021-06-02 00:00:00,472.28,7792,13154,6212349.01,6879,6275,2378659.51,3833689.5,5379,3879
2021-06-03 00:00:00,488.11,7470,12443,6073515.58,6785,5658,2579243.95,3494271.63,5085,3670
2021-06-04 00:00:00,440.33,8181,14276,6286193.19,7843,6433,3068256.11,3217937.07,5711,3894
2021-06-05 00:00:00,454.81,8182,14083,6405037.23,7929,6154,2770582.65,3634454.58,5796,3846
2021-06-06 00:00:00,514,8388,14427,7415429.62,8272,6155,2876294.75,4539134.87,5998,3836
2021-06-07 00:00:00,646.14,8490,13926,8998145.38,7561,6365,2457795.97,6540349.41,6061,3876
2021-06-08 00:00:00,506.49,8914,15404,7801974.14,8909,6495,2958169.41,4843804.73,6380,4039
2021-06-09 00:00:00,410.76,9025,16199,6653853.95,10039,6160,2970652.67,3683201.28,6541,3926
2021-06-10 00:00:00,427.63,9443,17527,7495037.04,11149,6378,3300417.95,4194619.09,6783,4104
2021-06-11 00:00:00,522.02,11040,25424,13271745.78,17429,7995,8616326.96,4655418.82,8595,4350
2021-06-12 00:00:00,375.58,9140,17498,6571927.38,10475,7023,3024036.51,3547890.87,6398,4246
2021-06-13 00:00:00,354.67,9702,17816,6318725.91,11009,6807,2888684.93,3430040.98,6771,4501
2021-06-14 00:00:00,384.02,10154,20701,7949581.14,14328,6373,4419773.3,3529807.84,7487,4209
2021-06-15 00:00:00,440.45,11806,27664,12184518.04,19743,7921,6007559.47,6176958.57,8996,4794
2021-06-16 00:00:00,423.11,11359,20524,8683840.54,12352,8172,3582315.48,5101525.06,8099,4945
2021-06-17 00:00:00,443.16,11009,20674,9161980.24,13550,7124,4258700.75,4903279.49,7846,4790
2021-06-18 00:00:00,278.91,13480,32567,9083320.23,22375,10192,3800697.05,5282623.17,10209,5740
2021-06-19 00:00:00,318.95,13014,34101,10876507.31,23580,10521,4227774.91,6648732.39,9312,6230
2021-06-20 00:00:00,424.33,14631,40168,17044651.39,26549,13619,5970877.43,11073773.97,10783,6856
2021-06-21 00:00:00,414.9,15028,38629,16027307.27,22960,15669,5290924.98,10736382.28,10954,7395
2021-06-22 00:00:00,406.51,13546,23510,9556952.9,12689,10821,3722355.03,5834597.87,9197,6715
2021-06-23 00:00:00,450.81,13387,22794,10275796.3,12426,10368,4451830.2,5823966.1,9225,6598
2021-06-24 00:00:00,399.6,14759,28434,11362278.27,17279,11155,5502231.27,5860047,10524,6998
2021-06-25 00:00:00,458.78,15813,34550,15850809.69,22864,11686,8402493.49,7448316.19,11872,7133
2021-06-26 00:00:00,404.2,16530,33471,13529118.2,19491,13980,6482084.46,7047033.74,11733,8022
2021-06-27 00:00:00,267.08,18402,59676,15938434.33,41847,17829,7676068.82,8262365.51,14067,8562
2021-06-28 00:00:00,414.18,17746,35194,14576663.39,18732,16462,5992287.78,8584375.61,12761,8703
2021-06-29 00:00:00,350.19,18841,44271,15503213.42,27816,16455,6847161.79,8656051.63,13887,9118
2021-06-30 00:00:00,279.89,22332,68256,19104506.64,51696,16560,11569886,7534620.64,17580,9118
2021-07-01 00:00:00,328.87,21287,51670,16992740.59,34007,17663,8320264.49,8672476.1,16218,9219
2021-07-02 00:00:00,418.37,19966,38832,16246266.07,22440,16392,8169786.37,8076479.7,14596,8922
2021-07-03 00:00:00,400.14,21156,44341,17742724.56,26867,17474,9169042.88,8573681.68,15711,9614
2021-07-04 00:00:00,556.13,21082,39403,21913247.03,19983,19420,8721624.2,13191622.83,15274,9872
2021-07-05 00:00:00,461.1,21298,45341,20906951.44,27746,17595,9718871.12,11188080.32,15973,9242
2021-07-06 00:00:00,544.68,22275,41275,22481680.58,20086,21189,8861955.6,13619724.97,16080,10490
2021-07-07 00:00:00,563.93,24031,42408,23915178.88,20997,21411,9892857.08,14022321.8,17544,10845
2021-07-08 00:00:00,485.73,26150,53444,25959307.52,30272,23172,12450296.66,13509010.86,19594,11309
2021-07-09 00:00:00,593.65,24796,41185,24449352.53,18183,23002,10283358,14165994.53,18125,11094
2021-07-10 00:00:00,553.07,24334,40943,22644141.77,20272,20671,8093109.72,14551032.05,17660,10849
2021-07-11 00:00:00,550.77,22367,38984,21471039.63,20167,18817,7994536.51,13476503.13,16279,9874
2021-07-12 00:00:00,626.4,19739,28334,17748351.55,14046,14288,5399661.27,12348690.28,13695,8511
2021-07-13 00:00:00,618.69,22452,34111,21104068.17,17201,16910,6495054.9,14609013.26,15266,10045
2021-07-14 00:00:00,657.38,24709,40134,26383424.41,17377,22757,8720711.66,17662712.75,17555,11500
2021-07-15 00:00:00,564.82,35011,85049,48037325.87,49280,35769,18011329.55,30025996.32,29111,13296
2021-07-16 00:00:00,472.51,34672,90774,42891714.35,56410,34364,14819927.77,28071786.58,28538,12601
2021-07-17 00:00:00,571.16,30756,65418,37364353.08,31446,33972,10906284.56,26458068.52,23674,12189
2021-07-18 00:00:00,495.12,26689,51412,25455248.74,20842,30570,7477190.08,17978058.66,19607,10762
2021-07-19 00:00:00,499.57,28494,55920,27935973.49,22492,33428,8545773.83,19390199.66,21135,11775
2021-07-20 00:00:00,397.7,30639,64717,25737699.45,31128,33589,9612060.64,16125638.81,23217,12119
2021-07-21 00:00:00,461.39,29195,54291,25049173.98,24846,29445,9662453.37,15386720.61,21733,12264
2021-07-22 00:00:00,400.48,32965,62706,25112491.48,37402,25304,11169773.11,13942718.37,26244,11778
2021-07-23 00:00:00,468.59,38924,86458,40513188.82,50212,36246,18892621.41,21620567.41,31094,16409
2021-07-24 00:00:00,511.98,33536,72478,37107513.25,43617,28861,16859631.55,20247881.7,25391,15552
2021-07-25 00:00:00,509.15,33857,80038,40751727.83,52655,27383,19845286.5,20906441.33,27019,13993
2021-07-26 00:00:00,599.64,27248,66001,39576730.07,45973,20028,17052023.94,22524706.13,21584,10817
2021-07-27 00:00:00,493.18,27481,70958,34995050.98,51523,19435,17197671.94,17797379.04,21291,10749
2021-07-28 00:00:00,445.45,32632,95586,42578311.78,69127,26459,22618346,19959965.78,26155,12899
2021-07-29 00:00:00,495.6,35868,109354,54196367.69,76816,32538,24811744.02,29384623.67,28562,14730
2021-07-30 00:00:00,722.57,35131,109497,79118703.95,76775,32722,25414366.58,53704337.37,28570,13827
2021-07-31 00:00:00,954.97,36030,112990,107902287.6,79131,33859,29754018.11,78148269.51,29223,14080
2021-08-01 00:00:00,1049.82,36816,108421,113822198.1,71776,36645,30701365.92,83120832.13,28780,15379
2021-08-02 00:00:00,544.7,38452,114379,62302417.74,73781,40598,21890441.67,40411976.06,30461,15375
2021-08-03 00:00:00,640.04,45840,134410,86027870.34,76700,57710,26575458,59452412.34,36032,19592
2021-08-04 00:00:00,927.23,44815,125025,115927014.9,67429,57596,24974006.47,90953008.44,34559,20031
2021-08-05 00:00:00,829.99,48713,144848,120221952.1,81430,63418,26002105.59,94219846.51,38526,20623
2021-08-06 00:00:00,863.63,52886,171553,148157925.9,103094,68459,33328952.17,114828973.7,42316,21952
2021-08-07 00:00:00,594.61,49490,178253,105991319.7,119959,58294,33233064.08,72758255.64,40083,19551
2021-08-08 00:00:00,632.15,51518,190299,120297190.7,120438,69861,35525760.21,84771430.48,42364,20455
2021-08-09 00:00:00,611.78,58429,203000,124192049.6,125181,77819,40446893.17,83745156.42,47760,24478
2021-08-10 00:00:00,613,58945,179174,109834530.3,100330,78844,27640378.48,82194151.84,47241,26564
2021-08-11 00:00:00,609.66,60461,170651,104038938.3,96115,74536,26621699.05,77417239.28,47921,27326
2021-08-12 00:00:00,552.48,59585,161123,89017595.12,87111,74012,20097000.52,68920594.6,47107,26034
2021-08-13 00:00:00,548.44,57204,162846,89310595,89511,73335,19563699.53,69746895.47,45390,25313
2021-08-14 00:00:00,634.21,58424,153281,97212365.13,76964,76317,18027727.91,79184637.21,46094,25862
2021-08-15 00:00:00,545.23,62139,179987,98134706.75,103812,76175,25369496.19,72765210.56,50032,25825
2021-08-16 00:00:00,469.2,63664,176321,82730228.5,91689,84632,19430821.23,63299407.28,50365,27809
