DateTime,Average USD,Active market wallets,Number of sales,Sales USD,Primary Sales,Secondary sales,Primary sales USD,Secondary sales USD,Unique buyers,Unique sellers,ΔAverage USD,ΔActive market wallets,ΔNumber of sales,ΔSales USD,ΔPrimary Sales,ΔSecondary sales,ΔPrimary sales USD,ΔSecondary sales USD,ΔUnique buyers,ΔUnique sellers
2019-01-09 00:00:00,17.68,811,2382,42106.58,1758,624,19001.69,23104.88,513,415,-5.25,74,1063,731.54,279,784,-2114.22,2845.76,38,49
2019-01-10 00:00:00,12.43,885,3445,42838.12,2037,1408,16887.47,25950.64,551,464,-5.28,316,4940,17076.09,4731,209,26032.99,-8956.9,272,95
2019-01-11 00:00:00,7.15,1201,8385,59914.21,6768,1617,42920.46,16993.74,823,559,4.97,-219,-2579,10472.18,-2003,-576,-5302.21,15774.4,-146,-96
2019-01-12 00:00:00,12.12,982,5806,70386.39,4765,1041,37618.25,32768.14,677,463,3.76,13,-381,15753.6,-511,130,21686.17,-5932.56,2,11
2019-01-13 00:00:00,15.88,995,5425,86139.99,4254,1171,59304.42,26835.58,679,474,7.35,-74,-872,19606.98,-738,-134,-15585.59,35192.56,-61,-42
2019-01-14 00:00:00,23.23,921,4553,105746.97,3516,1037,43718.83,62028.14,618,432,-15.21,15,-394,-72372.62,-254,-140,-34601.58,-37771.05,20,7
2019-01-15 00:00:00,8.02,936,4159,33374.35,3262,897,9117.25,24257.09,638,439,7.42,4,233,34433.27,277,-44,45301.5,-10868.21,8,-6
2019-01-16 00:00:00,15.44,940,4392,67807.62,3539,853,54418.75,13388.88,646,433,-3.26,18,-683,-22639.73,-825,142,-43941.86,21302.12,1,34
2019-01-17 00:00:00,12.18,958,3709,45167.89,2714,995,10476.89,34691,647,467,0.34,-51,852,11940.23,910,-58,10186.67,1753.55,-34,-35
2019-01-18 00:00:00,12.52,907,4561,57108.12,3624,937,20663.56,36444.55,613,432,-3.02,60,-364,-17227.79,-546,182,-6914.03,-10313.75,0,70
2019-01-19 00:00:00,9.5,967,4197,39880.33,3078,1119,13749.53,26130.8,613,502,4.15,-20,466,23756.76,75,391,-174.81,23931.57,-11,6
2019-01-20 00:00:00,13.65,947,4663,63637.09,3153,1510,13574.72,50062.37,602,508,-5.75,-2,-365,-29697.01,28,-393,2260.15,-31957.16,33,-54
2019-01-21 00:00:00,7.9,945,4298,33940.08,3181,1117,15834.87,18105.21,635,454,2.36,-104,-1875,-9089.9,-1523,-352,-6251.11,-2838.79,-97,-28
2019-01-22 00:00:00,10.26,841,2423,24850.18,1658,765,9583.76,15266.42,538,426,-1.12,140,593,2728.82,381,212,3478.49,-749.68,59,84
2019-01-23 00:00:00,9.14,981,3016,27579,2039,977,13062.25,14516.74,597,510,-1.81,-58,790,300.33,898,-108,-433.82,734.16,-15,-33
2019-01-24 00:00:00,7.33,923,3806,27879.33,2937,869,12628.43,15250.9,582,477,6.54,71,-565,17088.99,-686,121,7849.23,9239.76,24,54
2019-01-25 00:00:00,13.87,994,3241,44968.32,2251,990,20477.66,24490.66,606,531,-8.71,59,3889,-8203.95,3400,489,219.41,-8423.36,40,48
2019-01-26 00:00:00,5.16,1053,7130,36764.37,5651,1479,20697.07,16067.3,646,579,3.7,-12,-363,23180.83,45,-408,-257.17,23438,46,-47
2019-01-27 00:00:00,8.86,1041,6767,59945.2,5696,1071,20439.9,39505.3,692,532,3.97,193,-1950,1834.36,-1899,-51,18537.1,-16702.74,93,89
2019-01-28 00:00:00,12.83,1234,4817,61779.56,3797,1020,38977,22802.56,785,621,-4.99,-199,-1586,-36453.27,-1493,-93,-31017.11,-5436.16,-138,-57
2019-01-29 00:00:00,7.84,1035,3231,25326.29,2304,927,7959.89,17366.4,647,564,259.69,-46,95,864480.98,27,68,861050.58,3430.39,-37,-46
2019-01-30 00:00:00,267.53,989,3326,889807.27,2331,995,869010.47,20796.79,610,518,-257.96,-131,-345,-861291.38,-109,-236,-855775.55,-5515.82,-61,-82
2019-01-31 00:00:00,9.57,858,2981,28515.89,2222,759,13234.92,15280.97,549,436,-1.32,191,784,2547.95,480,304,-2791.83,5339.78,89,152
2019-02-01 00:00:00,8.25,1049,3765,31063.84,2702,1063,10443.09,20620.75,638,588,0.8,-101,350,6188.95,515,-165,4369.66,1819.3,-61,-90
2019-02-02 00:00:00,9.05,948,4115,37252.79,3217,898,14812.75,22440.05,577,498,-0.44,94,603,3370.54,464,139,2302.43,1068.11,69,45
2019-02-03 00:00:00,8.61,1042,4718,40623.33,3681,1037,17115.18,23508.16,646,543,0.87,-40,-1507,-10170.34,-1387,-120,-6262.06,-3908.29,-42,15
2019-02-04 00:00:00,9.48,1002,3211,30452.99,2294,917,10853.12,19599.87,604,558,9.14,-15,-202,25570.9,-89,-113,9143.84,16427.07,7,-18
2019-02-05 00:00:00,18.62,987,3009,56023.89,2205,804,19996.96,36026.94,611,540,2.81,-45,-579,-3938.93,-489,-90,6184.6,-10123.54,-17,-49
2019-02-06 00:00:00,21.43,942,2430,52084.96,1716,714,26181.56,25903.4,594,491,-8.71,77,322,-17070.06,363,-41,-5465.99,-11604.06,11,69
2019-02-07 00:00:00,12.72,1019,2752,35014.9,2079,673,20715.57,14299.34,605,560,-3.81,-99,394,-6972.43,397,-3,-11798.48,4826.04,-63,-72
2019-02-08 00:00:00,8.91,920,3146,28042.47,2476,670,8917.09,19125.38,542,488,-4.39,179,2644,-1893.38,2121,523,5253.82,-7147.19,72,157
2019-02-09 00:00:00,4.52,1099,5790,26149.09,4597,1193,14170.91,11978.19,614,645,4.87,-72,-64,27601.73,-45,-19,17610.86,9990.86,-1,-79
2019-02-10 00:00:00,9.39,1027,5726,53750.82,4552,1174,31781.77,21969.05,613,566,0.29,-168,-1176,-9724.16,-1254,78,-6048.8,-3675.36,-28,-145
2019-02-11 00:00:00,9.68,859,4550,44026.66,3298,1252,25732.97,18293.69,585,421,-2.34,73,-750,-16129.01,-589,-161,-15869.41,-259.6,16,56
2019-02-12 00:00:00,7.34,932,3800,27897.65,2709,1091,9863.56,18034.09,601,477,-0.25,36,-55,-1342.06,-135,80,-589.33,-752.73,6,39
2019-02-13 00:00:00,7.09,968,3745,26555.59,2574,1171,9274.23,17281.36,607,516,-0.26,45,823,4653.26,938,-115,1546.56,3106.7,57,-5
2019-02-14 00:00:00,6.83,1013,4568,31208.85,3512,1056,10820.79,20388.06,664,511,2.78,7,-916,3885.3,-848,-68,5509.67,-1624.37,-44,39
2019-02-15 00:00:00,9.61,1020,3652,35094.15,2664,988,16330.46,18763.69,620,550,-4.98,151,2723,-5566.44,2498,225,-3537.51,-2028.93,172,-2
2019-02-16 00:00:00,4.63,1171,6375,29527.71,5162,1213,12792.95,16734.76,792,548,7.13,-73,-1349,29566.6,-1381,32,14001.81,15564.8,-102,29
2019-02-17 00:00:00,11.76,1098,5026,59094.31,3781,1245,26794.76,32299.56,690,577,-3.03,-55,-559,-20103.49,-403,-156,-12082.3,-8021.2,-37,-30
2019-02-18 00:00:00,8.73,1043,4467,38990.82,3378,1089,14712.46,24278.36,653,547,12.64,-122,-1699,20153.37,-1634,-65,6157.07,13996.3,-73,-67
2019-02-19 00:00:00,21.37,921,2768,59144.19,1744,1024,20869.53,38274.66,580,480,-6.48,121,922,-4196.43,170,752,9642.09,-13838.52,-21,142
2019-02-20 00:00:00,14.89,1042,3690,54947.76,1914,1776,30511.62,24436.14,559,622,1.3,-76,-167,2080.46,321,-488,-1848.12,3928.58,27,-95
2019-02-21 00:00:00,16.19,966,3523,57028.22,2235,1288,28663.5,28364.72,586,527,-6.4,-115,732,-15369.84,834,-102,-4038.01,-11331.82,-39,-88
2019-02-22 00:00:00,9.79,851,4255,41658.38,3069,1186,24625.49,17032.9,547,439,-2.45,122,599,-6018.09,586,13,-9621.67,3603.58,22,114
2019-02-23 00:00:00,7.34,973,4854,35640.29,3655,1199,15003.82,20636.48,569,553,1.69,-134,-976,-626.85,-515,-461,-2715.16,2088.3,-44,-130
2019-02-24 00:00:00,9.03,839,3878,35013.44,3140,738,12288.66,22724.78,525,423,0.42,-129,256,4068.41,166,90,8155.03,-4086.62,-65,-85
2019-02-25 00:00:00,9.45,710,4134,39081.85,3306,828,20443.69,18638.16,460,338,3.83,154,423,21437.63,404,19,-584.47,22022.1,122,77
2019-02-26 00:00:00,13.28,864,4557,60519.48,3710,847,19859.22,40660.26,582,415,6.21,57,-1720,-5227.71,-1735,15,2038.63,-7266.34,22,26
2019-02-27 00:00:00,19.49,921,2837,55291.77,1975,862,21897.85,33393.92,604,441,-4.42,-108,-455,-19399.29,-457,2,-15178.17,-4221.12,-76,-46
2019-02-28 00:00:00,15.07,813,2382,35892.48,1518,864,6719.68,29172.8,528,395,1.79,269,1314,26440.39,1129,185,13251.2,13189.18,143,188
2019-03-01 00:00:00,16.86,1082,3696,62332.87,2647,1049,19970.88,42361.98,671,583,0.47,123,1770,32400.89,1512,258,34430.07,-2029.17,66,89
2019-03-02 00:00:00,17.33,1205,5466,94733.76,4159,1307,54400.95,40332.81,737,672,-8.73,-83,1444,-35284.77,1488,-44,-21421.25,-13863.53,-92,-15
2019-03-03 00:00:00,8.6,1122,6910,59448.99,5647,1263,32979.7,26469.28,645,657,8.24,-31,-1626,29557.81,-1350,-276,-3027.34,32585.16,32,-74
2019-03-04 00:00:00,16.84,1091,5284,89006.8,4297,987,29952.36,59054.44,677,583,3.25,44,-489,7325.34,-538,49,16510.64,-9185.3,27,30
2019-03-05 00:00:00,20.09,1135,4795,96332.14,3759,1036,46463,49869.14,704,613,-5.9,-18,240,-24907.51,193,47,-16388,-8519.5,-34,29
2019-03-06 00:00:00,14.19,1117,5035,71424.63,3952,1083,30075,41349.64,670,642,-3.56,-14,602,-11512.31,719,-117,801.49,-12313.81,3,-36
2019-03-07 00:00:00,10.63,1103,5637,59912.32,4671,966,30876.49,29035.83,673,606,1.11,70,915,17006.43,611,304,4576.29,12430.14,40,41
2019-03-08 00:00:00,11.74,1173,6552,76918.75,5282,1270,35452.78,41465.97,713,647,-0.37,-66,-364,-6531.3,-282,-82,-7762.17,1230.87,-34,-25
2019-03-09 00:00:00,11.37,1107,6188,70387.45,5000,1188,27690.61,42696.84,679,622,4.81,2,-1182,10627.61,-1098,-84,11712.13,-1084.52,-25,16
2019-03-10 00:00:00,16.18,1109,5006,81015.06,3902,1104,39402.74,41612.32,654,638,-3.47,-49,-966,-29661.08,-974,8,-15985.14,-13675.95,-24,-39
2019-03-11 00:00:00,12.71,1060,4040,51353.98,2928,1112,23417.6,27936.37,630,599,11.56,99,441,57405.29,453,-12,19568.64,37836.67,72,50
2019-03-12 00:00:00,24.27,1159,4481,108759.27,3381,1100,42986.24,65773.04,702,649,-8.68,-97,-526,-47097.73,-530,4,-17262.86,-29834.88,-64,-36
2019-03-13 00:00:00,15.59,1062,3955,61661.54,2851,1104,25723.38,35938.16,638,613,3.17,-18,-70,11232.29,1,-71,-5941.52,17173.81,5,-62
2019-03-14 00:00:00,18.76,1044,3885,72893.83,2852,1033,19781.86,53111.97,643,551,-3.39,30,683,-2702.59,434,249,7648.45,-10351.04,-28,67
2019-03-15 00:00:00,15.37,1074,4568,70191.24,3286,1282,27430.31,42760.93,615,618,-6.89,45,2801,-7673.67,2705,96,-640.08,-7033.6,63,25
2019-03-16 00:00:00,8.48,1119,7369,62517.57,5991,1378,26790.23,35727.33,678,643,4.27,-16,-783,21484.31,-529,-254,411.04,21073.27,-3,-33
2019-03-17 00:00:00,12.75,1103,6586,84001.88,5462,1124,27201.27,56800.6,675,610,-0.29,-70,-2261,-30128.79,-2140,-121,-8972.45,-21156.33,-20,-73
2019-03-18 00:00:00,12.46,1033,4325,53873.09,3322,1003,18228.82,35644.27,655,537,0.37,43,205,4237.16,171,34,4635.66,-398.51,20,25
2019-03-19 00:00:00,12.83,1076,4530,58110.25,3493,1037,22864.48,35245.76,675,562,0.61,47,157,4882.14,53,104,-3437.67,8319.82,28,29
2019-03-20 00:00:00,13.44,1123,4687,62992.39,3546,1141,19426.81,43565.58,703,591,-1.87,16,-264,-11814.99,-602,338,1330.6,-13145.59,-10,25
2019-03-21 00:00:00,11.57,1139,4423,51177.4,2944,1479,20757.41,30419.99,693,616,-0.5,121,417,2385.77,451,-34,9295.54,-6909.78,99,64
2019-03-22 00:00:00,11.07,1260,4840,53563.17,3395,1445,30052.95,23510.21,792,680,2,-63,1112,24212.98,1391,-279,8705.29,15507.69,-61,-14
2019-03-23 00:00:00,13.07,1197,5952,77776.15,4786,1166,38758.24,39017.9,731,666,1.54,-23,237,12667.27,155,82,-4277.27,16944.55,-23,-1
2019-03-24 00:00:00,14.61,1174,6189,90443.42,4941,1248,34480.97,55962.45,708,665,-2.34,104,-1024,-27084.3,-1088,64,-14976.14,-12108.16,44,70
2019-03-25 00:00:00,12.27,1278,5165,63359.12,3853,1312,19504.83,43854.29,752,735,4.61,-14,-352,17864.52,-481,129,19464.92,-1600.39,-31,9
2019-03-26 00:00:00,16.88,1264,4813,81223.64,3372,1441,38969.75,42253.9,721,744,-5.3,-40,-393,-30057.86,-259,-134,-22062.51,-7995.36,16,-66
2019-03-27 00:00:00,11.58,1224,4420,51165.78,3113,1307,16907.24,34258.54,737,678,16.22,57,-405,60442.06,-395,-10,56190.59,4251.48,40,10
2019-03-28 00:00:00,27.8,1281,4015,111607.84,2718,1297,73097.83,38510.02,777,688,-23.57,146,22584,912.2,22641,-57,-1356.4,2268.58,246,-80
2019-03-29 00:00:00,4.23,1427,26599,112520.04,25359,1240,71741.43,40778.6,1023,608,3.2,-53,-17180,-42508.11,-17659,479,-48037.67,5529.57,-101,63
2019-03-30 00:00:00,7.43,1374,9419,70011.93,7700,1719,23703.76,46308.17,922,671,-0.27,-97,1319,6863.47,1234,85,13195.86,-6332.38,-98,-2
2019-03-31 00:00:00,7.16,1277,10738,76875.4,8934,1804,36899.62,39975.79,824,669,5.12,-2,-2755,21181.42,-2229,-526,-3138.65,24320.06,10,-49
2019-04-01 00:00:00,12.28,1275,7983,98056.82,6705,1278,33760.97,64295.85,834,620,9.87,-28,-2612,20909.5,-2632,20,38222.46,-17312.95,-22,8
2019-04-02 00:00:00,22.15,1247,5371,118966.32,4073,1298,71983.43,46982.9,812,628,-5.7,-319,-1137,-49298.68,-792,-345,-49714.46,415.77,-196,-170
2019-04-03 00:00:00,16.45,928,4234,69667.64,3281,953,22268.97,47398.67,616,458,7.82,163,-449,22178.02,-534,85,21930.47,247.55,97,81
2019-04-04 00:00:00,24.27,1091,3785,91845.66,2747,1038,44199.44,47646.22,713,539,-3.5,26,-147,-16266.41,-45,-102,-12574.46,-3691.95,5,21
2019-04-05 00:00:00,20.77,1117,3638,75579.25,2702,936,31624.98,43954.27,718,560,-7.54,-104,616,-19303.06,533,83,-16052.16,-3250.89,-73,-36
2019-04-06 00:00:00,13.23,1013,4254,56276.19,3235,1019,15572.82,40703.38,645,524,2.91,84,-102,10735.18,52,-154,28664.49,-17929.31,75,0
2019-04-07 00:00:00,16.14,1097,4152,67011.37,3287,865,44237.31,22774.07,720,524,6.72,-5,-837,8783.52,-835,-2,-11741.76,20525.27,-18,9
2019-04-08 00:00:00,22.86,1092,3315,75794.89,2452,863,32495.55,43299.34,702,533,-3.58,-17,117,-9609.12,121,-4,-14593.17,4984.05,-12,-4
2019-04-09 00:00:00,19.28,1075,3432,66185.77,2573,859,17902.38,48283.39,690,529,-3.89,-70,95,-11899.74,181,-86,-1205.94,-10693.8,-42,-27
2019-04-10 00:00:00,15.39,1005,3527,54286.03,2754,773,16696.44,37589.59,648,502,5.07,26,-464,8374.99,-397,-67,3932,4443,16,-5
2019-04-11 00:00:00,20.46,1031,3063,62661.02,2357,706,20628.44,42032.59,664,497,-0.13,87,622,12265.39,564,58,19266.07,-7000.69,51,43
2019-04-12 00:00:00,20.33,1118,3685,74926.41,2921,764,39894.51,35031.9,715,540,-10.83,-26,2849,-12840.26,2478,371,-18978.53,6138.27,-47,39
2019-04-13 00:00:00,9.5,1092,6534,62086.15,5399,1135,20915.98,41170.17,668,579,-2.95,-63,690,-14788.76,817,-127,-3979.38,-10809.39,3,-74
2019-04-14 00:00:00,6.55,1029,7224,47297.39,6216,1008,16936.6,30360.78,671,505,19.82,-93,-3497,50996.73,-3231,-266,22732.57,28264.18,-74,-28
2019-04-15 00:00:00,26.37,936,3727,98294.12,2985,742,39669.17,58624.96,597,477,-10.82,56,165,-37764.08,87,78,-10804.83,-26959.26,27,39
2019-04-16 00:00:00,15.55,992,3892,60530.04,3072,820,28864.34,31665.7,624,516,-5.95,76,406,-19256.89,239,167,-11208.26,-8048.63,56,41
2019-04-17 00:00:00,9.6,1068,4298,41273.15,3311,987,17656.08,23617.07,680,557,1.01,5,116,5543.49,229,-113,-1154.5,6697.98,-12,1
2019-04-18 00:00:00,10.61,1073,4414,46816.64,3540,874,16501.58,30315.05,668,558,-0.14,-21,597,5639.14,593,4,-2108.71,7747.86,20,-27
2019-04-19 00:00:00,10.47,1052,5011,52455.78,4133,878,14392.87,38062.91,688,531,-0.52,-48,-408,-6642.09,-523,115,3719.84,-10361.93,-63,0
2019-04-20 00:00:00,9.95,1004,4603,45813.69,3610,993,18112.71,27700.98,625,531,3.19,39,-58,13906.31,120,-178,-416.96,14323.27,13,17
2019-04-21 00:00:00,13.14,1043,4545,59720,3730,815,17695.75,42024.25,638,548,-2.36,-91,-604,-17235.61,-570,-34,-974.93,-16260.68,-40,-40
2019-04-22 00:00:00,10.78,952,3941,42484.39,3160,781,16720.82,25763.57,598,508,2.35,17,-172,7010.39,-256,84,-1463.87,8474.26,20,-25
2019-04-23 00:00:00,13.13,969,3769,49494.78,2904,865,15256.95,34237.83,618,483,13.6,90,28,52017.59,-113,141,40272.87,11744.72,52,49
2019-04-24 00:00:00,26.73,1059,3797,101512.37,2791,1006,55529.82,45982.55,670,532,-14.11,-52,-205,-56176.51,-96,-109,-43722.78,-12453.73,-27,-26
2019-04-25 00:00:00,12.62,1007,3592,45335.86,2695,897,11807.04,33528.82,643,506,3.18,-75,-392,5228.29,-273,-119,-217.81,5446.11,-43,-76
2019-04-26 00:00:00,15.8,932,3200,50564.15,2422,778,11589.23,38974.93,600,430,1,63,1380,26365.93,1034,346,41598.88,-15232.96,13,112
2019-04-27 00:00:00,16.8,995,4580,76930.08,3456,1124,53188.11,23741.97,613,542,-6.42,61,-55,-29952.8,53,-108,-36299.32,6346.52,15,42
2019-04-28 00:00:00,10.38,1056,4525,46977.28,3509,1016,16888.79,30088.49,628,584,0.25,-116,-740,-6744.8,-643,-97,-5694.35,-1050.45,-52,-78
2019-04-29 00:00:00,10.63,940,3785,40232.48,2866,919,11194.44,29038.04,576,506,44.01,104,-15,165742.51,-38,23,177837.72,-12095.21,58,27
2019-04-30 00:00:00,54.64,1044,3770,205974.99,2828,942,189032.16,16942.83,634,533,-46.06,106,1405,-161567.6,1207,198,-170053.58,8485.98,52,63
2019-05-01 00:00:00,8.58,1150,5175,44407.39,4035,1140,18978.58,25428.81,686,596,5.85,-86,-363,25011.3,-281,-82,-1121.78,26133.08,-41,-30
2019-05-02 00:00:00,14.43,1064,4812,69418.69,3754,1058,17856.8,51561.89,645,566,-2.34,-67,-679,-19461.44,-480,-199,3401.54,-22862.98,-42,-26
2019-05-03 00:00:00,12.09,997,4133,49957.25,3274,859,21258.34,28698.91,603,540,-3.04,100,758,-5687.01,500,258,-2572.18,-3114.83,74,39
2019-05-04 00:00:00,9.05,1097,4891,44270.24,3774,1117,18686.16,25584.08,677,579,3.7,47,-479,11962.89,-311,-168,-2370.02,14332.91,-26,53
2019-05-05 00:00:00,12.75,1144,4412,56233.13,3463,949,16316.14,39916.99,651,632,-2.05,-100,-777,-17354.13,-758,-19,-782.47,-16571.66,-23,-75
2019-05-06 00:00:00,10.7,1044,3635,38879,2705,930,15533.67,23345.33,628,557,5.99,-103,-1352,-775.78,-1272,-80,-4617.66,3841.88,-20,-92
2019-05-07 00:00:00,16.69,941,2283,38103.22,1433,850,10916.01,27187.21,608,465,-3.52,191,1812,15810.03,1861,-49,18915.26,-3105.23,158,76
2019-05-08 00:00:00,13.17,1132,4095,53913.25,3294,801,29831.27,24081.98,766,541,-2.95,38,29,-11752.62,-173,202,-12165.79,413.16,48,20
2019-05-09 00:00:00,10.22,1170,4124,42160.63,3121,1003,17665.48,24495.14,814,561,6.22,34,1306,47098.86,1130,176,33792.28,13306.59,31,11
2019-05-10 00:00:00,16.44,1204,5430,89259.49,4251,1179,51457.76,37801.73,845,572,-9.6,-25,1869,-39308.69,1940,-71,-32180.06,-7128.63,-70,41
2019-05-11 00:00:00,6.84,1179,7299,49950.8,6191,1108,19277.7,30673.1,775,613,4.74,-104,-1835,13302.93,-1699,-136,7142.02,6160.91,-60,-56
2019-05-12 00:00:00,11.58,1075,5464,63253.73,4492,972,26419.72,36834.01,715,557,4.03,12,-807,9458.97,-720,-87,4433.68,5025.29,30,10
2019-05-13 00:00:00,15.61,1087,4657,72712.7,3772,885,30853.4,41859.3,745,567,-5.25,65,-782,-32586.11,-852,70,-18716.69,-13869.42,0,16
2019-05-14 00:00:00,10.36,1152,3875,40126.59,2920,955,12136.71,27989.88,745,583,18.86,-172,-1463,30351.03,-1288,-175,-1257.79,31608.83,-77,-139
2019-05-15 00:00:00,29.22,980,2412,70477.62,1632,780,10878.92,59598.71,668,444,-7.3,-136,-216,-22338.41,-399,183,417.95,-22756.37,-68,-47
2019-05-16 00:00:00,21.92,844,2196,48139.21,1233,963,11296.87,36842.34,600,397,16.26,14,199,43301.8,352,-153,2071.28,41230.51,-16,-2
2019-05-17 00:00:00,38.18,858,2395,91441.01,1585,810,13368.15,78072.85,584,395,-18.61,130,190,-40848.2,94,96,-3430.15,-37418.05,43,98
2019-05-18 00:00:00,19.57,988,2585,50592.81,1679,906,9938,40654.8,627,493,-5.31,116,613,-4994.28,544,69,2986.28,-7980.55,123,86
2019-05-19 00:00:00,14.26,1104,3198,45598.53,2223,975,12924.28,32674.25,750,579,6.76,-74,-173,17981.76,-27,-146,-1496.59,19478.35,-93,-71
2019-05-20 00:00:00,21.02,1030,3025,63580.29,2196,829,11427.69,52152.6,657,508,6.33,74,-94,16590.18,-165,71,33098.73,-16508.55,102,29
2019-05-21 00:00:00,27.35,1104,2931,80170.47,2031,900,44526.42,35644.05,759,537,-6.52,-52,45,-18191.29,-225,270,-26626.38,8435.09,-35,-14
2019-05-22 00:00:00,20.83,1052,2976,61979.18,1806,1170,17900.04,44079.14,724,523,1.14,9,-315,-3526.39,-212,-103,-2254.29,-1272.1,-9,15
2019-05-23 00:00:00,21.97,1061,2661,58452.79,1594,1067,15645.75,42807.04,715,538,16.52,91,856,76927.87,712,144,8439.98,68487.89,6,88
2019-05-24 00:00:00,38.49,1152,3517,135380.66,2306,1211,24085.73,111294.93,721,626,-21.83,-6,1259,-55832.37,1315,-56,8638.95,-64471.32,33,-26
2019-05-25 00:00:00,16.66,1146,4776,79548.29,3621,1155,32724.68,46823.61,754,600,-1.69,160,-20,-8342.54,0,-20,1734.92,-10077.45,-56,209
2019-05-26 00:00:00,14.97,1306,4756,71205.75,3621,1135,34459.6,36746.16,698,809,26.71,149,-287,115058.96,-570,283,103750.95,11308,13,157
2019-05-27 00:00:00,41.68,1455,4469,186264.71,3051,1418,138210.55,48054.16,711,966,-22.64,-360,724,-87403.41,1076,-352,-88181.09,777.67,11,-401
2019-05-28 00:00:00,19.04,1095,5193,98861.3,4127,1066,50029.46,48831.83,722,565,-4.4,-20,-477,-29842.19,-445,-32,-25541.56,-4300.62,-15,-2
2019-05-29 00:00:00,14.64,1075,4716,69019.11,3682,1034,24487.9,44531.21,707,563,-3.34,156,1093,-3391.6,600,493,2455.44,-5847.04,24,129
2019-05-30 00:00:00,11.3,1231,5809,65627.51,4282,1527,26943.34,38684.17,731,692,7.24,-107,-1177,20244.07,-860,-317,8972.47,11271.6,-65,-84
2019-05-31 00:00:00,18.54,1124,4632,85871.58,3422,1210,35915.81,49955.77,666,608,-1.78,-100,-1735,-37327.81,-1391,-344,-16065.49,-21262.32,-90,-16
2019-06-01 00:00:00,16.76,1024,2897,48543.77,2031,866,19850.32,28693.45,576,592,5.93,99,83,19062.68,56,27,6879.14,12183.53,74,53
2019-06-02 00:00:00,22.69,1123,2980,67606.45,2087,893,26729.46,40876.98,650,645,15.98,107,-52,45616.39,-53,1,32845.23,12771.17,63,48
2019-06-03 00:00:00,38.67,1230,2928,113222.84,2034,894,59574.69,53648.15,713,693,-21.16,-243,-459,-69991.53,-354,-105,-45039.02,-24952.51,-59,-185
2019-06-04 00:00:00,17.51,987,2469,43231.31,1680,789,14535.67,28695.64,654,508,0.16,98,735,13387.07,294,441,170.42,13216.65,89,40
2019-06-05 00:00:00,17.67,1085,3204,56618.38,1974,1230,14706.09,41912.29,743,548,4.17,-182,-503,2382.48,-458,-45,6186.58,-3804.09,-141,-117
2019-06-06 00:00:00,21.84,903,2701,59000.86,1516,1185,20892.67,38108.2,602,431,3.48,338,1058,36193.62,867,191,37655.72,-1462.11,153,233
2019-06-07 00:00:00,25.32,1241,3759,95194.48,2383,1376,58548.39,36646.09,755,664,-13.02,-362,-655,-57022.04,-166,-489,-44238.76,-12783.28,-178,-204
2019-06-08 00:00:00,12.3,879,3104,38172.44,2217,887,14309.63,23862.81,577,460,-2.15,318,1668,10242.36,1258,410,6943.3,3299.07,75,268
2019-06-09 00:00:00,10.15,1197,4772,48414.8,3475,1297,21252.93,27161.88,652,728,5.71,-242,-1751,-487.72,-1574,-177,18.21,-505.93,-58,-190
2019-06-10 00:00:00,15.86,955,3021,47927.08,1901,1120,21271.14,26655.95,594,538,-3.5,115,551,-3760.48,428,123,-3211.4,-549.09,100,26
2019-06-11 00:00:00,12.36,1070,3572,44166.6,2329,1243,18059.74,26106.86,694,564,5.61,56,239,24307.79,-278,517,19398.47,4909.32,55,1
2019-06-12 00:00:00,17.97,1126,3811,68474.39,2051,1760,37458.21,31016.18,749,565,1.55,151,452,14749.61,219,233,11597.73,3151.88,66,136
2019-06-13 00:00:00,19.52,1277,4263,83224,2270,1993,49055.94,34168.06,815,701,-0.18,-203,-903,-18242.07,40,-943,-11033.69,-7208.37,-128,-126
2019-06-14 00:00:00,19.34,1074,3360,64981.93,2310,1050,38022.25,26959.69,687,575,-1.93,-53,9,-6325.99,69,-60,-12758.57,6432.57,-61,13
2019-06-15 00:00:00,17.41,1021,3369,58655.94,2379,990,25263.68,33392.26,626,588,0.86,31,694,15570.06,477,217,6037.56,9532.5,31,0
2019-06-16 00:00:00,18.27,1052,4063,74226,2856,1207,31301.24,42924.76,657,588,-1.56,-171,-1039,-23693.77,-888,-151,-20862.87,-2830.91,-65,-126
2019-06-17 00:00:00,16.71,881,3024,50532.23,1968,1056,10438.37,40093.85,592,462,28.13,178,-2,84962.78,-151,149,71008.22,13954.57,82,122
2019-06-18 00:00:00,44.84,1059,3022,135495.01,1817,1205,81446.59,54048.42,674,584,-5.91,7,-46,-19637.39,22,-68,2985.91,-22623.3,40,-22
2019-06-19 00:00:00,38.93,1066,2976,115857.62,1839,1137,84432.5,31425.12,714,562,-5.2,-185,-745,-40599.44,-369,-376,-42602.38,2002.94,-150,-115
2019-06-20 00:00:00,33.73,881,2231,75258.18,1470,761,41830.12,33428.06,564,447,20.65,236,1061,103776,698,363,101215.28,2560.72,144,176
2019-06-21 00:00:00,54.38,1117,3292,179034.18,2168,1124,143045.4,35988.78,708,623,-23.19,-92,582,-58201.45,435,147,-71829.27,13627.82,-75,-31
2019-06-22 00:00:00,31.19,1025,3874,120832.73,2603,1271,71216.13,49616.6,633,592,-16.39,-30,-133,-65475.77,-134,1,-58887.35,-6588.42,15,-41
