DateTime,Average USD,Active market wallets,Number of sales,Sales USD,Primary Sales,Secondary sales,Primary sales USD,Secondary sales USD,Unique buyers,Unique sellers,ΔAverage USD,ΔActive market wallets,ΔNumber of sales,ΔSales USD,ΔPrimary Sales,ΔSecondary sales,ΔPrimary sales USD,ΔSecondary sales USD,ΔUnique buyers,ΔUnique sellers
2017-06-23 00:00:00,53.7,8,19,1020.3,18,1,953.92,66.38,8,2,5.39,9,2,220.54,3,-1,286.92,-66.38,1,8
2017-06-24 00:00:00,59.09,17,21,1240.84,21,0,1240.84,0,9,10,-19.28,-7,-8,-723.29,-10,2,-838.51,115.22,-2,-5
2017-06-25 00:00:00,39.81,10,13,517.55,11,2,402.33,115.22,7,5,-9.48,4,1,-92.92,3,-2,22.3,-115.22,-1,3
2017-06-26 00:00:00,30.33,14,14,424.63,14,0,424.63,0,6,8,33.09,8,19,1668.28,18,1,1625.31,42.98,2,7
2017-06-27 00:00:00,63.42,22,33,2092.91,32,1,2049.94,42.98,8,15,19.73,-11,-18,-845.65,-17,-1,-802.68,-42.98,-1,-10
2017-06-28 00:00:00,83.15,11,15,1247.26,15,0,1247.26,0,7,5,-25.63,9,23,938.46,19,4,182.01,756.46,6,6
2017-06-29 00:00:00,57.52,20,38,2185.72,34,4,1429.27,756.46,13,11,23.82,-7,-17,-477.57,-22,5,-802.95,325.37,-3,-5
2017-06-30 00:00:00,81.34,13,21,1708.15,12,9,626.32,1081.83,10,6,232.74,0,-11,1432.65,-6,-5,2312.37,-879.72,-5,2
2017-07-01 00:00:00,314.08,13,10,3140.8,6,4,2938.69,202.11,5,8,-219.74,8,21,-216.19,24,-3,-71.31,-144.88,7,3
2017-07-02 00:00:00,94.34,21,31,2924.61,30,1,2867.38,57.23,12,11,47.81,3,20,4325.19,13,7,3791.79,533.4,-1,5
2017-07-03 00:00:00,142.15,24,51,7249.8,43,8,6659.17,590.63,11,16,90.71,4,7,6256.13,8,-1,3866.17,2389.96,3,2
2017-07-04 00:00:00,232.86,28,58,13505.93,51,7,10525.34,2980.59,14,18,-130.62,-16,-40,-11665.65,-35,-5,-8871.21,-2794.43,-7,-11
2017-07-05 00:00:00,102.24,12,18,1840.28,16,2,1654.13,186.16,7,7,203.07,3,5,5181.9,5,0,5154.07,27.82,2,4
2017-07-06 00:00:00,305.31,15,23,7022.18,21,2,6808.2,213.98,9,11,-113.89,4,14,60.33,9,5,-814.75,875.08,-3,4
2017-07-07 00:00:00,191.42,19,37,7082.51,30,7,5993.45,1089.06,6,15,-83.82,-1,-7,-3854.63,-8,1,-3738.12,-116.51,3,-3
2017-07-08 00:00:00,107.6,18,30,3227.88,22,8,2255.33,972.55,9,12,-26.84,-2,-18,-2258.78,-11,-7,-1357.85,-900.92,-1,-4
2017-07-09 00:00:00,80.76,16,12,969.1,11,1,897.48,71.63,8,8,208.07,6,5,3940.96,3,2,3597.72,343.23,3,3
2017-07-10 00:00:00,288.83,22,17,4910.06,14,3,4495.2,414.86,11,11,-156.05,-2,26,799.31,20,6,539.05,260.26,-2,5
2017-07-11 00:00:00,132.78,20,43,5709.37,34,9,5034.25,675.12,9,16,-28.15,-3,-26,-3930.64,-20,-6,-3499.87,-430.77,-2,-6
2017-07-12 00:00:00,104.63,17,17,1778.73,14,3,1534.38,244.35,7,10,66.37,7,14,3522.24,11,3,1489.85,2032.39,5,6
2017-07-13 00:00:00,171,24,31,5300.97,25,6,3024.23,2276.74,12,16,-106.94,-18,-24,-4852.57,-20,-4,-2833.19,-2019.38,-8,-13
2017-07-14 00:00:00,64.06,6,7,448.4,5,2,191.04,257.36,4,3,45.88,1,-2,101.29,-2,0,-50.18,151.47,0,0
2017-07-15 00:00:00,109.94,7,5,549.69,3,2,140.86,408.83,4,3,-3.54,-3,-2,-230.49,0,-2,178.34,-408.83,-2,-1
2017-07-16 00:00:00,106.4,4,3,319.2,3,0,319.2,0,2,2,184.04,3,2,1133,0,2,332.5,800.5,2,2
2017-07-17 00:00:00,290.44,7,5,1452.2,3,2,651.7,800.5,4,4,-193.05,10,25,1469.47,26,-1,1360.53,108.94,6,4
2017-07-18 00:00:00,97.39,17,30,2921.67,29,1,2012.23,909.44,10,8,13.47,-5,1,515.08,-2,3,717.97,-202.89,-2,-1
2017-07-19 00:00:00,110.86,12,31,3436.75,27,4,2730.2,706.55,8,7,1.17,-2,-10,-1084.04,-13,3,-1760.38,676.34,-3,-2
2017-07-20 00:00:00,112.03,10,21,2352.71,14,7,969.82,1382.89,5,5,-10.36,2,0,-217.71,7,-7,1165.18,-1382.89,-1,3
2017-07-21 00:00:00,101.67,12,21,2135,21,0,2135,0,4,8,-21.3,1,-8,-1090.23,-10,2,-1187.31,97.08,3,-1
2017-07-22 00:00:00,80.37,13,13,1044.77,11,2,947.69,97.08,7,7,-10.09,-4,-7,-623.07,-6,-1,-616.68,-6.39,-1,-3
2017-07-23 00:00:00,70.28,9,6,421.7,5,1,331.01,90.69,6,4,4.84,9,9,705.12,8,1,622.62,82.49,3,6
2017-07-24 00:00:00,75.12,18,15,1126.82,13,2,953.63,173.18,9,10,146.06,-6,-7,642.65,-8,1,171.42,471.24,-4,-3
2017-07-25 00:00:00,221.18,12,8,1769.47,5,3,1125.05,644.42,5,7,-158.28,-5,-3,-1454.95,-1,-2,-874.64,-580.31,-1,-3
2017-07-26 00:00:00,62.9,7,5,314.52,4,1,250.41,64.11,4,4,-7.02,-3,-3,-202.77,-2,-1,-138.66,-64.11,-2,-2
2017-07-27 00:00:00,55.88,4,2,111.75,2,0,111.75,0,2,2,18.92,4,3,262.25,3,0,262.25,0,2,2
2017-07-28 00:00:00,74.8,8,5,374,5,0,374,0,4,4,51.05,-1,3,632.8,2,1,345.08,287.72,0,-1
2017-07-29 00:00:00,125.85,7,8,1006.8,7,1,719.08,287.72,4,3,-33.41,3,8,472.19,6,2,-127.48,599.68,3,0
2017-07-30 00:00:00,92.44,10,16,1478.99,13,3,591.6,887.4,7,3,14.29,-6,-14,-1265.54,-12,-2,-500.12,-765.43,-5,-1
2017-07-31 00:00:00,106.73,4,2,213.45,1,1,91.48,121.97,2,2,-52.23,0,0,-104.45,1,-1,17.52,-121.97,0,0
2017-08-01 00:00:00,54.5,4,2,109,2,0,109,0,2,2,471.24,-2,-1,416.74,-1,0,416.74,0,-1,-1
2017-08-02 00:00:00,525.74,2,1,525.74,1,0,525.74,0,1,1,-306.7,14,20,4074.16,18,2,2050.35,2023.81,8,8
2017-08-03 00:00:00,219.04,16,21,4599.9,19,2,2576.09,2023.81,9,9,-219.04,-16,-21,-4599.9,-19,-2,-2576.09,-2023.81,-9,-9
2017-08-04 00:00:00,0,0,0,0,0,0,0,0,0,0,759.47,2,2,1518.93,0,2,0,1518.93,1,1
2017-08-05 00:00:00,759.47,2,2,1518.93,0,2,0,1518.93,1,1,-759.47,-2,-2,-1518.93,0,-2,0,-1518.93,-1,-1
2017-08-06 00:00:00,0,0,0,0,0,0,0,0,0,0,76.52,2,1,76.52,1,0,76.52,0,1,1
2017-08-07 00:00:00,76.52,2,1,76.52,1,0,76.52,0,1,1,123,6,4,921.08,2,2,673.15,247.92,3,3
2017-08-08 00:00:00,199.52,8,5,997.6,3,2,749.67,247.92,4,4,-110.4,-4,-2,-730.24,-2,0,-645.7,-84.53,-1,-3
2017-08-09 00:00:00,89.12,4,3,267.36,1,2,103.97,163.39,3,1,1.4,0,-1,-86.33,1,-2,77.06,-163.39,-1,1
2017-08-10 00:00:00,90.52,4,2,181.03,2,0,181.03,0,2,2,-8.1,6,6,478.34,4,2,235.95,242.39,3,3
2017-08-11 00:00:00,82.42,10,8,659.37,6,2,416.98,242.39,5,5,-21.33,-1,9,379.15,-2,11,-125.33,504.48,1,-2
2017-08-12 00:00:00,61.09,9,17,1038.52,4,13,291.65,746.87,6,3,53.95,-1,-10,-233.23,-1,-9,293.74,-526.97,-2,1
2017-08-13 00:00:00,115.04,8,7,805.29,3,4,585.39,219.9,4,4,52.92,-2,-4,-301.41,-1,-3,-170.43,-130.98,-1,-1
2017-08-14 00:00:00,167.96,6,3,503.88,2,1,414.96,88.92,3,3,-102.74,-1,1,-242.99,0,1,-295.41,52.42,-1,1
2017-08-15 00:00:00,65.22,5,4,260.89,2,2,119.55,141.34,2,4,39.79,-2,-2,-50.86,0,-2,90.48,-141.34,0,-3
2017-08-16 00:00:00,105.01,3,2,210.03,2,0,210.03,0,2,1,-29.87,-1,0,-59.74,0,0,-59.74,0,-1,0
2017-08-17 00:00:00,75.14,2,2,150.29,2,0,150.29,0,1,1,13.69,0,-1,-61.46,-1,0,-61.46,0,0,0
2017-08-18 00:00:00,88.83,2,1,88.83,1,0,88.83,0,1,1,29.82,0,0,29.82,-1,1,-88.83,118.65,0,0
2017-08-19 00:00:00,118.65,2,1,118.65,0,1,0,118.65,1,1,43.69,0,0,43.69,1,-1,162.34,-118.65,0,0
2017-08-20 00:00:00,162.34,2,1,162.34,1,0,162.34,0,1,1,-63.26,7,7,630.28,7,0,630.28,0,5,3
2017-08-21 00:00:00,99.08,9,8,792.62,8,0,792.62,0,6,4,-11.67,-7,-7,-705.21,-7,0,-705.21,0,-5,-3
2017-08-22 00:00:00,87.41,2,1,87.41,1,0,87.41,0,1,1,-9.8,2,1,67.82,0,1,-5.04,72.86,1,1
2017-08-23 00:00:00,77.61,4,2,155.23,1,1,82.37,72.86,2,2,-77.61,-4,-2,-155.23,-1,-1,-82.37,-72.86,-2,-2
2017-08-24 00:00:00,0,0,0,0,0,0,0,0,0,0,85.55,6,3,256.64,1,2,82.26,174.38,3,3
2017-08-25 00:00:00,85.55,6,3,256.64,1,2,82.26,174.38,3,3,13.41,-4,-2,-157.68,0,-2,16.7,-174.38,-2,-2
2017-08-26 00:00:00,98.96,2,1,98.96,1,0,98.96,0,1,1,-98.96,-2,-1,-98.96,-1,0,-98.96,0,-1,-1
2017-08-27 00:00:00,0,0,0,0,0,0,0,0,0,0,127.32,10,9,1145.85,6,3,357.97,787.88,7,3
2017-08-28 00:00:00,127.32,10,9,1145.85,6,3,357.97,787.88,7,3,-35.62,-8,-8,-1054.15,-5,-3,-266.27,-787.88,-6,-2
2017-08-29 00:00:00,91.7,2,1,91.7,1,0,91.7,0,1,1,-4.55,2,1,82.6,0,1,-91.7,174.3,1,1
2017-08-30 00:00:00,87.15,4,2,174.3,1,1,0,174.3,2,2,16.24,-2,-1,-70.91,0,-1,103.39,-174.3,-1,-1
2017-08-31 00:00:00,103.39,2,1,103.39,1,0,103.39,0,1,1,-2.17,3,4,402.72,4,0,402.72,0,2,1
2017-09-01 00:00:00,101.22,5,5,506.11,5,0,506.11,0,3,2,-78.13,-1,-2,-436.83,-3,1,-506.11,69.28,-1,0
2017-09-02 00:00:00,23.09,4,3,69.28,2,1,0,69.28,2,2,-23.09,-4,-3,-69.28,-2,-1,0,-69.28,-2,-2
2017-09-03 00:00:00,0,0,0,0,0,0,0,0,0,0,104.9,4,3,314.7,3,0,314.7,0,1,3
2017-09-04 00:00:00,104.9,4,3,314.7,3,0,314.7,0,1,3,-104.9,-4,-3,-314.7,-3,0,-314.7,0,-1,-3
2017-09-05 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-07 00:00:00,0,0,0,0,0,0,0,0,0,0,76.12,2,1,76.12,1,0,76.12,0,1,1
2017-09-08 00:00:00,76.12,2,1,76.12,1,0,76.12,0,1,1,-76.12,-2,-1,-76.12,-1,0,-76.12,0,-1,-1
2017-09-09 00:00:00,0,0,0,0,0,0,0,0,0,0,67.34,3,3,202.02,1,2,73.19,128.82,1,2
2017-09-10 00:00:00,67.34,3,3,202.02,1,2,73.19,128.82,1,2,2.33,1,-1,-62.68,0,-1,0.93,-63.6,1,0
2017-09-11 00:00:00,69.67,4,2,139.34,1,1,74.12,65.22,2,2,-28.99,-2,0,-57.98,1,-1,7.24,-65.22,-1,-1
2017-09-12 00:00:00,40.68,2,2,81.36,2,0,81.36,0,1,1,-40.68,-2,-2,-81.36,-2,0,-81.36,0,-1,-1
2017-09-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-15 00:00:00,0,0,0,0,0,0,0,0,0,0,70.99,2,1,70.99,1,0,70.99,0,1,1
2017-09-16 00:00:00,70.99,2,1,70.99,1,0,70.99,0,1,1,-4.13,1,1,62.73,1,0,62.73,0,0,1
2017-09-17 00:00:00,66.86,3,2,133.72,2,0,133.72,0,1,2,-3.51,-1,-1,-70.37,-2,1,-133.72,63.35,0,-1
2017-09-18 00:00:00,63.35,2,1,63.35,0,1,0,63.35,1,1,31.3,3,3,315.25,4,-1,378.6,-63.35,2,1
2017-09-19 00:00:00,94.65,5,4,378.6,4,0,378.6,0,3,2,29.6,0,-1,-5.86,-3,2,-327.75,321.89,0,0
2017-09-20 00:00:00,124.25,5,3,372.74,1,2,50.85,321.89,3,2,-72.11,3,1,-164.19,2,-1,119.08,-283.27,1,2
2017-09-21 00:00:00,52.14,8,4,208.55,3,1,169.93,38.62,4,4,19,-6,-3,-137.41,-2,-1,-98.79,-38.62,-3,-3
2017-09-22 00:00:00,71.14,2,1,71.14,1,0,71.14,0,1,1,-10.25,2,3,172.43,1,2,30.82,141.61,2,0
2017-09-23 00:00:00,60.89,4,4,243.57,2,2,101.96,141.61,3,1,-4.75,-2,-3,-187.43,-1,-2,-45.82,-141.61,-2,0
2017-09-24 00:00:00,56.14,2,1,56.14,1,0,56.14,0,1,1,-56.14,-2,-1,-56.14,-1,0,-56.14,0,-1,-1
2017-09-25 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-26 00:00:00,0,0,0,0,0,0,0,0,0,0,105.75,6,4,423.01,3,1,377.69,45.32,3,3
2017-09-27 00:00:00,105.75,6,4,423.01,3,1,377.69,45.32,3,3,-69.55,-4,-3,-386.81,-2,-1,-341.49,-45.32,-2,-2
2017-09-28 00:00:00,36.2,2,1,36.2,1,0,36.2,0,1,1,8.71,7,6,278.15,3,3,139.85,138.3,4,3
2017-09-29 00:00:00,44.91,9,7,314.35,4,3,176.05,138.3,5,4,-28.86,-3,3,-153.82,6,-3,-15.52,-138.3,0,-3
2017-09-30 00:00:00,16.05,6,10,160.53,10,0,160.53,0,5,1,433.46,-4,-9,288.98,-9,0,288.98,0,-4,0
2017-10-01 00:00:00,449.51,2,1,449.51,1,0,449.51,0,1,1,-449.51,-2,-1,-449.51,-1,0,-449.51,0,-1,-1
2017-10-02 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-03 00:00:00,0,0,0,0,0,0,0,0,0,0,58.61,2,1,58.61,0,1,0,58.61,1,1
2017-10-04 00:00:00,58.61,2,1,58.61,0,1,0,58.61,1,1,-58.61,-2,-1,-58.61,0,-1,0,-58.61,-1,-1
2017-10-05 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-07 00:00:00,0,0,0,0,0,0,0,0,0,0,93.04,2,1,93.04,1,0,93.04,0,1,1
2017-10-08 00:00:00,93.04,2,1,93.04,1,0,93.04,0,1,1,-66.41,0,0,-66.41,-1,1,-93.04,26.63,0,0
2017-10-09 00:00:00,26.63,2,1,26.63,0,1,0,26.63,1,1,-26.63,-2,-1,-26.63,0,-1,0,-26.63,-1,-1
2017-10-10 00:00:00,0,0,0,0,0,0,0,0,0,0,66.71,2,1,66.71,0,1,0,66.71,1,1
2017-10-11 00:00:00,66.71,2,1,66.71,0,1,0,66.71,1,1,-27.45,0,0,-27.45,1,-1,39.26,-66.71,0,0
2017-10-12 00:00:00,39.26,2,1,39.26,1,0,39.26,0,1,1,49.45,6,3,315.59,1,2,160.13,155.46,3,3
2017-10-13 00:00:00,88.71,8,4,354.85,2,2,199.39,155.46,4,4,-25,-5,0,-99.99,0,0,-98.79,-1.2,-2,-3
2017-10-14 00:00:00,63.71,3,4,254.86,2,2,100.6,154.26,2,1,-4.46,1,-1,-77.1,-1,0,-57,-20.1,0,1
2017-10-15 00:00:00,59.25,4,3,177.76,1,2,43.6,134.16,2,2,30.38,-1,-1,1.5,1,-2,135.66,-134.16,0,-1
2017-10-16 00:00:00,89.63,3,2,179.26,2,0,179.26,0,2,1,-89.63,-3,-2,-179.26,-2,0,-179.26,0,-2,-1
2017-10-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-18 00:00:00,0,0,0,0,0,0,0,0,0,0,27.76,2,1,27.76,0,1,0,27.76,1,1
2017-10-19 00:00:00,27.76,2,1,27.76,0,1,0,27.76,1,1,68.99,0,0,68.99,0,0,0,68.99,0,0
2017-10-20 00:00:00,96.75,2,1,96.75,0,1,0,96.75,1,1,-18.57,0,0,-18.57,0,0,0,-18.57,0,0
2017-10-21 00:00:00,78.18,2,1,78.18,0,1,0,78.18,1,1,-78.18,-2,-1,-78.18,0,-1,0,-78.18,-1,-1
2017-10-22 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-23 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-24 00:00:00,0,0,0,0,0,0,0,0,0,0,44.77,2,1,44.77,0,1,0,44.77,1,1
2017-10-25 00:00:00,44.77,2,1,44.77,0,1,0,44.77,1,1,-6.35,3,6,224.15,6,0,216.19,7.96,3,0
2017-10-26 00:00:00,38.42,5,7,268.92,6,1,216.19,52.73,4,1,-8.63,-2,-1,-90.16,0,-1,-37.43,-52.73,-2,0
2017-10-27 00:00:00,29.79,3,6,178.76,6,0,178.76,0,2,1,-0.14,0,0,-0.88,0,0,-0.88,0,0,0
2017-10-28 00:00:00,29.65,3,6,177.88,6,0,177.88,0,2,1,-8.39,-1,-5,-156.62,-6,1,-177.88,21.26,-1,0
2017-10-29 00:00:00,21.26,2,1,21.26,0,1,0,21.26,1,1,51.22,4,2,196.18,2,0,101.06,95.11,2,2
2017-10-30 00:00:00,72.48,6,3,217.44,2,1,101.06,116.37,3,3,-35.55,-1,3,4.15,1,2,-10,14.15,0,-1
2017-10-31 00:00:00,36.93,5,6,221.59,3,3,91.06,130.52,3,2,-9.16,-2,-2,-110.5,1,-3,20.03,-130.52,-2,0
2017-11-01 00:00:00,27.77,3,4,111.09,4,0,111.09,0,1,2,9.55,1,-1,0.87,-2,1,-42.19,43.06,1,0
2017-11-02 00:00:00,37.32,4,3,111.96,2,1,68.9,43.06,2,2,-37.32,-4,-3,-111.96,-2,-1,-68.9,-43.06,-2,-2
2017-11-03 00:00:00,0,0,0,0,0,0,0,0,0,0,29,4,3,86.99,3,0,86.99,0,2,2
2017-11-04 00:00:00,29,4,3,86.99,3,0,86.99,0,2,2,-29,-4,-3,-86.99,-3,0,-86.99,0,-2,-2
2017-11-05 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-06 00:00:00,0,0,0,0,0,0,0,0,0,0,265.71,2,1,265.71,0,1,0,265.71,1,1
2017-11-07 00:00:00,265.71,2,1,265.71,0,1,0,265.71,1,1,-265.71,-2,-1,-265.71,0,-1,0,-265.71,-1,-1
2017-11-08 00:00:00,0,0,0,0,0,0,0,0,0,0,74.14,2,2,148.27,0,2,0,148.27,1,1
2017-11-09 00:00:00,74.14,2,2,148.27,0,2,0,148.27,1,1,-74.14,-2,-2,-148.27,0,-2,0,-148.27,-1,-1
2017-11-10 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-11 00:00:00,0,0,0,0,0,0,0,0,0,0,91.11,2,1,91.11,1,0,91.11,0,1,1
2017-11-12 00:00:00,91.11,2,1,91.11,1,0,91.11,0,1,1,-59.58,2,1,-28.04,0,1,-59.58,31.53,1,1
2017-11-13 00:00:00,31.53,4,2,63.07,1,1,31.53,31.53,2,2,36.26,-2,-1,4.72,-1,0,-31.53,36.26,-1,-1
2017-11-14 00:00:00,67.79,2,1,67.79,0,1,0,67.79,1,1,0.74,2,1,69.27,1,0,33.43,35.84,1,1
2017-11-15 00:00:00,68.53,4,2,137.06,1,1,33.43,103.63,2,2,-68.53,-4,-2,-137.06,-1,-1,-33.43,-103.63,-2,-2
2017-11-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-18 00:00:00,0,0,0,0,0,0,0,0,0,0,35.34,2,1,35.34,1,0,35.34,0,1,1
2017-11-19 00:00:00,35.34,2,1,35.34,1,0,35.34,0,1,1,1.24,2,3,110.97,3,0,110.97,0,2,0
2017-11-20 00:00:00,36.58,4,4,146.31,4,0,146.31,0,3,1,-33.93,25,85,89.6,80,5,87.77,1.83,24,2
2017-11-21 00:00:00,2.65,29,89,235.91,84,5,234.08,1.83,27,3,14.91,-6,-59,291,-60,1,231.6,59.4,-14,12
2017-11-22 00:00:00,17.56,23,30,526.91,24,6,465.68,61.23,13,15,-14.68,60,772,1779.54,660,112,1134.21,645.33,67,3
2017-11-23 00:00:00,2.88,83,802,2306.45,684,118,1599.89,706.56,80,18,-1.09,62,1991,2692.7,1810,181,-93.03,2785.73,60,31
2017-11-24 00:00:00,1.79,145,2793,4999.15,2494,299,1506.86,3492.29,140,49,-0.82,-16,-848,-3115.15,-677,-171,-571.6,-2543.55,-16,-17
2017-11-25 00:00:00,0.97,129,1945,1884,1817,128,935.26,948.74,124,32,0.68,-25,-757,73.53,-704,-53,268.36,-194.83,-30,0
2017-11-26 00:00:00,1.65,104,1188,1957.53,1113,75,1203.62,753.91,94,32,0.38,11,-250,-55.19,-306,56,-611.14,555.94,4,21
2017-11-27 00:00:00,2.03,115,938,1902.34,807,131,592.48,1309.85,98,53,0.88,140,551,2424.79,214,337,816.12,1608.68,140,27
2017-11-28 00:00:00,2.91,255,1489,4327.13,1021,468,1408.6,2918.53,238,80,2.79,353,3254,22713.05,2381,873,13354.51,9358.54,355,118
2017-11-29 00:00:00,5.7,608,4743,27040.18,3402,1341,14763.11,12277.07,593,198,-2.89,152,2753,-5975.18,2647,106,-6163.51,188.33,143,15
2017-11-30 00:00:00,2.81,760,7496,21065,6049,1447,8599.6,12465.4,736,213,1.77,231,-193,12406.6,-481,288,9733.32,2673.28,221,37
2017-12-01 00:00:00,4.58,991,7303,33471.6,5568,1735,18332.92,15138.68,957,250,16.56,559,4927,225030.04,2904,2023,188242.7,36787.34,512,188
2017-12-02 00:00:00,21.14,1550,12230,258501.64,8472,3758,206575.62,51926.02,1469,438,18.53,2530,13298,754321.43,6884,6414,408380.78,345940.65,2385,983
2017-12-03 00:00:00,39.67,4080,25528,1012823.07,15356,10172,614956.4,397866.67,3854,1421,29.21,2870,8199,1310391.4,6753,1446,-169500.16,1479891.55,2813,740
2017-12-04 00:00:00,68.88,6950,33727,2323214.47,22109,11618,445456.24,1877758.22,6667,2161,-12.78,2785,5502,-122598.08,3419,2083,136869.55,-259467.61,2739,496
2017-12-05 00:00:00,56.1,9735,39229,2200616.39,25528,13701,582325.79,1618290.61,9406,2657,2.88,-994,-8009,-359287.15,-5241,-2768,-187140.35,-172146.82,-1066,-656
2017-12-06 00:00:00,58.98,8741,31220,1841329.24,20287,10933,395185.44,1446143.79,8340,2001,-12.29,988,4833,-158143.9,1169,3664,-148987.52,-9156.37,437,796
2017-12-07 00:00:00,46.69,9729,36053,1683185.34,21456,14597,246197.92,1436987.42,8777,2797,0.41,2237,7114,349944.26,5124,1990,110471.61,239472.65,1913,967
2017-12-08 00:00:00,47.1,11966,43167,2033129.6,26580,16587,356669.53,1676460.07,10690,3764,-11.26,739,5551,-286993.79,3728,1823,293593.47,-580587.26,878,31
2017-12-09 00:00:00,35.84,12705,48718,1746135.81,30308,18410,650263,1095872.81,11568,3795,-9.62,73,2058,-414690.34,1428,630,-192157.1,-222533.24,34,11
2017-12-10 00:00:00,26.22,12778,50776,1331445.47,31736,19040,458105.9,873339.57,11602,3806,-2.39,-715,-5075,-242289.66,-4299,-776,-88771.51,-153518.15,-782,-201
2017-12-11 00:00:00,23.83,12063,45701,1089155.81,27437,18264,369334.39,719821.42,10820,3605,-2.3,-1534,-8551,-289435.92,-3074,-5477,-54931.31,-234504.62,-1295,-755
2017-12-12 00:00:00,21.53,10529,37150,799719.89,24363,12787,314403.08,485316.8,9525,2850,-0.55,-923,-8291,-194286.32,-7335,-956,-103820.55,-90465.76,-1389,285
2017-12-13 00:00:00,20.98,9606,28859,605433.57,17028,11831,210582.53,394851.04,8136,3135,-1.72,-926,1663,-17541.3,2921,-1258,5906.96,-23448.26,-786,-246
2017-12-14 00:00:00,19.26,8680,30522,587892.27,19949,10573,216489.49,371402.78,7350,2889,-0.07,-1898,-7711,-150164.29,-5268,-2443,-3760.78,-146403.51,-1487,-870
2017-12-15 00:00:00,19.19,6782,22811,437727.98,14681,8130,212728.71,224999.27,5863,2019,2.46,-581,-636,42314.36,-844,208,-72113.68,114428.03,-625,8
2017-12-16 00:00:00,21.65,6201,22175,480042.34,13837,8338,140615.03,339427.3,5238,2027,0.08,-950,-3644,-77376.7,-2600,-1044,20874.92,-98251.61,-729,-377
2017-12-17 00:00:00,21.73,5251,18531,402665.64,11237,7294,161489.95,241175.69,4509,1650,-3.98,13,-1013,-91796.69,-1078,65,-28493.92,-63302.78,-323,341
2017-12-18 00:00:00,17.75,5264,17518,310868.95,10159,7359,132996.03,177872.91,4186,1991,0.92,-949,-5025,-77648.52,-2562,-2463,-9904.19,-67744.32,-660,-489
2017-12-19 00:00:00,18.67,4315,12493,233220.43,7597,4896,123091.84,110128.59,3526,1502,-2.29,2289,3471,28192.88,-2127,5598,-49973.37,78166.26,-605,2930
2017-12-20 00:00:00,16.38,6604,15964,261413.31,5470,10494,73118.47,188294.85,2921,4432,2.71,-1957,-5567,-62914.69,-339,-5228,-194.45,-62720.26,-6,-2012
2017-12-21 00:00:00,19.09,4647,10397,198498.62,5131,5266,72924.02,125574.59,2915,2420,-3.35,-1057,-810,-47562.95,887,-1697,-14639.95,-32922.99,-62,-1152
2017-12-22 00:00:00,15.74,3590,9587,150935.67,6018,3569,58284.07,92651.6,2853,1268,-2.37,-148,1493,-2822.23,1154,339,17045.72,-19867.95,-90,-31
2017-12-23 00:00:00,13.37,3442,11080,148113.44,7172,3908,75329.79,72783.65,2763,1237,-1.13,-603,-545,-19162.87,-489,-56,-8076,-11086.87,-436,-229
2017-12-24 00:00:00,12.24,2839,10535,128950.57,6683,3852,67253.79,61696.78,2327,1008,2.05,-224,-2235,-10342.15,-1593,-642,-9916.47,-425.68,-226,-80
2017-12-25 00:00:00,14.29,2615,8300,118608.42,5090,3210,57337.32,61271.1,2101,928,2.44,-282,-1301,-1495.16,-986,-315,-7677.05,6181.89,-213,-101
2017-12-26 00:00:00,16.73,2333,6999,117113.26,4104,2895,49660.27,67452.99,1888,827,-3.53,245,1584,-3798.32,1074,510,4260.07,-8058.39,160,125
2017-12-27 00:00:00,13.2,2578,8583,113314.94,5178,3405,53920.34,59394.6,2048,952,-1.11,-154,999,2523.6,1017,-18,9123.16,-6599.55,-89,-62
2017-12-28 00:00:00,12.09,2424,9582,115838.54,6195,3387,63043.5,52795.05,1959,890,1.47,-168,-1403,-4964.39,-898,-505,2571.49,-7535.88,-84,-144
