"DateTime","Primary sales USD","Secondary sales USD"
"2022-06-13 00:00:00",2528195.89,37157774.76
"2022-06-14 00:00:00",1737478.56,38405918.05
"2022-06-15 00:00:00",1693778.38,30501509.05
"2022-06-16 00:00:00",1498350.56,28496968.94
"2022-06-17 00:00:00",1399481.79,25482901.13
"2022-06-18 00:00:00",2756210.91,31318181.28
"2022-06-19 00:00:00",1271940.35,36122422.83
"2022-06-20 00:00:00",1610784.34,34425464.7
"2022-06-21 00:00:00",1214646.27,32875110.08
"2022-06-22 00:00:00",1397296.49,33750157.57
"2022-06-23 00:00:00",1181725.18,27617910.42
"2022-06-24 00:00:00",1640845.81,32591530.03
"2022-06-25 00:00:00",2049885.47,32627322.44
"2022-06-26 00:00:00",1208610.6,34824140.27
"2022-06-27 00:00:00",1401313.22,30831317.18
"2022-06-28 00:00:00",2168682.16,36939955.92
"2022-06-29 00:00:00",7042922.7,28842891.13
"2022-06-30 00:00:00",6436704.72,30573847.92
"2022-07-01 00:00:00",2567818.08,30898591.63
"2022-07-02 00:00:00",989384.43,26010262.1
"2022-07-03 00:00:00",2656542.32,33333731.43
"2022-07-04 00:00:00",2318956.63,28674048.78
"2022-07-05 00:00:00",1700459.4,27567131.88
"2022-07-06 00:00:00",1229524.91,30372627.42
"2022-07-07 00:00:00",1287372.3,34029361.26
"2022-07-08 00:00:00",1468367.03,30848136.85
"2022-07-09 00:00:00",2168528.32,32416447.32
"2022-07-10 00:00:00",1583171.47,29723815.96
"2022-07-11 00:00:00",1613660.94,28433321.53
"2022-07-12 00:00:00",1768999.9,30306245.45
"2022-07-13 00:00:00",3318703.83,31976238.82
"2022-07-14 00:00:00",1511719.99,26630160.97
"2022-07-15 00:00:00",2434888.68,37865491.98
"2022-07-16 00:00:00",3160741.11,34855945.08
"2022-07-17 00:00:00",2663965.26,38498211.57
"2022-07-18 00:00:00",2014775.76,37607852.6
"2022-07-19 00:00:00",1432547.56,28518056.39
"2022-07-20 00:00:00",3319736.43,33507051.17
"2022-07-21 00:00:00",5127683.81,30849897.77
"2022-07-22 00:00:00",3717707.55,29725052.75
"2022-07-23 00:00:00",2405958.87,30215235.73
"2022-07-24 00:00:00",2992764.13,30666486.08
"2022-07-25 00:00:00",4874085.36,30648651.28
"2022-07-26 00:00:00",3306954.18,32599625.74
"2022-07-27 00:00:00",3002205.92,31987410.99
"2022-07-28 00:00:00",2305185.27,34267703.71
"2022-07-29 00:00:00",1665552.96,36056058.77
"2022-07-30 00:00:00",1266259.91,32335316.89
"2022-07-31 00:00:00",1056673.89,29912556.88
"2022-08-01 00:00:00",1793658.36,34718717.67
"2022-08-02 00:00:00",816315.66,34906585.24
"2022-08-03 00:00:00",5906812.15,31251300.58
"2022-08-04 00:00:00",1848098.13,30721821.18
"2022-08-05 00:00:00",8677135.23,35774725.01
"2022-08-06 00:00:00",2467280.17,34001484.24
"2022-08-07 00:00:00",1962324.19,33792952.65
"2022-08-08 00:00:00",1892851.57,32957517.85
"2022-08-09 00:00:00",1064000.39,36682108.91
"2022-08-10 00:00:00",2195778.76,34916633.9
"2022-08-11 00:00:00",1423170.43,35227942.72
"2022-08-12 00:00:00",1366905.38,32995983.26
"2022-08-13 00:00:00",915471.45,30405083.87
"2022-08-14 00:00:00",972703.75,30365432.32
"2022-08-15 00:00:00",1247945.79,32099442.06
"2022-08-16 00:00:00",1028115.19,23885230.56
"2022-08-17 00:00:00",1149226.28,26466955.9
"2022-08-18 00:00:00",975708.51,22802677.32
"2022-08-19 00:00:00",1242485.19,23941770.02
"2022-08-20 00:00:00",1081981.52,24737117.57
"2022-08-21 00:00:00",828293.19,25404638.85
"2022-08-22 00:00:00",1189539.29,24428686.77
"2022-08-23 00:00:00",968563.72,19684268.17
"2022-08-24 00:00:00",831111.88,18955354.44
"2022-08-25 00:00:00",1037865.08,19649277.82
"2022-08-26 00:00:00",791514.15,11802308.37
"2022-08-27 00:00:00",701674.82,15151440.72
"2022-08-28 00:00:00",709269.57,11016686.99
"2022-08-29 00:00:00",620463.47,10725259.83
"2022-08-30 00:00:00",789140.82,16828023.34
"2022-08-31 00:00:00",794951.07,13454257.32
"2022-09-01 00:00:00",682786.57,10651744.97
"2022-09-02 00:00:00",736145.07,11778754.78
"2022-09-03 00:00:00",716963.9,9319635.08
"2022-09-04 00:00:00",615933.77,9651445.07
"2022-09-05 00:00:00",585120.11,12299798.77
"2022-09-06 00:00:00",852500.26,12248769.07
"2022-09-07 00:00:00",1369131.97,12268582.54
"2022-09-08 00:00:00",2204482.83,14063734.33
"2022-09-09 00:00:00",904577.74,11609545.18
"2022-09-10 00:00:00",597045.11,3441301.94
"2022-09-11 00:00:00",533412.29,2598841.02
"2022-09-12 00:00:00",950756.72,8233559.06
"2022-09-13 00:00:00",796483.08,13923687.18
"2022-09-14 00:00:00",533087.01,10535789.79
"2022-09-15 00:00:00",580824.32,10589733.69
"2022-09-16 00:00:00",708164.88,10799698.53
"2022-09-17 00:00:00",546628.95,11279706.73
"2022-09-18 00:00:00",665788.46,9856973.38
"2022-09-19 00:00:00",737324.09,9770573.49
"2022-09-20 00:00:00",433573.29,11801246.96
"2022-09-21 00:00:00",1299403.11,12106016.74
"2022-09-22 00:00:00",929942.49,13414329.55
"2022-09-23 00:00:00",654657.5,13482749.42
"2022-09-24 00:00:00",675717.76,10866512.09
"2022-09-25 00:00:00",529659.43,7934059.8
"2022-09-26 00:00:00",623736.36,9357251.15
"2022-09-27 00:00:00",560815.29,12044100.55
"2022-09-28 00:00:00",828134.78,19191980.75
"2022-09-29 00:00:00",546131.09,14258110.11
"2022-09-30 00:00:00",962420.39,13610572.75
"2022-10-01 00:00:00",568507.9,15795584.94
"2022-10-02 00:00:00",546736.92,9662798.48
"2022-10-03 00:00:00",433590.5,11310867.14
"2022-10-04 00:00:00",557965.64,10155005.92
"2022-10-05 10:02:08",,9280659.84
"2022-10-05 10:02:09",749700
