,DateTime,Average USD,Active market wallets,Number of sales,Sales USD,Primary Sales,Secondary sales,Primary sales USD,Secondary sales USD,Unique buyers,Unique sellers
549,2018-12-24 00:00:00,16.81,826,3959.0,66532.22,3134.0,825.0,23042.54,43489.67,546,421
550,2018-12-25 00:00:00,20.65,762,3118.0,64396.21,2444.0,674.0,20798.81,43597.4,520,357
551,2018-12-26 00:00:00,8.96,786,2911.0,26081.35,2188.0,723.0,9833.22,16248.13,497,414
552,2018-12-27 00:00:00,9.8,807,2832.0,27763.83,2256.0,576.0,11228.85,16534.98,551,400
553,2018-12-28 00:00:00,19.89,901,3185.0,63361.64,2398.0,787.0,44149.36,19212.28,562,473
554,2018-12-29 00:00:00,8.14,794,3060.0,24917.68,2272.0,788.0,9522.84,15394.84,492,441
555,2018-12-30 00:00:00,17.83,732,3033.0,54069.48,2469.0,564.0,32613.44,21456.04,499,353
556,2018-12-31 00:00:00,18.26,782,3362.0,61376.56,2722.0,640.0,32569.03,28807.53,503,385
557,2019-01-01 00:00:00,8.37,757,2428.0,20331.77,1805.0,623.0,8670.71,11661.06,442,419
558,2019-01-02 00:00:00,11.05,779,2629.0,29062.92,1979.0,650.0,12695.91,16367.01,526,373
559,2019-01-03 00:00:00,16.78,878,2675.0,44896.41,2038.0,637.0,11661.66,33234.75,585,419
560,2019-01-04 00:00:00,19.06,899,2722.0,51870.71,2093.0,629.0,32128.09,19742.63,579,441
561,2019-01-05 00:00:00,11.11,793,2772.0,30808.49,2175.0,597.0,10599.1,20209.39,533,377
562,2019-01-06 00:00:00,270.01,818,2715.0,733070.32,2061.0,654.0,712861.59,20208.73,515,432
563,2019-01-07 00:00:00,11.78,752,3151.0,37130.89,2236.0,915.0,9870.21,27260.68,497,356
564,2019-01-08 00:00:00,23.6,815,2333.0,55068.63,1685.0,648.0,26335.46,28733.17,520,411
565,2019-01-09 00:00:00,17.68,811,2382.0,42106.58,1758.0,624.0,19001.69,23104.88,513,415
566,2019-01-10 00:00:00,12.43,885,3445.0,42838.12,2037.0,1408.0,16887.47,25950.64,551,464
567,2019-01-11 00:00:00,7.15,1201,8385.0,59914.21,6768.0,1617.0,42920.46,16993.74,823,559
568,2019-01-12 00:00:00,12.12,982,5806.0,70386.39,4765.0,1041.0,37618.25,32768.14,677,463
569,2019-01-13 00:00:00,15.88,995,5425.0,86139.99,4254.0,1171.0,59304.42,26835.58,679,474
570,2019-01-14 00:00:00,23.23,921,4553.0,105746.97,3516.0,1037.0,43718.83,62028.14,618,432
571,2019-01-15 00:00:00,8.02,936,4159.0,33374.35,3262.0,897.0,9117.25,24257.09,638,439
572,2019-01-16 00:00:00,15.44,940,4392.0,67807.62,3539.0,853.0,54418.75,13388.88,646,433
573,2019-01-17 00:00:00,12.18,958,3709.0,45167.89,2714.0,995.0,10476.89,34691.0,647,467
574,2019-01-18 00:00:00,12.52,907,4561.0,57108.12,3624.0,937.0,20663.56,36444.55,613,432
575,2019-01-19 00:00:00,9.5,967,4197.0,39880.33,3078.0,1119.0,13749.53,26130.8,613,502
576,2019-01-20 00:00:00,13.65,947,4663.0,63637.09,3153.0,1510.0,13574.72,50062.37,602,508
577,2019-01-21 00:00:00,7.9,945,4298.0,33940.08,3181.0,1117.0,15834.87,18105.21,635,454
578,2019-01-22 00:00:00,10.26,841,2423.0,24850.18,1658.0,765.0,9583.76,15266.42,538,426
579,2019-01-23 00:00:00,9.14,981,3016.0,27579.0,2039.0,977.0,13062.25,14516.74,597,510
580,2019-01-24 00:00:00,7.33,923,3806.0,27879.33,2937.0,869.0,12628.43,15250.9,582,477
581,2019-01-25 00:00:00,13.87,994,3241.0,44968.32,2251.0,990.0,20477.66,24490.66,606,531
582,2019-01-26 00:00:00,5.16,1053,7130.0,36764.37,5651.0,1479.0,20697.07,16067.3,646,579
583,2019-01-27 00:00:00,8.86,1041,6767.0,59945.2,5696.0,1071.0,20439.9,39505.3,692,532
584,2019-01-28 00:00:00,12.83,1234,4817.0,61779.56,3797.0,1020.0,38977.0,22802.56,785,621
585,2019-01-29 00:00:00,7.84,1035,3231.0,25326.29,2304.0,927.0,7959.89,17366.4,647,564
586,2019-01-30 00:00:00,267.53,989,3326.0,889807.27,2331.0,995.0,869010.47,20796.79,610,518
587,2019-01-31 00:00:00,9.57,858,2981.0,28515.89,2222.0,759.0,13234.92,15280.97,549,436
588,2019-02-01 00:00:00,8.25,1049,3765.0,31063.84,2702.0,1063.0,10443.09,20620.75,638,588
589,2019-02-02 00:00:00,9.05,948,4115.0,37252.79,3217.0,898.0,14812.75,22440.05,577,498
590,2019-02-03 00:00:00,8.61,1042,4718.0,40623.33,3681.0,1037.0,17115.18,23508.16,646,543
591,2019-02-04 00:00:00,9.48,1002,3211.0,30452.99,2294.0,917.0,10853.12,19599.87,604,558
592,2019-02-05 00:00:00,18.62,987,3009.0,56023.89,2205.0,804.0,19996.96,36026.94,611,540
593,2019-02-06 00:00:00,21.43,942,2430.0,52084.96,1716.0,714.0,26181.56,25903.4,594,491
594,2019-02-07 00:00:00,12.72,1019,2752.0,35014.9,2079.0,673.0,20715.57,14299.34,605,560
595,2019-02-08 00:00:00,8.91,920,3146.0,28042.47,2476.0,670.0,8917.09,19125.38,542,488
596,2019-02-09 00:00:00,4.52,1099,5790.0,26149.09,4597.0,1193.0,14170.91,11978.19,614,645
597,2019-02-10 00:00:00,9.39,1027,5726.0,53750.82,4552.0,1174.0,31781.77,21969.05,613,566
598,2019-02-11 00:00:00,9.68,859,4550.0,44026.66,3298.0,1252.0,25732.97,18293.69,585,421
599,2019-02-12 00:00:00,7.34,932,3800.0,27897.65,2709.0,1091.0,9863.56,18034.09,601,477
600,2019-02-13 00:00:00,7.09,968,3745.0,26555.59,2574.0,1171.0,9274.23,17281.36,607,516
601,2019-02-14 00:00:00,6.83,1013,4568.0,31208.85,3512.0,1056.0,10820.79,20388.06,664,511
602,2019-02-15 00:00:00,9.61,1020,3652.0,35094.15,2664.0,988.0,16330.46,18763.69,620,550
603,2019-02-16 00:00:00,4.63,1171,6375.0,29527.71,5162.0,1213.0,12792.95,16734.76,792,548
604,2019-02-17 00:00:00,11.76,1098,5026.0,59094.31,3781.0,1245.0,26794.76,32299.56,690,577
605,2019-02-18 00:00:00,8.73,1043,4467.0,38990.82,3378.0,1089.0,14712.46,24278.36,653,547
606,2019-02-19 00:00:00,21.37,921,2768.0,59144.19,1744.0,1024.0,20869.53,38274.66,580,480
607,2019-02-20 00:00:00,14.89,1042,3690.0,54947.76,1914.0,1776.0,30511.62,24436.14,559,622
608,2019-02-21 00:00:00,16.19,966,3523.0,57028.22,2235.0,1288.0,28663.5,28364.72,586,527
609,2019-02-22 00:00:00,9.79,851,4255.0,41658.38,3069.0,1186.0,24625.49,17032.9,547,439
610,2019-02-23 00:00:00,7.34,973,4854.0,35640.29,3655.0,1199.0,15003.82,20636.48,569,553
611,2019-02-24 00:00:00,9.03,839,3878.0,35013.44,3140.0,738.0,12288.66,22724.78,525,423
612,2019-02-25 00:00:00,9.45,710,4134.0,39081.85,3306.0,828.0,20443.69,18638.16,460,338
613,2019-02-26 00:00:00,13.28,864,4557.0,60519.48,3710.0,847.0,19859.22,40660.26,582,415
614,2019-02-27 00:00:00,19.49,921,2837.0,55291.77,1975.0,862.0,21897.85,33393.92,604,441
615,2019-02-28 00:00:00,15.07,813,2382.0,35892.48,1518.0,864.0,6719.68,29172.8,528,395
616,2019-03-01 00:00:00,16.86,1082,3696.0,62332.87,2647.0,1049.0,19970.88,42361.98,671,583
617,2019-03-02 00:00:00,17.33,1205,5466.0,94733.76,4159.0,1307.0,54400.95,40332.81,737,672
618,2019-03-03 00:00:00,8.6,1122,6910.0,59448.99,5647.0,1263.0,32979.7,26469.28,645,657
619,2019-03-04 00:00:00,16.84,1091,5284.0,89006.8,4297.0,987.0,29952.36,59054.44,677,583
620,2019-03-05 00:00:00,20.09,1135,4795.0,96332.14,3759.0,1036.0,46463.0,49869.14,704,613
621,2019-03-06 00:00:00,14.19,1117,5035.0,71424.63,3952.0,1083.0,30075.0,41349.64,670,642
622,2019-03-07 00:00:00,10.63,1103,5637.0,59912.32,4671.0,966.0,30876.49,29035.83,673,606
623,2019-03-08 00:00:00,11.74,1173,6552.0,76918.75,5282.0,1270.0,35452.78,41465.97,713,647
624,2019-03-09 00:00:00,11.37,1107,6188.0,70387.45,5000.0,1188.0,27690.61,42696.84,679,622
625,2019-03-10 00:00:00,16.18,1109,5006.0,81015.06,3902.0,1104.0,39402.74,41612.32,654,638
626,2019-03-11 00:00:00,12.71,1060,4040.0,51353.98,2928.0,1112.0,23417.6,27936.37,630,599
627,2019-03-12 00:00:00,24.27,1159,4481.0,108759.27,3381.0,1100.0,42986.24,65773.04,702,649
628,2019-03-13 00:00:00,15.59,1062,3955.0,61661.54,2851.0,1104.0,25723.38,35938.16,638,613
629,2019-03-14 00:00:00,18.76,1044,3885.0,72893.83,2852.0,1033.0,19781.86,53111.97,643,551
630,2019-03-15 00:00:00,15.37,1074,4568.0,70191.24,3286.0,1282.0,27430.31,42760.93,615,618
631,2019-03-16 00:00:00,8.48,1119,7369.0,62517.57,5991.0,1378.0,26790.23,35727.33,678,643
632,2019-03-17 00:00:00,12.75,1103,6586.0,84001.88,5462.0,1124.0,27201.27,56800.6,675,610
633,2019-03-18 00:00:00,12.46,1033,4325.0,53873.09,3322.0,1003.0,18228.82,35644.27,655,537
634,2019-03-19 00:00:00,12.83,1076,4530.0,58110.25,3493.0,1037.0,22864.48,35245.76,675,562
635,2019-03-20 00:00:00,13.44,1123,4687.0,62992.39,3546.0,1141.0,19426.81,43565.58,703,591
636,2019-03-21 00:00:00,11.57,1139,4423.0,51177.4,2944.0,1479.0,20757.41,30419.99,693,616
637,2019-03-22 00:00:00,11.07,1260,4840.0,53563.17,3395.0,1445.0,30052.95,23510.21,792,680
638,2019-03-23 00:00:00,13.07,1197,5952.0,77776.15,4786.0,1166.0,38758.24,39017.9,731,666
639,2019-03-24 00:00:00,14.61,1174,6189.0,90443.42,4941.0,1248.0,34480.97,55962.45,708,665
640,2019-03-25 00:00:00,12.27,1278,5165.0,63359.12,3853.0,1312.0,19504.83,43854.29,752,735
641,2019-03-26 00:00:00,16.88,1264,4813.0,81223.64,3372.0,1441.0,38969.75,42253.9,721,744
642,2019-03-27 00:00:00,11.58,1224,4420.0,51165.78,3113.0,1307.0,16907.24,34258.54,737,678
643,2019-03-28 00:00:00,27.8,1281,4015.0,111607.84,2718.0,1297.0,73097.83,38510.02,777,688
644,2019-03-29 00:00:00,4.23,1427,26599.0,112520.04,25359.0,1240.0,71741.43,40778.6,1023,608
645,2019-03-30 00:00:00,7.43,1374,9419.0,70011.93,7700.0,1719.0,23703.76,46308.17,922,671
646,2019-03-31 00:00:00,7.16,1277,10738.0,76875.4,8934.0,1804.0,36899.62,39975.79,824,669
647,2019-04-01 00:00:00,12.28,1275,7983.0,98056.82,6705.0,1278.0,33760.97,64295.85,834,620
648,2019-04-02 00:00:00,22.15,1247,5371.0,118966.32,4073.0,1298.0,71983.43,46982.9,812,628
649,2019-04-03 00:00:00,16.45,928,4234.0,69667.64,3281.0,953.0,22268.97,47398.67,616,458
650,2019-04-04 00:00:00,24.27,1091,3785.0,91845.66,2747.0,1038.0,44199.44,47646.22,713,539
651,2019-04-05 00:00:00,20.77,1117,3638.0,75579.25,2702.0,936.0,31624.98,43954.27,718,560
652,2019-04-06 00:00:00,13.23,1013,4254.0,56276.19,3235.0,1019.0,15572.82,40703.38,645,524
653,2019-04-07 00:00:00,16.14,1097,4152.0,67011.37,3287.0,865.0,44237.31,22774.07,720,524
654,2019-04-08 00:00:00,22.86,1092,3315.0,75794.89,2452.0,863.0,32495.55,43299.34,702,533
655,2019-04-09 00:00:00,19.28,1075,3432.0,66185.77,2573.0,859.0,17902.38,48283.39,690,529
656,2019-04-10 00:00:00,15.39,1005,3527.0,54286.03,2754.0,773.0,16696.44,37589.59,648,502
657,2019-04-11 00:00:00,20.46,1031,3063.0,62661.02,2357.0,706.0,20628.44,42032.59,664,497
658,2019-04-12 00:00:00,20.33,1118,3685.0,74926.41,2921.0,764.0,39894.51,35031.9,715,540
659,2019-04-13 00:00:00,9.5,1092,6534.0,62086.15,5399.0,1135.0,20915.98,41170.17,668,579
660,2019-04-14 00:00:00,6.55,1029,7224.0,47297.39,6216.0,1008.0,16936.6,30360.78,671,505
661,2019-04-15 00:00:00,26.37,936,3727.0,98294.12,2985.0,742.0,39669.17,58624.96,597,477
662,2019-04-16 00:00:00,15.55,992,3892.0,60530.04,3072.0,820.0,28864.34,31665.7,624,516
663,2019-04-17 00:00:00,9.6,1068,4298.0,41273.15,3311.0,987.0,17656.08,23617.07,680,557
664,2019-04-18 00:00:00,10.61,1073,4414.0,46816.64,3540.0,874.0,16501.58,30315.05,668,558
665,2019-04-19 00:00:00,10.47,1052,5011.0,52455.78,4133.0,878.0,14392.87,38062.91,688,531
666,2019-04-20 00:00:00,9.95,1004,4603.0,45813.69,3610.0,993.0,18112.71,27700.98,625,531
667,2019-04-21 00:00:00,13.14,1043,4545.0,59720.0,3730.0,815.0,17695.75,42024.25,638,548
668,2019-04-22 00:00:00,10.78,952,3941.0,42484.39,3160.0,781.0,16720.82,25763.57,598,508
669,2019-04-23 00:00:00,13.13,969,3769.0,49494.78,2904.0,865.0,15256.95,34237.83,618,483
670,2019-04-24 00:00:00,26.73,1059,3797.0,101512.37,2791.0,1006.0,55529.82,45982.55,670,532
671,2019-04-25 00:00:00,12.62,1007,3592.0,45335.86,2695.0,897.0,11807.04,33528.82,643,506
672,2019-04-26 00:00:00,15.8,932,3200.0,50564.15,2422.0,778.0,11589.23,38974.93,600,430
673,2019-04-27 00:00:00,16.8,995,4580.0,76930.08,3456.0,1124.0,53188.11,23741.97,613,542
674,2019-04-28 00:00:00,10.38,1056,4525.0,46977.28,3509.0,1016.0,16888.79,30088.49,628,584
675,2019-04-29 00:00:00,10.63,940,3785.0,40232.48,2866.0,919.0,11194.44,29038.04,576,506
676,2019-04-30 00:00:00,54.64,1044,3770.0,205974.99,2828.0,942.0,189032.16,16942.83,634,533
677,2019-05-01 00:00:00,8.58,1150,5175.0,44407.39,4035.0,1140.0,18978.58,25428.81,686,596
678,2019-05-02 00:00:00,14.43,1064,4812.0,69418.69,3754.0,1058.0,17856.8,51561.89,645,566
679,2019-05-03 00:00:00,12.09,997,4133.0,49957.25,3274.0,859.0,21258.34,28698.91,603,540
680,2019-05-04 00:00:00,9.05,1097,4891.0,44270.24,3774.0,1117.0,18686.16,25584.08,677,579
681,2019-05-05 00:00:00,12.75,1144,4412.0,56233.13,3463.0,949.0,16316.14,39916.99,651,632
682,2019-05-06 00:00:00,10.7,1044,3635.0,38879.0,2705.0,930.0,15533.67,23345.33,628,557
683,2019-05-07 00:00:00,16.69,941,2283.0,38103.22,1433.0,850.0,10916.01,27187.21,608,465
684,2019-05-08 00:00:00,13.17,1132,4095.0,53913.25,3294.0,801.0,29831.27,24081.98,766,541
685,2019-05-09 00:00:00,10.22,1170,4124.0,42160.63,3121.0,1003.0,17665.48,24495.14,814,561
686,2019-05-10 00:00:00,16.44,1204,5430.0,89259.49,4251.0,1179.0,51457.76,37801.73,845,572
687,2019-05-11 00:00:00,6.84,1179,7299.0,49950.8,6191.0,1108.0,19277.7,30673.1,775,613
688,2019-05-12 00:00:00,11.58,1075,5464.0,63253.73,4492.0,972.0,26419.72,36834.01,715,557
689,2019-05-13 00:00:00,15.61,1087,4657.0,72712.7,3772.0,885.0,30853.4,41859.3,745,567
690,2019-05-14 00:00:00,10.36,1152,3875.0,40126.59,2920.0,955.0,12136.71,27989.88,745,583
691,2019-05-15 00:00:00,29.22,980,2412.0,70477.62,1632.0,780.0,10878.92,59598.71,668,444
692,2019-05-16 00:00:00,21.92,844,2196.0,48139.21,1233.0,963.0,11296.87,36842.34,600,397
693,2019-05-17 00:00:00,38.18,858,2395.0,91441.01,1585.0,810.0,13368.15,78072.85,584,395
694,2019-05-18 00:00:00,19.57,988,2585.0,50592.81,1679.0,906.0,9938.0,40654.8,627,493
695,2019-05-19 00:00:00,14.26,1104,3198.0,45598.53,2223.0,975.0,12924.28,32674.25,750,579
696,2019-05-20 00:00:00,21.02,1030,3025.0,63580.29,2196.0,829.0,11427.69,52152.6,657,508
697,2019-05-21 00:00:00,27.35,1104,2931.0,80170.47,2031.0,900.0,44526.42,35644.05,759,537
698,2019-05-22 00:00:00,20.83,1052,2976.0,61979.18,1806.0,1170.0,17900.04,44079.14,724,523
699,2019-05-23 00:00:00,21.97,1061,2661.0,58452.79,1594.0,1067.0,15645.75,42807.04,715,538
700,2019-05-24 00:00:00,38.49,1152,3517.0,135380.66,2306.0,1211.0,24085.73,111294.93,721,626
701,2019-05-25 00:00:00,16.66,1146,4776.0,79548.29,3621.0,1155.0,32724.68,46823.61,754,600
702,2019-05-26 00:00:00,14.97,1306,4756.0,71205.75,3621.0,1135.0,34459.6,36746.16,698,809
703,2019-05-27 00:00:00,41.68,1455,4469.0,186264.71,3051.0,1418.0,138210.55,48054.16,711,966
704,2019-05-28 00:00:00,19.04,1095,5193.0,98861.3,4127.0,1066.0,50029.46,48831.83,722,565
705,2019-05-29 00:00:00,14.64,1075,4716.0,69019.11,3682.0,1034.0,24487.9,44531.21,707,563
706,2019-05-30 00:00:00,11.3,1231,5809.0,65627.51,4282.0,1527.0,26943.34,38684.17,731,692
707,2019-05-31 00:00:00,18.54,1124,4632.0,85871.58,3422.0,1210.0,35915.81,49955.77,666,608
708,2019-06-01 00:00:00,16.76,1024,2897.0,48543.77,2031.0,866.0,19850.32,28693.45,576,592
709,2019-06-02 00:00:00,22.69,1123,2980.0,67606.45,2087.0,893.0,26729.46,40876.98,650,645
710,2019-06-03 00:00:00,38.67,1230,2928.0,113222.84,2034.0,894.0,59574.69,53648.15,713,693
711,2019-06-04 00:00:00,17.51,987,2469.0,43231.31,1680.0,789.0,14535.67,28695.64,654,508
712,2019-06-05 00:00:00,17.67,1085,3204.0,56618.38,1974.0,1230.0,14706.09,41912.29,743,548
713,2019-06-06 00:00:00,21.84,903,2701.0,59000.86,1516.0,1185.0,20892.67,38108.2,602,431
714,2019-06-07 00:00:00,25.32,1241,3759.0,95194.48,2383.0,1376.0,58548.39,36646.09,755,664
715,2019-06-08 00:00:00,12.3,879,3104.0,38172.44,2217.0,887.0,14309.63,23862.81,577,460
716,2019-06-09 00:00:00,10.15,1197,4772.0,48414.8,3475.0,1297.0,21252.93,27161.88,652,728
717,2019-06-10 00:00:00,15.86,955,3021.0,47927.08,1901.0,1120.0,21271.14,26655.95,594,538
718,2019-06-11 00:00:00,12.36,1070,3572.0,44166.6,2329.0,1243.0,18059.74,26106.86,694,564
719,2019-06-12 00:00:00,17.97,1126,3811.0,68474.39,2051.0,1760.0,37458.21,31016.18,749,565
720,2019-06-13 00:00:00,19.52,1277,4263.0,83224.0,2270.0,1993.0,49055.94,34168.06,815,701
721,2019-06-14 00:00:00,19.34,1074,3360.0,64981.93,2310.0,1050.0,38022.25,26959.69,687,575
722,2019-06-15 00:00:00,17.41,1021,3369.0,58655.94,2379.0,990.0,25263.68,33392.26,626,588
723,2019-06-16 00:00:00,18.27,1052,4063.0,74226.0,2856.0,1207.0,31301.24,42924.76,657,588
724,2019-06-17 00:00:00,16.71,881,3024.0,50532.23,1968.0,1056.0,10438.37,40093.85,592,462
725,2019-06-18 00:00:00,44.84,1059,3022.0,135495.01,1817.0,1205.0,81446.59,54048.42,674,584
726,2019-06-19 00:00:00,38.93,1066,2976.0,115857.62,1839.0,1137.0,84432.5,31425.12,714,562
727,2019-06-20 00:00:00,33.73,881,2231.0,75258.18,1470.0,761.0,41830.12,33428.06,564,447
728,2019-06-21 00:00:00,54.38,1117,3292.0,179034.18,2168.0,1124.0,143045.4,35988.78,708,623
729,2019-06-22 00:00:00,31.19,1025,3874.0,120832.73,2603.0,1271.0,71216.13,49616.6,633,592
730,2019-06-23 00:00:00,14.8,995,3741.0,55356.96,2469.0,1272.0,12328.78,43028.18,648,551
731,2019-06-24 00:00:00,33.11,1061,3776.0,125038.71,2678.0,1098.0,44894.1,80144.61,630,613
732,2019-06-25 00:00:00,16.62,813,2806.0,46648.41,1983.0,823.0,17237.82,29410.59,520,389
733,2019-06-26 00:00:00,27.38,833,2771.0,75866.35,1817.0,954.0,23416.18,52450.17,554,430
734,2019-06-27 00:00:00,24.56,773,1793.0,44038.28,924.0,869.0,11084.82,32953.46,483,397
735,2019-06-28 00:00:00,25.39,675,1812.0,46002.7,1170.0,642.0,18321.24,27681.46,403,336
736,2019-06-29 00:00:00,24.8,772,2855.0,70814.84,1960.0,895.0,37413.78,33401.06,450,389
737,2019-06-30 00:00:00,19.88,712,2062.0,40985.72,1305.0,757.0,12841.45,28144.28,411,372
738,2019-07-01 00:00:00,16.75,655,1497.0,25070.45,931.0,566.0,6919.23,18151.22,388,346
739,2019-07-02 00:00:00,20.26,626,1508.0,30552.01,936.0,572.0,7387.73,23164.28,392,329
740,2019-07-03 00:00:00,20.7,716,1794.0,37133.09,1007.0,787.0,13795.66,23337.43,454,362
741,2019-07-04 00:00:00,23.55,893,2528.0,59532.98,1746.0,782.0,27151.48,32381.5,511,476
742,2019-07-05 00:00:00,24.18,786,2163.0,52290.93,1520.0,643.0,14585.44,37705.48,480,417
743,2019-07-06 00:00:00,9.66,877,3048.0,29444.82,2186.0,862.0,10892.57,18552.25,512,476
744,2019-07-07 00:00:00,18.53,876,2878.0,53321.68,2060.0,818.0,26321.24,27000.44,526,462
745,2019-07-08 00:00:00,20.61,790,2606.0,53712.4,1662.0,944.0,13763.23,39949.17,493,383
746,2019-07-09 00:00:00,22.56,937,2956.0,66692.64,1618.0,1338.0,19567.59,47125.05,568,486
747,2019-07-10 00:00:00,33.64,975,2677.0,90059.19,1693.0,984.0,13899.49,76159.7,571,513
748,2019-07-11 00:00:00,31.23,772,1885.0,58871.72,1260.0,625.0,22256.16,36615.56,438,424
749,2019-07-12 00:00:00,15.11,931,2396.0,36199.17,1698.0,698.0,11763.35,24435.82,525,501
750,2019-07-13 00:00:00,15.39,899,2775.0,42706.38,2021.0,754.0,15988.81,26717.57,518,495
751,2019-07-14 00:00:00,20.16,822,2732.0,55088.27,1929.0,803.0,23926.23,31162.04,497,445
752,2019-07-15 00:00:00,28.49,834,2518.0,71734.82,1753.0,765.0,35164.31,36570.5,504,425
753,2019-07-16 00:00:00,42.6,490,1167.0,49713.11,740.0,427.0,9798.73,39914.39,309,230
754,2019-07-17 00:00:00,22.89,866,2753.0,63019.71,2033.0,720.0,14497.4,48522.31,520,450
755,2019-07-18 00:00:00,13.62,921,4314.0,58757.75,2915.0,1399.0,19691.88,39065.86,560,459
756,2019-07-19 00:00:00,9.32,870,2959.0,27570.39,2170.0,789.0,9664.62,17905.77,505,458
757,2019-07-20 00:00:00,7.63,891,4754.0,36276.63,3698.0,1056.0,12643.35,23633.28,532,470
758,2019-07-21 00:00:00,7.77,916,4761.0,37002.11,3984.0,777.0,14775.23,22226.88,506,519
759,2019-07-22 00:00:00,10.55,793,3422.0,36093.83,2777.0,645.0,12117.84,23975.99,496,405
760,2019-07-23 00:00:00,9.03,861,3683.0,33263.18,2986.0,697.0,13087.44,20175.75,549,441
761,2019-07-24 00:00:00,9.02,813,2838.0,25585.13,2097.0,741.0,7792.81,17792.32,499,422
762,2019-07-25 00:00:00,9.54,739,2545.0,24285.49,1951.0,594.0,9044.29,15241.21,457,378
763,2019-07-26 00:00:00,8.12,965,4065.0,32992.02,3361.0,704.0,11550.25,21441.77,561,511
764,2019-07-27 00:00:00,8.7,826,3992.0,34745.44,3370.0,622.0,16086.86,18658.58,505,411
765,2019-07-28 00:00:00,8.63,846,3957.0,34140.38,3354.0,603.0,10292.71,23847.67,519,423
766,2019-07-29 00:00:00,13.26,869,3972.0,52684.58,3209.0,763.0,10237.09,42447.49,538,422
767,2019-07-30 00:00:00,8.77,869,4204.0,36887.63,3520.0,684.0,14034.24,22853.39,551,414
768,2019-07-31 00:00:00,14.83,893,3620.0,53700.76,2835.0,785.0,9101.98,44598.79,578,437
769,2019-08-01 00:00:00,22.97,804,3094.0,71054.42,2343.0,751.0,15879.92,55174.49,495,405
770,2019-08-02 00:00:00,11.63,797,2835.0,32981.47,2066.0,769.0,11706.24,21275.23,515,390
771,2019-08-03 00:00:00,11.08,884,3429.0,38005.59,2658.0,771.0,22457.94,15547.65,507,475
772,2019-08-04 00:00:00,10.04,934,3758.0,37733.01,2555.0,1203.0,13273.99,24459.02,545,505
773,2019-08-05 00:00:00,9.71,897,3363.0,32641.59,2417.0,946.0,12282.44,20359.15,558,471
774,2019-08-06 00:00:00,16.92,811,2188.0,37026.18,1450.0,738.0,18914.2,18111.98,514,386
775,2019-08-07 00:00:00,13.21,953,2830.0,37390.73,1896.0,934.0,10986.13,26404.6,562,495
776,2019-08-08 00:00:00,14.42,906,2855.0,41158.41,2026.0,829.0,17407.7,23750.71,571,442
777,2019-08-09 00:00:00,14.96,891,2802.0,41931.04,2147.0,655.0,23566.5,18364.54,572,425
778,2019-08-10 00:00:00,10.22,790,2160.0,22064.71,1569.0,591.0,7483.31,14581.4,497,395
779,2019-08-11 00:00:00,10.02,862,2382.0,23864.54,1646.0,736.0,10665.7,13198.85,525,430
780,2019-08-12 00:00:00,44.56,915,2458.0,109535.54,1747.0,711.0,70979.58,38555.95,566,465
781,2019-08-13 00:00:00,16.47,936,2604.0,42876.55,1529.0,1075.0,9821.17,33055.37,585,458
782,2019-08-14 00:00:00,13.59,938,2701.0,36701.05,1979.0,722.0,14485.93,22215.12,591,459
783,2019-08-15 00:00:00,13.44,894,2593.0,34841.56,1944.0,649.0,12499.89,22341.67,541,452
784,2019-08-16 00:00:00,16.83,859,2669.0,44915.77,1866.0,803.0,6798.13,38117.65,523,428
785,2019-08-17 00:00:00,6.31,1011,3633.0,22931.24,2804.0,829.0,9885.0,13046.24,518,592
786,2019-08-18 00:00:00,5.81,912,3746.0,21775.95,2892.0,854.0,10045.33,11730.61,504,503
787,2019-08-19 00:00:00,13.69,746,2323.0,31809.73,1682.0,641.0,13782.45,18027.29,462,350
788,2019-08-20 00:00:00,9.0,831,2829.0,25461.85,2044.0,785.0,9274.02,16187.83,535,366
789,2019-08-21 00:00:00,10.46,807,2334.0,24407.25,1718.0,616.0,12548.96,11858.29,494,381
790,2019-08-22 00:00:00,16.28,886,2535.0,41265.58,1733.0,802.0,19704.4,21561.18,506,462
791,2019-08-23 00:00:00,13.23,968,3037.0,40193.69,2225.0,812.0,23532.8,16660.89,502,547
792,2019-08-24 00:00:00,11.2,970,3666.0,41044.64,2804.0,862.0,19632.04,21412.6,544,525
793,2019-08-25 00:00:00,12.46,835,2788.0,34729.81,2090.0,698.0,8858.32,25871.48,507,411
794,2019-08-26 00:00:00,24.88,822,2012.0,50053.41,1460.0,552.0,33739.83,16313.59,537,329
795,2019-08-27 00:00:00,8.22,820,2947.0,24230.83,2391.0,556.0,9812.02,14418.81,518,397
796,2019-08-28 00:00:00,20.83,870,3069.0,63940.51,2368.0,701.0,27527.42,36413.09,514,429
797,2019-08-29 00:00:00,15.27,897,3007.0,45919.17,2372.0,635.0,12950.21,32968.96,538,441
798,2019-08-30 00:00:00,13.03,790,2367.0,30847.58,1819.0,548.0,12720.95,18126.63,492,388
799,2019-08-31 00:00:00,10.46,971,4792.0,50123.62,3729.0,1063.0,22017.66,28105.96,548,545
800,2019-09-01 00:00:00,10.42,897,4598.0,47917.92,3748.0,850.0,22051.97,25865.96,527,478
801,2019-09-02 00:00:00,11.04,890,3986.0,43988.8,3381.0,605.0,15822.33,28166.46,523,463
