,Date,Average USD,Active market wallets,Number of sales,Sales USD,Primary Sales,Secondary sales,Primary sales USD,Secondary sales USD,Unique buyers,Unique sellers,ΔAverage USD,ΔActive market wallets,ΔNumber of sales,ΔSales USD,ΔPrimary Sales,ΔSecondary sales,ΔPrimary sales USD,ΔSecondary sales USD,ΔUnique buyers,ΔUnique sellers,ETH_Open,BTC_Open,Nasdaq_Open,USD_Open,Oil_Open,Gold_Open,SVI_NFT,SVI_metaverse,Year_Month,time_2017-06,time_2017-07,time_2017-08,time_2017-09,time_2017-10,time_2017-11,time_2017-12,time_2018-01,time_2018-02,time_2018-03,time_2018-04,time_2018-05,time_2018-06,time_2018-07,time_2018-08,time_2018-09,time_2018-10,time_2018-11,time_2018-12,time_2019-01,time_2019-02,time_2019-03,time_2019-04,time_2019-05,time_2019-06,time_2019-07,time_2019-08,time_2019-09,time_2019-10,time_2019-11,time_2019-12,time_2020-01,time_2020-02,time_2020-03,time_2020-04,time_2020-05,time_2020-06,time_2020-07,time_2020-08,time_2020-09,time_2020-10,time_2020-11,time_2020-12,time_2021-01,time_2021-02,time_2021-03,time_2021-04,time_2021-05,time_2021-06,time_2021-07,time_2021-08,time_2021-09,time_2021-10,time_2021-11,time_2021-12,time_2022-01,time_2022-02,time_2022-03,time_2022-04,time_2022-05,time_2022-06,time_2022-07,time_2022-08,time_2022-09,time_2022-10,time_2022-11,SVI_OpenSea Shared Storefront,avg_price,LOG_avg_price
594,2019-02-07,12.72,1019.0,2752.0,35014.9,2079.0,673.0,20715.57,14299.34,605.0,560.0,-3.81,-99.0,394.0,-6972.43,397.0,-3.0,-11798.48,4826.04,-63.0,-72.0,1783.58,57379.3,12943.14,91.74,61.55,1747.5,,232.0,2019-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
595,2019-02-08,8.91,920.0,3146.0,28042.47,2476.0,670.0,8917.09,19125.38,542.0,488.0,-4.39,179.0,2644.0,-1893.38,2121.0,523.0,5253.82,-7147.19,72.0,157.0,1804.6,58097.4,,,,,,131.0,2019-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
596,2019-02-09,4.52,1099.0,5790.0,26149.09,4597.0,1193.0,14170.91,11978.19,614.0,645.0,4.87,-72.0,-64.0,27601.73,-45.0,-19.0,17610.86,9990.86,-1.0,-79.0,1809.09,58084.1,,,,,,279.0,2019-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
597,2019-02-10,9.39,1027.0,5726.0,53750.82,4552.0,1174.0,31781.77,21969.05,613.0,566.0,0.29,-168.0,-1176.0,-9724.16,-1254.0,78.0,-6048.8,-3675.36,-28.0,-145.0,1775.87,57645.0,12792.67,91.83,59.56,1736.3,53.0,125.0,2019-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
598,2019-02-11,9.68,859.0,4550.0,44026.66,3298.0,1252.0,25732.97,18293.69,585.0,421.0,-2.34,73.0,-750.0,-16129.01,-589.0,-161.0,-15869.41,-259.6,16.0,56.0,1823.72,58911.8,13006.29,91.4,64.42,1745.9,1050.0,151.0,2019-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
599,2019-02-12,7.34,932.0,3800.0,27897.65,2709.0,1091.0,9863.56,18034.09,601.0,477.0,-0.25,36.0,-55.0,-1342.06,-135.0,80.0,-589.33,-752.73,6.0,39.0,1804.56,56892.9,13024.83,91.86,64.75,1730.0,1047.0,391.0,2019-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
600,2019-02-13,7.09,968.0,3745.0,26555.59,2574.0,1171.0,9274.23,17281.36,607.0,516.0,-0.26,45.0,823.0,4653.26,938.0,-115.0,1546.56,3106.7,57.0,-5.0,1792.08,55619.5,13156.65,91.83,65.33,1730.7,1101.0,240.0,2019-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
601,2019-02-14,6.83,1013.0,4568.0,31208.85,3512.0,1056.0,10820.79,20388.06,664.0,511.0,2.78,7.0,-916.0,3885.3,-848.0,-68.0,5509.67,-1624.37,-44.0,39.0,1848.18,59117.4,12936.13,91.68,65.56,1726.5,986.0,120.0,2019-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
602,2019-02-15,9.61,1020.0,3652.0,35094.15,2664.0,988.0,16330.46,18763.69,620.0,550.0,-4.98,151.0,2723.0,-5566.44,2498.0,225.0,-3537.51,-2028.93,172.0,-2.0,1921.29,61192.7,,,,,1133.0,228.0,2019-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
603,2019-02-16,4.63,1171.0,6375.0,29527.71,5162.0,1213.0,12792.95,16734.76,792.0,548.0,7.13,-73.0,-1349.0,29566.6,-1381.0,32.0,14001.81,15564.8,-102.0,29.0,1767.05,57267.4,,,,,1372.0,355.0,2019-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
604,2019-02-17,11.76,1098.0,5026.0,59094.31,3781.0,1245.0,26794.76,32299.56,690.0,577.0,-3.03,-55.0,-559.0,-20103.49,-403.0,-156.0,-12082.3,-8021.2,-37.0,-30.0,1827.44,57806.2,12873.39,91.43,65.96,1720.5,1557.0,249.0,2019-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
605,2019-02-18,8.73,1043.0,4467.0,38990.82,3378.0,1089.0,14712.46,24278.36,653.0,547.0,12.64,-122.0,-1699.0,20153.37,-1634.0,-65.0,6157.07,13996.3,-73.0,-67.0,1794.28,55851.2,12960.53,91.79,64.7,1725.0,1146.0,155.0,2019-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
606,2019-02-19,21.37,921.0,2768.0,59144.19,1744.0,1024.0,20869.53,38274.66,580.0,480.0,-6.48,121.0,922.0,-4196.43,170.0,752.0,9642.09,-13838.52,-21.0,142.0,1869.32,54882.7,12950.25,92.05,63.84,1714.5,820.0,160.0,2019-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
607,2019-02-20,14.89,1042.0,3690.0,54947.76,1914.0,1776.0,30511.62,24436.14,559.0,622.0,1.3,-76.0,-167.0,2080.46,321.0,-488.0,-1848.12,3928.58,27.0,-95.0,1831.57,52352.4,12635.45,92.46,64.73,1679.3,901.0,230.0,2019-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
608,2019-02-21,16.19,966.0,3523.0,57028.22,2235.0,1288.0,28663.5,28364.72,586.0,527.0,-6.4,-115.0,732.0,-15369.84,834.0,-102.0,-4038.01,-11331.82,-39.0,-88.0,1727.17,50988.9,12629.56,91.94,66.68,1701.6,733.0,75.0,2019-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
609,2019-02-22,9.79,851.0,4255.0,41658.38,3069.0,1186.0,24625.49,17032.9,547.0,439.0,-2.45,122.0,599.0,-6018.09,586.0,13.0,-9621.67,3603.58,22.0,114.0,1650.94,48899.0,,,,,775.0,269.0,2019-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
610,2019-02-23,7.34,973.0,4854.0,35640.29,3655.0,1199.0,15003.82,20636.48,569.0,553.0,1.69,-134.0,-976.0,-626.85,-515.0,-461.0,-2715.16,2088.3,-44.0,-130.0,1530.24,48798.7,,,,,727.0,169.0,2019-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
611,2019-02-24,9.03,839.0,3878.0,35013.44,3140.0,738.0,12288.66,22724.78,525.0,423.0,0.42,-129.0,256.0,4068.41,166.0,90.0,8155.03,-4086.62,-65.0,-85.0,1539.73,48363.6,12594.16,91.66,64.16,1695.3,826.0,265.0,2019-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
612,2019-02-25,9.45,710.0,4134.0,39081.85,3306.0,828.0,20443.69,18638.16,460.0,338.0,3.83,154.0,423.0,21437.63,404.0,19.0,-584.47,22022.1,122.0,77.0,1567.84,50388.0,12655.92,91.01,61.08,1708.4,1301.0,273.0,2019-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
613,2019-02-26,13.28,864.0,4557.0,60519.48,3710.0,847.0,19859.22,40660.26,582.0,415.0,6.21,57.0,-1720.0,-5227.71,-1735.0,15.0,2038.63,-7266.34,22.0,26.0,1488.8,48422.2,13020.1,90.79,59.55,1736.5,1085.0,205.0,2019-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
614,2019-02-27,19.49,921.0,2837.0,55291.77,1975.0,862.0,21897.85,33393.92,604.0,441.0,-4.42,-108.0,-455.0,-19399.29,-457.0,2.0,-15178.17,-4221.12,-76.0,-46.0,1570.0,49595.6,13297.76,91.03,60.23,1722.8,957.0,238.0,2019-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
615,2019-02-28,15.07,813.0,2382.0,35892.48,1518.0,864.0,6719.68,29172.8,528.0,395.0,1.79,269.0,1314.0,26440.39,1129.0,185.0,13251.2,13189.18,143.0,188.0,1418.91,45160.5,13106.02,90.93,61.95,1732.8,777.0,349.0,2019-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
616,2019-03-01,16.86,1082.0,3696.0,62332.87,2647.0,1049.0,19970.88,42361.98,671.0,583.0,0.47,123.0,1770.0,32400.89,1512.0,258.0,34430.07,-2029.17,66.0,89.0,1458.84,46136.0,,,,,772.0,165.0,2019-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
617,2019-03-02,17.33,1205.0,5466.0,94733.76,4159.0,1307.0,54400.95,40332.81,737.0,672.0,-8.73,-83.0,1444.0,-35284.77,1488.0,-44.0,-21421.25,-13863.53,-92.0,-15.0,1445.69,46333.1,,,,,577.0,191.0,2019-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
618,2019-03-03,8.6,1122.0,6910.0,59448.99,5647.0,1263.0,32979.7,26469.28,645.0,657.0,8.24,-31.0,-1626.0,29557.81,-1350.0,-276.0,-3027.34,32585.16,32.0,-74.0,1476.77,46928.5,12958.97,90.36,63.46,1770.9,635.0,484.0,2019-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
619,2019-03-04,16.84,1091.0,5284.0,89006.8,4297.0,987.0,29952.36,59054.44,677.0,583.0,3.25,44.0,-489.0,7325.34,-538.0,49.0,16510.64,-9185.3,27.0,30.0,1623.76,49695.9,13197.75,90.07,63.39,1804.9,1298.0,103.0,2019-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
620,2019-03-05,20.09,1135.0,4795.0,96332.14,3759.0,1036.0,46463.0,49869.14,704.0,613.0,-5.9,-18.0,240.0,-24907.51,193.0,47.0,-16388.0,-8519.5,-34.0,29.0,1578.27,48911.1,13095.86,90.1,61.29,1805.0,1378.0,83.0,2019-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
621,2019-03-06,14.19,1117.0,5035.0,71424.63,3952.0,1083.0,30075.0,41349.64,670.0,642.0,-3.56,-14.0,602.0,-11512.31,719.0,-117.0,801.49,-12313.81,3.0,-36.0,1777.25,54114.1,12982.36,90.02,62.16,1809.3,1057.0,107.0,2019-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
622,2019-03-07,10.63,1103.0,5637.0,59912.32,4671.0,966.0,30876.49,29035.83,673.0,606.0,1.11,70.0,915.0,17006.43,611.0,304.0,4576.29,12430.14,40.0,41.0,1933.52,57437.6,13414.04,90.32,58.88,1782.0,1129.0,342.0,2019-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
623,2019-03-08,11.74,1173.0,6552.0,76918.75,5282.0,1270.0,35452.78,41465.97,713.0,647.0,-0.37,-66.0,-364.0,-6531.3,-282.0,-82.0,-7762.17,1230.87,-34.0,-25.0,1912.97,55907.6,,,,,1003.0,291.0,2019-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
