,Date,Average USD,Active market wallets,Number of sales,Sales USD,Primary Sales,Secondary sales,Primary sales USD,Secondary sales USD,Unique buyers,Unique sellers,ΔAverage USD,ΔActive market wallets,ΔNumber of sales,ΔSales USD,ΔPrimary Sales,ΔSecondary sales,ΔPrimary sales USD,ΔSecondary sales USD,ΔUnique buyers,ΔUnique sellers,ETH_Open,BTC_Open,Nasdaq_Open,USD_Open,Oil_Open,Gold_Open,SVI_NFT,SVI_metaverse,Year_Month,time_2017-06,time_2017-07,time_2017-08,time_2017-09,time_2017-10,time_2017-11,time_2017-12,time_2018-01,time_2018-02,time_2018-03,time_2018-04,time_2018-05,time_2018-06,time_2018-07,time_2018-08,time_2018-09,time_2018-10,time_2018-11,time_2018-12,time_2019-01,time_2019-02,time_2019-03,time_2019-04,time_2019-05,time_2019-06,time_2019-07,time_2019-08,time_2019-09,time_2019-10,time_2019-11,time_2019-12,time_2020-01,time_2020-02,time_2020-03,time_2020-04,time_2020-05,time_2020-06,time_2020-07,time_2020-08,time_2020-09,time_2020-10,time_2020-11,time_2020-12,time_2021-01,time_2021-02,time_2021-03,time_2021-04,time_2021-05,time_2021-06,time_2021-07,time_2021-08,time_2021-09,time_2021-10,time_2021-11,time_2021-12,time_2022-01,time_2022-02,time_2022-03,time_2022-04,time_2022-05,time_2022-06,time_2022-07,time_2022-08,time_2022-09,time_2022-10,time_2022-11,SVI_OpenSea Shared Storefront,avg_price,LOG_avg_price
1259,2020-12-03,94.73,1737.0,2518.0,238535.19,1731.0,787.0,164862.24,73672.94,1096.0,788.0,61.46,104.0,500.0,232843.08,343.0,157.0,191378.2,41464.89,116.0,29.0,264.66,8628.9,,97.57,,,195.0,318.0,2020-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1260,2020-12-04,156.19,1841.0,3018.0,471378.27,2074.0,944.0,356240.44,115137.83,1212.0,817.0,-59.38,61.0,418.0,-138755.91,358.0,60.0,-144169.79,5413.88,14.0,64.0,250.69,8029.6,,,,,154.0,342.0,2020-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1261,2020-12-05,96.81,1902.0,3436.0,332622.36,2432.0,1004.0,212070.65,120551.71,1226.0,881.0,6.9,151.0,304.0,55235.38,99.0,205.0,40203.63,15031.75,98.0,76.0,249.2,7971.4,,,,,252.0,128.0,2020-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1262,2020-12-06,103.71,2053.0,3740.0,387857.74,2531.0,1209.0,252274.28,135583.46,1324.0,957.0,-17.12,-274.0,-931.0,-144627.57,-748.0,-183.0,-96033.71,-48593.85,-201.0,-117.0,244.68,7852.8,7353.97,97.83,58.94,1289.2,406.0,122.0,2020-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.102,-2.282782465697866
1263,2020-12-07,86.59,1779.0,2809.0,243230.17,1783.0,1026.0,156240.57,86989.61,1123.0,840.0,37.85,59.0,-335.0,64643.87,-244.0,-91.0,-1111.91,65755.77,39.0,24.0,244.35,7637.2,7331.67,98.06,61.31,1278.5,,310.0,2020-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.01,-4.605170185988091
1264,2020-12-08,124.44,1838.0,2474.0,307874.04,1539.0,935.0,155128.66,152745.38,1162.0,864.0,-38.31,-152.0,-254.0,-116657.82,-81.0,-173.0,-25064.36,-91593.47,-91.0,-82.0,253.7,7928.7,7413.84,98.02,62.95,1274.4,,253.0,2020-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1265,2020-12-09,86.13,1686.0,2220.0,191216.22,1458.0,762.0,130064.3,61151.91,1071.0,782.0,-4.69,192.0,534.0,33071.85,439.0,95.0,39091.77,-6019.91,94.0,122.0,250.72,7965.0,7442.31,97.92,63.22,1277.7,,187.0,2020-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.1,-2.3025850929940455
1266,2020-12-10,81.44,1878.0,2754.0,224288.07,1897.0,857.0,169156.07,55132.0,1165.0,904.0,3.18,725.0,5497.0,473901.15,5265.0,232.0,440137.43,33763.72,764.0,-14.0,259.68,8156.4,7391.73,97.96,62.93,1277.6,,173.0,2020-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.04,-3.2188758248682006
1267,2020-12-11,84.62,2603.0,8251.0,698189.22,7162.0,1089.0,609293.5,88895.72,1929.0,890.0,-8.56,-353.0,-4339.0,-400623.21,-4561.0,222.0,-427952.18,27328.98,-540.0,190.0,233.87,7261.9,,,,,,189.0,2020-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1268,2020-12-12,76.06,2250.0,3912.0,297566.01,2601.0,1311.0,181341.32,116224.7,1389.0,1080.0,52.38,-91.0,-737.0,110226.29,-593.0,-144.0,66401.94,43824.35,-58.0,-4.0,244.38,7359.9,,,,,,207.0,2020-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1269,2020-12-13,128.44,2159.0,3175.0,407792.3,2008.0,1167.0,247743.26,160049.05,1331.0,1076.0,-28.74,-405.0,-608.0,-151854.35,-293.0,-315.0,-106917.73,-44936.63,-256.0,-244.0,264.68,7871.9,7513.15,97.83,63.12,1287.2,0.0,97.0,2020-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1270,2020-12-14,99.7,1754.0,2567.0,255937.95,1715.0,852.0,140825.53,115112.42,1075.0,832.0,-13.43,-102.0,-406.0,-69507.68,-426.0,20.0,-43246.78,-26260.9,-84.0,-42.0,248.14,8164.8,7509.9,97.54,62.12,1297.7,139.0,83.0,2020-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.055,-2.900422093749666
1271,2020-12-15,86.27,1652.0,2161.0,186430.27,1289.0,872.0,97578.75,88851.52,991.0,790.0,35.82,-65.0,-265.0,45048.36,-61.0,-204.0,66226.17,-21177.81,-7.0,-71.0,217.34,7994.8,7354.82,97.53,61.37,1298.0,333.0,156.0,2020-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1272,2020-12-16,122.09,1587.0,1896.0,231478.63,1228.0,668.0,163804.92,67673.71,984.0,719.0,78.51,-532.0,-641.0,20275.63,-438.0,-203.0,-4427.2,24702.83,-355.0,-210.0,196.0,7806.4,7366.64,97.32,60.86,1300.8,208.0,394.0,2020-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1273,2020-12-17,200.6,1055.0,1255.0,251754.26,790.0,465.0,159377.72,92376.54,629.0,509.0,-81.48,802.0,1211.0,41983.71,889.0,322.0,33942.52,8041.19,545.0,354.0,188.09,6984.7,7385.55,97.3,61.65,1288.3,72.0,416.0,2020-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.011000000000000001,-4.509860006183766
1274,2020-12-18,119.12,1857.0,2466.0,293737.97,1679.0,787.0,193320.24,100417.73,1174.0,863.0,-1.78,-64.0,369.0,38921.03,400.0,-31.0,34036.28,4884.74,13.0,-23.0,192.17,7190.0,,,,,230.0,185.0,2020-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.08,-2.5257286443082556
1275,2020-12-19,117.34,1793.0,2835.0,332659.0,2079.0,756.0,227356.52,105302.47,1187.0,840.0,52.49,352.0,364.0,210630.53,77.0,287.0,203311.35,7319.19,267.0,111.0,172.78,6386.6,,,,,305.0,363.0,2020-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.038,-3.270169119255751
1276,2020-12-20,169.83,2145.0,3199.0,543289.53,2156.0,1043.0,430667.87,112621.66,1454.0,951.0,-7.65,-492.0,-981.0,-183583.89,-581.0,-400.0,-271115.86,87531.97,-458.0,-171.0,170.85,6194.3,7556.04,97.43,61.64,1285.0,209.0,166.0,2020-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1277,2020-12-21,162.18,1653.0,2218.0,359705.64,1575.0,643.0,159552.01,200153.63,996.0,780.0,25.82,242.0,647.0,178919.47,236.0,411.0,65665.21,113254.26,155.0,156.0,170.76,5990.5,7525.81,97.58,62.02,1281.9,250.0,,2020-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1278,2020-12-22,188.0,1895.0,2865.0,538625.11,1811.0,1054.0,225217.22,313407.89,1151.0,936.0,-37.02,-217.0,-780.0,-223827.64,-364.0,-416.0,-56067.14,-167760.5,-38.0,-240.0,169.34,5849.4,7623.32,97.57,61.44,1285.6,383.0,,2020-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1279,2020-12-23,150.98,1678.0,2085.0,314797.47,1447.0,638.0,169150.08,145647.39,1113.0,696.0,2.9,29.0,395.0,66814.51,195.0,200.0,34852.84,31961.67,-100.0,153.0,172.99,5745.5,7713.49,97.52,62.17,1282.4,119.0,,2020-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1280,2020-12-24,153.88,1707.0,2480.0,381611.98,1642.0,838.0,204002.92,177609.06,1013.0,849.0,45.46,-243.0,-527.0,7697.01,-464.0,-63.0,-71921.84,79618.85,-148.0,-98.0,163.03,5775.1,7662.92,97.56,61.43,1281.8,257.0,,2020-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.05,-2.995732273553991
1281,2020-12-25,199.34,1464.0,1953.0,389308.99,1178.0,775.0,132081.08,257227.91,865.0,751.0,-24.49,117.0,346.0,12672.63,405.0,-59.0,100430.64,-87758.01,39.0,37.0,163.67,5830.8,,,,,402.0,,2020-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.08,-2.5257286443082556
1282,2020-12-26,174.85,1581.0,2299.0,401981.62,1583.0,716.0,232511.72,169469.9,904.0,788.0,-1.66,-108.0,-45.0,-11605.0,-68.0,23.0,-71624.69,60019.69,-47.0,-17.0,167.87,5768.0,,,,,575.0,,2020-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.05,-2.995732273553991
1283,2020-12-27,173.19,1473.0,2254.0,390376.62,1515.0,739.0,160887.03,229489.59,857.0,771.0,-40.64,-128.0,-545.0,-163852.17,-488.0,-57.0,-38283.97,-125568.19,-68.0,-108.0,161.66,5493.6,7784.29,97.83,61.55,1271.6,203.0,0.0,2020-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.0,0.01,-4.605170185988091
1284,2020-12-28,132.55,1345.0,1709.0,226524.45,1027.0,682.0,122603.06,103921.4,789.0,663.0,0.32,106.0,178.0,24206.16,104.0,74.0,9805.91,14400.24,72.0,62.0,160.35,5384.6,7751.64,97.63,63.61,1278.5,285.0,225.0,2020-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.0,0.015,-4.199705077879927
1285,2020-12-29,132.87,1451.0,1887.0,250730.61,1131.0,756.0,132408.97,118321.64,861.0,725.0,88.73,-162.0,-276.0,106269.38,-179.0,-97.0,-8522.08,114791.46,-69.0,-110.0,161.84,5321.1,7828.14,97.53,63.4,1285.2,315.0,154.0,2020-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442.0,0.01,-4.605170185988091
1286,2020-12-30,221.6,1289.0,1611.0,356999.99,952.0,659.0,123886.89,233113.1,792.0,615.0,-71.11,55.0,101.0,-99364.98,207.0,-106.0,43112.45,-142477.44,63.0,-23.0,154.94,5235.4,7769.3,97.85,63.58,1281.7,243.0,228.0,2020-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.0,0.03,-3.506557897319982
1287,2020-12-31,150.49,1344.0,1712.0,257635.01,1159.0,553.0,166999.34,90635.66,855.0,592.0,-23.08,629.0,1875.0,199378.31,1655.0,220.0,133793.51,65584.81,535.0,195.0,158.3,5302.4,7825.64,98.03,62.95,1289.0,220.0,265.0,2020-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.0,0.1,-2.3025850929940455
1288,2021-01-01,127.41,1973.0,3587.0,457013.32,2814.0,773.0,300792.85,156220.47,1390.0,787.0,-1.65,-446.0,-1395.0,-181356.46,-1350.0,-45.0,-160431.11,-20925.35,-448.0,-54.0,159.43,5265.7,,,,,440.0,193.0,2021-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.0,0.01,-4.605170185988091
1289,2021-01-02,125.76,1527.0,2192.0,275656.86,1464.0,728.0,140361.74,135295.12,942.0,733.0,144.15,-431.0,-979.0,51744.02,-742.0,-237.0,11735.63,40008.39,-315.0,-188.0,157.96,5298.2,,,,,166.0,298.0,2021-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0,0.015,-4.199705077879927
1290,2021-01-03,269.91,1096.0,1213.0,327400.88,722.0,491.0,152097.37,175303.51,627.0,545.0,-13.06,-29.0,200.0,35522.74,131.0,69.0,24368.74,11154.0,57.0,-33.0,155.16,5209.2,7791.15,98.12,65.13,1279.1,201.0,122.0,2021-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.0,0.07,-2.659260036932778
1291,2021-01-04,256.85,1067.0,1413.0,362923.62,853.0,560.0,176466.11,186457.51,684.0,512.0,161.14,84.0,70.0,256956.17,-4.0,74.0,10504.0,246452.17,0.0,65.0,165.23,5415.6,7850.71,98.1,65.81,1277.9,297.0,94.0,2021-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.0,0.025,-3.6888794541139363
1292,2021-01-05,417.99,1151.0,1483.0,619879.79,849.0,634.0,186970.11,432909.68,684.0,577.0,185.01,-2.0,141.0,359396.96,161.0,-20.0,124581.25,234815.71,19.0,-28.0,169.94,5511.2,7813.02,97.6,66.17,1274.4,393.0,289.0,2021-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.0,0.024,-3.7297014486341915
1293,2021-01-06,603.0,1149.0,1624.0,979276.75,1010.0,614.0,311551.36,667725.39,703.0,549.0,-236.25,-19.0,-305.0,-495539.52,-267.0,-38.0,-130299.06,-365240.46,-6.0,5.0,170.87,5346.5,7724.17,97.28,65.75,1277.0,250.0,44.0,2021-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,0.01,-4.605170185988091
1294,2021-01-07,366.75,1130.0,1319.0,483737.23,743.0,576.0,181252.3,302484.93,697.0,554.0,-88.79,233.0,822.0,111373.52,549.0,273.0,98717.16,12656.37,201.0,93.0,168.5,5248.2,7658.37,97.38,64.0,1278.0,70.0,90.0,2021-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228.0,0.01,-4.605170185988091
1295,2021-01-08,277.96,1363.0,2141.0,595110.75,1292.0,849.0,279969.46,315141.3,898.0,647.0,3.48,85.0,-188.0,-45460.64,-73.0,-115.0,-7870.53,-37590.13,-19.0,65.0,172.89,5290.2,,,,,62.0,235.0,2021-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.0,0.01,-4.605170185988091
1296,2021-01-09,281.44,1448.0,1953.0,549650.11,1219.0,734.0,272098.93,277551.17,879.0,712.0,181.8,-100.0,-124.0,297612.08,-159.0,35.0,92645.52,204966.57,-4.0,-110.0,172.79,5241.0,,,,,130.0,144.0,2021-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.0,0.015685493000000002,-4.155019006529655
1297,2021-01-10,463.24,1348.0,1829.0,847262.19,1060.0,769.0,364744.45,482517.74,875.0,602.0,-239.39,-311.0,-527.0,-555812.25,-358.0,-169.0,-226898.4,-328913.85,-220.0,-115.0,173.34,5264.8,,97.01,,,231.0,345.0,2021-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,0.01,-4.605170185988091
1298,2021-01-11,223.85,1037.0,1302.0,291449.94,702.0,600.0,137846.05,153603.89,655.0,487.0,-39.49,354.0,387.0,19927.08,288.0,99.0,-3132.0,23059.07,196.0,193.0,165.91,5208.3,7688.93,97.01,63.75,1276.2,245.0,232.0,2021-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.01,-4.605170185988091
1299,2021-01-12,184.36,1391.0,1689.0,311377.02,990.0,699.0,134714.05,176662.96,851.0,680.0,46.4,236.0,788.0,260208.52,659.0,129.0,187581.56,72626.97,190.0,93.0,165.61,5182.1,7705.32,97.07,64.32,1279.5,267.0,89.0,2021-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.025,-3.6888794541139363
1300,2021-01-13,230.76,1627.0,2477.0,571585.54,1649.0,828.0,322295.61,249289.93,1041.0,773.0,-61.54,12.0,299.0,-101818.49,446.0,-147.0,2579.77,-104398.26,103.0,-151.0,160.16,5031.4,7651.19,96.93,63.57,1290.8,258.0,82.0,2021-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.02,-3.912023005428146
1301,2021-01-14,169.22,1639.0,2776.0,469767.05,2095.0,681.0,324875.38,144891.67,1144.0,622.0,11.93,-181.0,-306.0,-22318.26,-339.0,33.0,-19259.42,-3058.83,-205.0,45.0,167.3,5135.1,7630.6,96.93,63.76,1294.0,178.0,173.0,2021-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.01,-4.605170185988091
1302,2021-01-15,181.15,1458.0,2470.0,447448.79,1756.0,714.0,305615.96,141832.84,939.0,667.0,18.46,15.0,957.0,236617.67,1084.0,-127.0,82835.26,153782.4,68.0,-74.0,163.19,5052.0,,,,,378.0,267.0,2021-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.016,-4.135166556742356
1303,2021-01-16,199.61,1473.0,3427.0,684066.46,2840.0,587.0,388451.22,295615.24,1007.0,593.0,75.1,6.0,-1410.0,-129982.36,-1596.0,186.0,-113233.38,-16748.98,-63.0,64.0,163.46,5054.2,,,,,329.0,405.0,2021-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.02,-3.912023005428146
1304,2021-01-17,274.71,1479.0,2017.0,554084.1,1244.0,773.0,275217.84,278866.26,944.0,657.0,89.59,79.0,9.0,183988.86,-159.0,168.0,-44377.55,228366.41,27.0,63.0,164.37,5022.7,7624.15,97.14,63.71,1295.8,186.0,106.0,2021-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.01,-4.605170185988091
