"DateTime","Primary sales USD","Secondary sales USD"
"2018-09-16 00:00:00",16000.82,161417.13
"2018-09-17 00:00:00",19044.24,49869.74
"2018-09-18 00:00:00",13377.1,74945.6
"2018-09-19 00:00:00",17802.33,98560.43
"2018-09-20 00:00:00",19108.79,79480.5
"2018-09-21 00:00:00",94753.26,62827.3
"2018-09-22 00:00:00",45292.39,23338.36
"2018-09-23 00:00:00",21731.42,181978.5
"2018-09-24 00:00:00",22930.1,62339.54
"2018-09-25 00:00:00",26492.39,38397.82
"2018-09-26 00:00:00",36076.13,47522.63
"2018-09-27 00:00:00",51436.11,51198.79
"2018-09-28 00:00:00",18907.21,30260.58
"2018-09-29 00:00:00",17910.96,65820.57
"2018-09-30 00:00:00",25528.06,26515.25
"2018-10-01 00:00:00",22415.52,49992.18
"2018-10-02 00:00:00",23320.89,64886.91
"2018-10-03 00:00:00",18473.93,138348.7
"2018-10-04 00:00:00",24462.01,95015.92
"2018-10-05 00:00:00",31255.39,81528.83
"2018-10-06 00:00:00",20228.86,54334.02
"2018-10-07 00:00:00",19204.56,64069.02
"2018-10-08 00:00:00",14761.41,46251.51
"2018-10-09 00:00:00",17231.22,57530.59
"2018-10-10 00:00:00",28041.71,66851.4
"2018-10-11 00:00:00",39136.95,105308.83
"2018-10-12 00:00:00",45731.63,129941.94
"2018-10-13 00:00:00",38868.92,92971.39
"2018-10-14 00:00:00",20391.31,51316.05
"2018-10-15 00:00:00",39592.18,56321.63
"2018-10-16 00:00:00",20296.88,32451.97
"2018-10-17 00:00:00",35360.9,51640.6
"2018-10-18 00:00:00",27843.2,68765.64
"2018-10-19 00:00:00",52272.66,28078.99
"2018-10-20 00:00:00",22485.07,28641.05
"2018-10-21 00:00:00",30107.69,18792.69
"2018-10-22 00:00:00",112765.57,75711.03
"2018-10-23 00:00:00",42560.01,54615.91
"2018-10-24 00:00:00",22237.61,70766.9
"2018-10-25 00:00:00",36121.98,25196.66
"2018-10-26 00:00:00",36319.52,17726.96
"2018-10-27 00:00:00",21443.32,36906.87
"2018-10-28 00:00:00",39458.79,22414.73
"2018-10-29 00:00:00",31384.94,30318.45
"2018-10-30 00:00:00",62155.56,70100.08
"2018-10-31 00:00:00",20677.64,20967.18
"2018-11-01 00:00:00",40227.57,68632.63
"2018-11-02 00:00:00",71062.1,51907.82
"2018-11-03 00:00:00",20723.05,27295.41
"2018-11-04 00:00:00",21630.69,35282
"2018-11-05 00:00:00",237774.87,39650.88
"2018-11-06 00:00:00",30272.4,70398.77
"2018-11-07 00:00:00",62977.91,62949.48
"2018-11-08 00:00:00",52551.84,68994.31
"2018-11-09 00:00:00",29453.72,47859.73
"2018-11-10 00:00:00",26451.58,37882.7
"2018-11-11 00:00:00",190078.09,39234.38
"2018-11-12 00:00:00",59848.15,32354.59
"2018-11-13 00:00:00",55072.4,94058.33
"2018-11-14 00:00:00",50022.18,92104.47
"2018-11-15 00:00:00",72171.75,54386.22
"2018-11-16 00:00:00",45249.33,46409.36
"2018-11-17 00:00:00",15211.62,23725.43
