,DateTime,Average_NFT_in_USD,Active_market_wallets,Number_of_sales,Sales_USD,Primary_Sales,Secondary_sales,Primary_sales_USD,Secondary_sales_USD,Unique_buyers,Unique_sellers,ΔAverage_NFT_in_USD,ΔActive_market_wallets,ΔNumber_of_sales,ΔSales_USD,ΔPrimary_Sales,ΔSecondary_sales,ΔPrimary_sales_USD,ΔSecondary_sales_USD,ΔUnique_buyers,ΔUnique_sellers,extern_Open_ETH,extern_Open_BTC,extern_Open_NASDAQ,extern_Open_USD,SVI_BAYC,SVI_bored_ape_yacht_club,SVI_cryptopunks,SVI_metaverse,SVI_NFT,month,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12
75,2021-12-15,825.02,74117.0,105176.0,86771779.36,26064.0,79112.0,21510535.29,65261244.07,50242.0,37474.0,100.8,984.0,2152.0,12595042.09,13775.0,-11623.0,9107164.2,3487877.89,4048.0,-2318.0,3862.251465,48379.753906,15230.709961000002,96.550003,218,546,256,1614,1472,12,0,0,0,0,0,0,0,0,0,0,0,1
76,2021-12-16,925.82,75101.0,107328.0,99366821.45,39839.0,67489.0,30617699.49,68749121.96,54290.0,35156.0,-25.56,-4476.0,-8249.0,-10170257.55,-2499.0,-5750.0,-1559773.25,-8610484.3,-5045.0,-2067.0,4020.415039,48900.464844,15629.080078,96.43,150,623,280,1673,1674,12,0,0,0,0,0,0,0,0,0,0,0,1
77,2021-12-17,900.26,70625.0,99079.0,89196563.9,37340.0,61739.0,29057926.24,60138637.66,49245.0,33089.0,-131.08,-3986.0,-3996.0,-16060988.44,-2547.0,-1449.0,-3934586.37,-12126402.07,-3559.0,-497.0,3959.0124509999996,47653.730469,15036.769531,96.0,202,329,204,1738,1762,12,0,0,0,0,0,0,0,0,0,0,0,1
78,2021-12-18,769.18,66639.0,95083.0,73135575.46,34793.0,60290.0,25123339.87,48012235.59,45686.0,32592.0,-108.24,-4488.0,-8595.0,-15971779.58,-4282.0,-4313.0,-13451006.26,-2520773.32,-4024.0,-1354.0,3880.291504,46219.253906,,,169,206,382,1475,1457,12,0,0,0,0,0,0,0,0,0,0,0,1
79,2021-12-19,660.94,62151.0,86488.0,57163795.88,30511.0,55977.0,11672333.61,45491462.27,41662.0,31238.0,-34.21,533.0,3688.0,-648098.12,528.0,3160.0,2698244.28,-3346342.4,632.0,331.0,3960.872314,46853.867188,,,303,230,246,1348,1381,12,0,0,0,0,0,0,0,0,0,0,0,1
80,2021-12-20,626.73,62684.0,90176.0,56515697.76,31039.0,59137.0,14370577.89,42145119.87,42294.0,31569.0,113.68,-1292.0,-10261.0,2654231.57,-5877.0,-4384.0,-2478375.44,5132607.01,-2507.0,-151.0,3923.695801,46707.0625,14933.0,96.66999799999999,291,384,162,1305,1364,12,0,0,0,0,0,0,0,0,0,0,0,1
81,2021-12-21,740.41,61392.0,79915.0,59169929.33,25162.0,54753.0,11892202.45,47277726.88,39787.0,31418.0,-17.19,4217.0,16585.0,10620625.48,15449.0,1136.0,6059215.4,4561410.08,4763.0,404.0,3938.4638670000004,46886.078125,15140.429688,96.540001,289,227,392,1237,1351,12,0,0,0,0,0,0,0,0,0,0,0,1
82,2021-12-22,723.22,65609.0,96500.0,69790554.81,40611.0,55889.0,17951417.85,51839136.96,44550.0,31822.0,108.8,5566.0,927.0,11270397.92,-28.0,955.0,1856428.53,9413969.4,5656.0,1775.0,4018.695801,48937.097656,15319.160156,96.470001,283,331,217,1356,1377,12,0,0,0,0,0,0,0,0,0,0,0,1
83,2021-12-23,832.02,71175.0,97427.0,81060952.73,40583.0,56844.0,19807846.38,61253106.36,50206.0,33597.0,209.12,-9193.0,-14872.0,4890013.9,-9437.0,-5435.0,-2580334.93,7470348.81,-8486.0,-3572.0,3981.96167,48626.34375,15544.790038999998,96.029999,210,404,29,1354,1316,12,0,0,0,0,0,0,0,0,0,0,0,1
84,2021-12-24,1041.14,61982.0,82555.0,85950966.63,31146.0,51409.0,17227511.45,68723455.17,41720.0,30025.0,-146.08,-10962.0,-20014.0,-29972814.85,-10948.0,-9066.0,-7572042.03,-22400772.81,-9315.0,-4029.0,4111.345215,50806.050781,,,199,462,312,1576,1561,12,0,0,0,0,0,0,0,0,0,0,0,1
85,2021-12-25,895.06,51020.0,62541.0,55978151.78,20198.0,42343.0,9655469.42,46322682.36,32405.0,25996.0,146.54,13238.0,25495.0,35719788.14,12286.0,13209.0,5777651.19,29942136.94,10257.0,6996.0,4049.781982,50854.917969,,,238,410,189,1717,1461,12,0,0,0,0,0,0,0,0,0,0,0,1
86,2021-12-26,1041.6,64258.0,88036.0,91697939.92,32484.0,55552.0,15433120.61,76264819.3,42662.0,32992.0,205.08,3786.0,3880.0,22892311.18,-2130.0,6010.0,497685.58,22394625.6,1066.0,4466.0,4094.151611,50428.691406,,,176,425,198,1719,1510,12,0,0,0,0,0,0,0,0,0,0,0,1
87,2021-12-27,1246.68,68044.0,91916.0,114590251.1,30354.0,61562.0,15930806.19,98659444.9,43728.0,37458.0,-221.87,4665.0,2995.0,-17324245.76,1866.0,1129.0,7044314.32,-24368560.07,4235.0,1460.0,4064.7463380000004,50802.609375,15696.830078,96.150002,462,402,340,1647,1480,12,0,0,0,0,0,0,0,0,0,0,0,1
88,2021-12-28,1024.81,72709.0,94911.0,97266005.34,32220.0,62691.0,22975120.51,74290884.83,47963.0,38918.0,94.8,-7380.0,-12090.0,-4539175.24,-7012.0,-5078.0,-4591616.12,52440.88,-6174.0,-3280.0,4037.538086,50679.859375,15895.200195,96.07,223,245,217,1491,1477,12,0,0,0,0,0,0,0,0,0,0,0,1
89,2021-12-29,1119.61,65329.0,82821.0,92726830.1,25208.0,57613.0,18383504.39,74343325.71,41789.0,35638.0,-206.25,9300.0,29319.0,9697334.2,19531.0,9788.0,-1660028.25,11357362.47,9390.0,2308.0,3797.436279,47623.871094,15794.919922,96.150002,220,493,218,1562,1447,12,0,0,0,0,0,0,0,0,0,0,0,1
90,2021-12-30,913.36,74629.0,112140.0,102424164.3,44739.0,67401.0,16723476.14,85700688.18,51179.0,37946.0,423.42,-10845.0,-29910.0,7499225.4,-23491.0,-6419.0,-1224063.15,8723288.56,-10764.0,-3974.0,3632.219727,46490.605469,15758.980469,95.889999,273,312,237,1757,1522,12,0,0,0,0,0,0,0,0,0,0,0,1
91,2021-12-31,1336.78,63784.0,82230.0,109923389.7,21248.0,60982.0,15499412.99,94423976.74,40415.0,33972.0,334.23,2464.0,5439.0,36572154.8,4111.0,1328.0,6796334.65,29775820.16,2121.0,2099.0,3713.430176,47169.371094,15722.910156,95.989998,141,217,155,1361,1074,12,0,0,0,0,0,0,0,0,0,0,0,1
92,2022-01-01,1671.01,66248.0,87669.0,146495544.5,25359.0,62310.0,22295747.64,124199796.9,42536.0,36071.0,376.3,6016.0,-2378.0,28121237.8,-8686.0,6308.0,-6836342.26,34957580.0,1787.0,5507.0,3683.047119,46311.746094,,,301,345,141,1525,1357,1,1,0,0,0,0,0,0,0,0,0,0,0
93,2022-01-02,2047.31,72264.0,85291.0,174616782.3,16673.0,68618.0,15459405.38,159157376.9,44323.0,41578.0,-198.59,-5.0,3920.0,-9690195.2,7989.0,-4069.0,7225535.86,-16915731.1,1577.0,-1876.0,3769.29834,47680.925781,,,176,424,189,1613,1615,1,1,0,0,0,0,0,0,0,0,0,0,0
94,2022-01-03,1848.72,72259.0,89211.0,164926587.1,24662.0,64549.0,22684941.24,142241645.8,45900.0,39702.0,-210.09,4104.0,13347.0,3128360.7,10994.0,2353.0,7779268.48,-4650907.7,5721.0,825.0,3829.5356450000004,47343.542969,15732.5,95.66999799999999,308,491,56,1464,1618,1,1,0,0,0,0,0,0,0,0,0,0,0
95,2022-01-04,1638.63,76363.0,102558.0,168054947.8,35656.0,66902.0,30464209.72,137590738.1,51621.0,40527.0,-431.25,4652.0,15568.0,-25432366.6,10251.0,5317.0,-10650110.78,-14782255.9,2641.0,1689.0,3761.361572,46458.851563,15852.139647999998,96.190002,212,471,40,1571,1702,1,1,0,0,0,0,0,0,0,0,0,0,0
96,2022-01-05,1207.38,81015.0,118126.0,142622581.2,45907.0,72219.0,19814098.94,122808482.2,54262.0,42216.0,-27.83,-5933.0,-9312.0,-14270515.9,-4598.0,-4714.0,2282569.65,-16553085.5,-3163.0,-3769.0,3794.269043,45899.359375,15547.160156,96.309998,237,555,71,1682,1733,1,1,0,0,0,0,0,0,0,0,0,0,0
97,2022-01-06,1179.55,75082.0,108814.0,128352065.3,41309.0,67505.0,22096668.59,106255396.7,51099.0,38447.0,-106.62,-811.0,1091.0,-10432085.6,1083.0,8.0,-3096031.8,-7336053.8,-498.0,-914.0,3549.7089840000003,43565.511719,15024.150391,96.199997,215,461,88,1680,1728,1,1,0,0,0,0,0,0,0,0,0,0,0
98,2022-01-07,1072.93,74271.0,109905.0,117919979.7,42392.0,67513.0,19000636.79,98919342.9,50601.0,37533.0,133.66,1406.0,-295.0,14333872.8,-3721.0,3426.0,-5748854.21,20082727.0,-1921.0,3566.0,3417.8378909999997,43153.570313,15095.719727000002,96.260002,173,568,288,1547,1413,1,1,0,0,0,0,0,0,0,0,0,0,0
99,2022-01-08,1206.59,75677.0,109610.0,132253852.5,38671.0,70939.0,13251782.58,119002069.9,48680.0,41099.0,206.68,6515.0,8791.0,35078833.6,-3309.0,12100.0,-367011.14,35445844.8,4988.0,4813.0,3193.502441,41561.464844,,,270,424,343,1388,1211,1,1,0,0,0,0,0,0,0,0,0,0,0
100,2022-01-09,1413.27,82192.0,118401.0,167332686.1,35362.0,83039.0,12884771.44,154447914.7,53668.0,45912.0,-110.69,-18652.0,-34231.0,-57694427.6,-7421.0,-26810.0,4856518.65,-62550946.27,-12959.0,-12675.0,3091.696289,41734.726563,,,260,464,185,1424,1278,1,1,0,0,0,0,0,0,0,0,0,0,0
101,2022-01-10,1302.58,63540.0,84170.0,109638258.5,27941.0,56229.0,17741290.09,91896968.43,40709.0,33237.0,-324.51,8824.0,24153.0,-3691179.1,14211.0,9942.0,-1779728.4,-1911450.68,10273.0,3460.0,3157.570557,41910.230469,14751.780272999998,95.739998,274,465,339,1695,1169,1,1,0,0,0,0,0,0,0,0,0,0,0
102,2022-01-11,978.07,72364.0,108323.0,105947079.4,42152.0,66171.0,15961561.69,89985517.75,50982.0,36697.0,592.32,1076.0,-4492.0,57108361.7,-1556.0,-2936.0,32485475.82,24622885.85,427.0,-821.0,3082.990967,41819.507813,14919.259766,95.93,211,330,185,1522,1200,1,1,0,0,0,0,0,0,0,0,0,0,0
103,2022-01-12,1570.39,73440.0,103831.0,163055441.1,40596.0,63235.0,48447037.51,114608403.6,51409.0,35876.0,-408.68,5016.0,13907.0,-26277519.1,2282.0,11625.0,-26597419.12,319900.0,2513.0,4179.0,3238.449951,42742.179688,15263.099609,95.58000200000001,220,463,269,1384,1326,1,1,0,0,0,0,0,0,0,0,0,0,0
104,2022-01-13,1161.71,78456.0,117738.0,136777922.0,42878.0,74860.0,21849618.39,114928303.6,53922.0,40055.0,131.83,-1850.0,-11349.0,840532.5,-5343.0,-6006.0,324893.75,515638.7,-68.0,-1508.0,3372.1049799999996,43946.742188,15245.040038999998,94.989998,281,206,140,1331,1600,1,1,0,0,0,0,0,0,0,0,0,0,0
105,2022-01-14,1293.54,76606.0,106389.0,137618454.5,37535.0,68854.0,22174512.14,115443942.3,53854.0,38547.0,-110.87,3707.0,13972.0,4728724.1,1696.0,12276.0,-7946486.96,12675211.1,-413.0,4375.0,3248.648682,42598.871094,14708.019531,94.870003,323,506,122,1317,1794,1,1,0,0,0,0,0,0,0,0,0,0,0
106,2022-01-15,1182.67,80313.0,120361.0,142347178.6,39231.0,81130.0,14228025.18,128119153.4,53441.0,42922.0,-199.95,18864.0,38286.0,13557716.1,16661.0,21625.0,12293659.12,1264057.0,16192.0,8218.0,3309.8442379999997,43101.898438,,,224,624,229,1254,1649,1,1,0,0,0,0,0,0,0,0,0,0,0
107,2022-01-16,982.72,99177.0,158647.0,155904894.7,55892.0,102755.0,26521684.3,129383210.4,69633.0,51140.0,-86.13,-8619.0,-37416.0,-47210433.1,-20854.0,-16562.0,-12032297.93,-35178135.13,-8959.0,-1991.0,3330.387207,43172.039063,,,187,375,135,1347,1714,1,1,0,0,0,0,0,0,0,0,0,0,0
108,2022-01-17,896.59,90558.0,121231.0,108694461.6,35038.0,86193.0,14489386.37,94205075.27,60674.0,49149.0,129.51,-9502.0,-20719.0,-5559147.3,511.0,-21230.0,2686725.87,-8245873.23,-5776.0,-8767.0,3350.947266,43118.121094,,,374,299,88,1501,1645,1,1,0,0,0,0,0,0,0,0,0,0,0
109,2022-01-18,1026.1,81056.0,100512.0,103135314.3,35549.0,64963.0,17176112.24,85959202.04,54898.0,40382.0,145.89,11215.0,38626.0,59932589.4,25615.0,13011.0,25953048.02,33979541.46,12266.0,3385.0,3212.287598,42250.074219,14681.830078,95.220001,328,432,129,1734,1715,1,1,0,0,0,0,0,0,0,0,0,0,0
110,2022-01-19,1171.99,92271.0,139138.0,163067903.7,61164.0,77974.0,43129160.26,119938743.5,67164.0,43767.0,53.62,18790.0,15773.0,26792121.2,-9773.0,25546.0,412310.24,26379810.9,7179.0,16065.0,3163.850342,42374.039063,14582.219727000002,95.769997,333,443,204,1544,1736,1,1,0,0,0,0,0,0,0,0,0,0,0
111,2022-01-20,1225.61,111061.0,154911.0,189860024.9,51391.0,103520.0,43541470.5,146318554.4,74343.0,59832.0,145.69,-27275.0,-45893.0,-40363558.5,-19808.0,-26085.0,-26601477.85,-13762080.7,-17884.0,-15918.0,3095.271729,41744.027344,14462.849609,95.589996,224,533,106,1416,1682,1,1,0,0,0,0,0,0,0,0,0,0,0
112,2022-01-21,1371.3,83786.0,109018.0,149496466.4,31583.0,77435.0,16939992.65,132556473.7,56459.0,43914.0,-289.44,-13198.0,-21797.0,-55135474.6,-7946.0,-13851.0,-1749243.71,-53386230.84,-9431.0,-8326.0,3002.956787,40699.605469,14046.219727000002,95.809998,298,770,138,1650,1955,1,1,0,0,0,0,0,0,0,0,0,0,0
113,2022-01-22,1081.86,70588.0,87221.0,94360991.8,23637.0,63584.0,15190748.94,79170242.86,47028.0,35588.0,-46.49,1445.0,16432.0,12957881.1,12087.0,4345.0,489141.36,12468739.76,2254.0,2154.0,2561.145264,36471.589844,,,384,730,308,1443,1823,1,1,0,0,0,0,0,0,0,0,0,0,0
114,2022-01-23,1035.37,72033.0,103653.0,107318872.9,35724.0,67929.0,15679890.3,91638982.62,49282.0,37742.0,-92.75,-3631.0,-6187.0,-15445815.81,-2853.0,-3334.0,-1396333.15,-14049482.68,-3128.0,-2231.0,2406.924316,35047.359375,,,164,567,405,1323,1792,1,1,0,0,0,0,0,0,0,0,0,0,0
115,2022-01-24,942.62,68402.0,97466.0,91873057.09,32871.0,64595.0,14283557.15,77589499.94,46154.0,35511.0,739.26,11585.0,15832.0,98681002.11,7678.0,8154.0,32375965.49,66305036.66,7821.0,7054.0,2535.8911129999997,36275.734375,13481.5,95.639999,259,520,316,1299,1728,1,1,0,0,0,0,0,0,0,0,0,0,0
116,2022-01-25,1681.88,79987.0,113298.0,190554059.2,40549.0,72749.0,46659522.64,143894536.6,53975.0,42565.0,83.12,-1565.0,411.0,10142210.2,2809.0,-2398.0,-17779577.65,27921787.8,769.0,-2232.0,2440.393555,36654.804688,13610.870116999999,95.93,204,574,327,1412,1715,1,1,0,0,0,0,0,0,0,0,0,0,0
117,2022-01-26,1765.0,78422.0,113709.0,200696269.4,43358.0,70351.0,28879944.99,171816324.4,54744.0,40333.0,-175.97,1181.0,16476.0,6172235.2,7929.0,8547.0,-486243.6,6658478.8,3062.0,352.0,2455.579102,36950.515625,13871.769531,95.959999,101,333,282,1359,1669,1,1,0,0,0,0,0,0,0,0,0,0,0
118,2022-01-27,1589.03,79603.0,130185.0,206868504.6,51287.0,78898.0,28393701.39,178474803.2,57806.0,40685.0,-198.61,-1611.0,-27167.0,-63629943.3,-15623.0,-11544.0,-4653158.14,-58976785.1,-4379.0,-1563.0,2467.188477,36841.878906,13710.990234,96.550003,292,417,311,1275,1606,1,1,0,0,0,0,0,0,0,0,0,0,0
119,2022-01-28,1390.42,77992.0,103018.0,143238561.3,35664.0,67354.0,23740543.25,119498018.1,53427.0,39122.0,-169.45,631.0,27652.0,16305674.7,17903.0,9749.0,1859193.39,14446481.3,2507.0,305.0,2421.646973,37128.445313,13436.709961000002,97.25,330,453,518,1325,1947,1,1,0,0,0,0,0,0,0,0,0,0,0
120,2022-01-29,1220.97,78623.0,130670.0,159544236.0,53567.0,77103.0,25599736.64,133944499.4,55934.0,39427.0,428.76,929.0,-15871.0,29843576.5,-16211.0,340.0,-1584731.29,31428307.7,-698.0,1198.0,2546.590576,37780.714844,,,433,506,273,1190,1831,1,1,0,0,0,0,0,0,0,0,0,0,0
121,2022-01-30,1649.73,79552.0,114799.0,189387812.5,37356.0,77443.0,24015005.35,165372807.1,55236.0,40625.0,235.71,5652.0,147.0,27335974.4,5187.0,-5040.0,19689586.58,7646387.9,4752.0,244.0,2598.564941,38151.917969,,,534,673,380,1276,1772,1,1,0,0,0,0,0,0,0,0,0,0,0
122,2022-01-31,1885.44,85204.0,114946.0,216723786.9,42543.0,72403.0,43704591.93,173019195.0,59988.0,40869.0,-78.23,825.0,5559.0,1053772.8,-2310.0,7869.0,-6639535.55,7693308.3,-470.0,2633.0,2603.263428,37920.28125,13812.19043,97.220001,160,672,246,1252,1645,1,1,0,0,0,0,0,0,0,0,0,0,0
123,2022-02-01,1807.21,86029.0,120505.0,217777559.7,40233.0,80272.0,37065056.38,180712503.3,59518.0,43502.0,-462.44,1856.0,-255.0,-56068516.2,1186.0,-1441.0,-9043098.93,-47025417.2,3549.0,-1219.0,2687.8989260000003,38481.765625,14277.429688,96.699997,273,513,462,1382,1812,2,0,1,0,0,0,0,0,0,0,0,0,0
124,2022-02-02,1344.77,87885.0,120250.0,161709043.5,41419.0,78831.0,28021957.45,133687086.1,63067.0,42283.0,-4.32,-5128.0,-9771.0,-13617321.2,-7961.0,-1810.0,6693760.87,-20311082.1,-6038.0,-1393.0,2791.958984,38743.714844,14494.469727000002,96.269997,196,579,342,1532,1759,2,0,1,0,0,0,0,0,0,0,0,0,0
125,2022-02-03,1340.45,82757.0,110479.0,148091722.3,33458.0,77021.0,34715718.32,113376004.0,57029.0,40890.0,-54.5,-1449.0,-1464.0,-7903390.9,-5173.0,3709.0,-21573119.85,13669728.9,-3926.0,2310.0,2682.2260739999997,36944.804688,14045.830078,96.019997,185,481,162,1859,1625,2,0,1,0,0,0,0,0,0,0,0,0,0
126,2022-02-04,1285.95,81308.0,109015.0,140188331.4,28285.0,80730.0,13142598.47,127045732.9,53103.0,43200.0,-17.14,-16521.0,-27380.0,-36608743.6,-6782.0,-20598.0,-2350400.34,-34258343.21,-11783.0,-9983.0,2681.0576170000004,37149.265625,13958.480469,95.309998,381,729,177,1855,2013,2,0,1,0,0,0,0,0,0,0,0,0,0
127,2022-02-05,1268.81,64787.0,81635.0,103579587.8,21503.0,60132.0,10792198.13,92787389.69,41320.0,33217.0,-348.31,3406.0,18148.0,-11729661.57,15260.0,2888.0,621138.36,-12350799.95,3896.0,1206.0,2984.446045,41501.480469,,,489,462,127,1462,1921,2,0,1,0,0,0,0,0,0,0,0,0,0
128,2022-02-06,920.5,68193.0,99783.0,91849926.23,36763.0,63020.0,11413336.49,80436589.74,45216.0,34423.0,894.11,19707.0,19477.0,124560843.4,-723.0,20200.0,83201641.56,41359201.76,16573.0,9749.0,3014.959717,41441.121094,,,375,502,252,1431,1881,2,0,1,0,0,0,0,0,0,0,0,0,0
129,2022-02-07,1814.61,87900.0,119260.0,216410769.6,36040.0,83220.0,94614978.05,121795791.5,61789.0,44172.0,-914.95,2682.0,-6798.0,-115233019.8,-13202.0,6404.0,-81067892.62,-34165127.14,-2949.0,6211.0,3057.4221190000003,42406.78125,14118.790038999998,95.480003,329,361,292,1521,1900,2,0,1,0,0,0,0,0,0,0,0,0,0
130,2022-02-08,899.66,90582.0,112462.0,101177749.8,22838.0,89624.0,13547085.43,87630664.36,58840.0,50383.0,54.4,2826.0,6222.0,12053508.6,1763.0,4459.0,2707715.31,9345793.28,2926.0,1286.0,3143.008545,43854.652344,13984.429688,95.43,268,496,208,1510,1815,2,0,1,0,0,0,0,0,0,0,0,0,0
131,2022-02-09,954.06,93408.0,118684.0,113231258.4,24601.0,94083.0,16254800.74,96976457.64,61766.0,51669.0,41.03,1866.0,-2616.0,2266841.3,-5729.0,3113.0,3281953.47,-1015112.15,-1318.0,2295.0,3121.1826170000004,44096.703125,14368.160156,95.589996,287,358,176,1544,1705,2,0,1,0,0,0,0,0,0,0,0,0,0
132,2022-02-10,995.09,95274.0,116068.0,115498099.7,18872.0,97196.0,19536754.21,95961345.49,60448.0,53964.0,127.39,-10378.0,-15352.0,-2446809.8,-2965.0,-12387.0,-9051017.19,6604207.41,-7580.0,-5265.0,3240.113037,44347.800781,14228.679688,95.57,267,360,122,1389,1563,2,0,1,0,0,0,0,0,0,0,0,0,0
133,2022-02-11,1122.48,84896.0,100716.0,113051289.9,15907.0,84809.0,10485737.02,102565552.9,52868.0,48699.0,1215.42,-5542.0,889.0,124490797.6,16939.0,-16050.0,7358618.95,117132178.6,2175.0,-8172.0,3077.413086,43571.128906,14213.620116999999,95.940002,270,317,262,1025,1878,2,0,1,0,0,0,0,0,0,0,0,0,0
134,2022-02-12,2337.9,79354.0,101605.0,237542087.5,32846.0,68759.0,17844355.97,219697731.5,55043.0,40527.0,-169.59,-7688.0,-10924.0,-40917788.4,-10185.0,-739.0,-6211319.59,-34706468.8,-7935.0,-1317.0,2927.386475,42412.300781,,,399,358,403,790,1709,2,0,1,0,0,0,0,0,0,0,0,0,0
135,2022-02-13,2168.31,71666.0,90681.0,196624299.1,22661.0,68020.0,11633036.38,184991262.7,47108.0,39210.0,-1074.83,-7913.0,-14730.0,-113573417.4,-4986.0,-9744.0,-2113737.3,-111459680.1,-5688.0,-4257.0,2916.7895510000003,42236.566406,,,373,575,584,823,1732,2,0,1,0,0,0,0,0,0,0,0,0,0
136,2022-02-14,1093.48,63753.0,75951.0,83050881.69,17675.0,58276.0,9519299.08,73531582.61,41420.0,34953.0,115.16,1569.0,-1399.0,7055431.48,-5542.0,4143.0,-3269535.93,10324967.4,-602.0,1920.0,2880.1877440000003,42157.398438,13768.969727000002,96.029999,367,399,332,903,1634,2,0,1,0,0,0,0,0,0,0,0,0,0
137,2022-02-15,1208.64,65322.0,74552.0,90106313.17,12133.0,62419.0,6249763.15,83856550.01,40818.0,36873.0,15.8,-5393.0,-7311.0,-7773640.08,-99.0,-7212.0,538136.92,-8311776.99,-3786.0,-3138.0,2933.729004,42586.464844,13997.179688,96.239998,259,347,500,895,1698,2,0,1,0,0,0,0,0,0,0,0,0,0
138,2022-02-16,1224.44,59929.0,67241.0,82332673.09,12034.0,55207.0,6787900.07,75544773.02,37032.0,33735.0,-291.46,429.0,5553.0,-14417455.84,5198.0,355.0,-626165.52,-13791290.32,973.0,-936.0,3180.446777,44578.277344,14038.919922,96.010002,271,360,192,1058,1727,2,0,1,0,0,0,0,0,0,0,0,0,0
139,2022-02-17,932.98,60358.0,72794.0,67915217.25,17232.0,55562.0,6161734.55,61753482.7,38005.0,32799.0,102.81,-1501.0,-6811.0,429429.41,-7668.0,857.0,-1119289.72,1548719.13,-1921.0,77.0,3126.858398,43937.070313,14004.19043,95.769997,268,227,355,996,1666,2,0,1,0,0,0,0,0,0,0,0,0,0
140,2022-02-18,1035.79,58857.0,65983.0,68344646.66,9564.0,56419.0,5042444.83,63302201.83,36084.0,32876.0,-293.46,2869.0,10627.0,-11474615.11,7683.0,2944.0,2051745.49,-13526360.61,3094.0,1353.0,2884.340576,40552.132813,13735.400391,95.83000200000001,274,418,108,1156,1779,2,0,1,0,0,0,0,0,0,0,0,0,0
141,2022-02-19,742.33,61726.0,76610.0,56870031.55,17247.0,59363.0,7094190.32,49775841.22,39178.0,34229.0,139.42,-4591.0,-2528.0,8452040.28,4326.0,-6854.0,4963775.01,3488265.28,-1096.0,-4003.0,2784.872803,40026.023438,,,273,477,333,1072,1645,2,0,1,0,0,0,0,0,0,0,0,0,0
142,2022-02-20,881.75,57135.0,74082.0,65322071.83,21573.0,52509.0,12057965.33,53264106.5,38082.0,30226.0,105.1,13394.0,12904.0,20520489.98,2303.0,10601.0,-1833692.05,22354182.02,10752.0,6760.0,2763.756592,40118.101563,,,415,644,84,1159,1678,2,0,1,0,0,0,0,0,0,0,0,0,0
143,2022-02-21,986.85,70529.0,86986.0,85842561.81,23876.0,63110.0,10224273.28,75618288.52,48834.0,36986.0,-85.8,615.0,4166.0,-3710209.93,12059.0,-7893.0,3454206.87,-7164416.79,3050.0,-3856.0,2627.665527,38423.210938,,,311,284,115,1152,1589,2,0,1,0,0,0,0,0,0,0,0,0,0
144,2022-02-22,901.05,71144.0,91152.0,82132351.88,35935.0,55217.0,13678480.15,68453871.73,51884.0,33130.0,121.25,4311.0,10856.0,22150161.22,70.0,10786.0,1284250.18,20865910.99,3082.0,3030.0,2572.898682,37068.769531,13424.360352000002,96.08000200000001,367,249,269,1109,1553,2,0,1,0,0,0,0,0,0,0,0,0,0
145,2022-02-23,1022.3,75455.0,102008.0,104282513.1,36005.0,66003.0,14962730.33,89319782.72,54966.0,36160.0,343.61,-18313.0,-37171.0,-15720789.2,-24605.0,-12566.0,-8940665.83,-6780123.32,-18837.0,-5596.0,2639.447021,38285.28125,13511.75,96.040001,236,354,221,1110,1588,2,0,1,0,0,0,0,0,0,0,0,0,0
146,2022-02-24,1365.91,57142.0,64837.0,88561723.9,11400.0,53437.0,6022064.5,82539659.4,36129.0,30564.0,-161.46,1880.0,6130.0,-3085793.18,5202.0,928.0,634326.51,-3720119.69,1740.0,1773.0,2588.16626,37278.566406,12587.879883,96.220001,222,235,167,824,1303,2,0,1,0,0,0,0,0,0,0,0,0,0
147,2022-02-25,1204.45,59022.0,70967.0,85475930.72,16602.0,54365.0,6656391.01,78819539.71,37869.0,32337.0,-239.03,1792.0,4326.0,-12786268.73,5737.0,-1411.0,3875609.92,-16661878.65,3865.0,-766.0,2598.436279,38333.746094,13485.259766,97.0,496,109,203,1073,1852,2,0,1,0,0,0,0,0,0,0,0,0,0
148,2022-02-26,965.42,60814.0,75293.0,72689661.99,22339.0,52954.0,10532000.93,62157661.06,41734.0,31571.0,263.84,-6693.0,-14692.0,1804942.03,-10904.0,-3788.0,-6211940.64,8016882.68,-7164.0,-2388.0,2764.989502,39213.082031,,,308,149,291,1038,1778,2,0,1,0,0,0,0,0,0,0,0,0,0
149,2022-02-27,1229.26,54121.0,60601.0,74494604.02,11435.0,49166.0,4320060.29,70174543.74,34570.0,29183.0,-462.05,-2398.0,10431.0,-19997842.62,12564.0,-2133.0,2289999.43,-22287842.07,-722.0,-1362.0,2780.504395,39098.699219,,,373,160,301,974,1829,2,0,1,0,0,0,0,0,0,0,0,0,0
150,2022-02-28,767.21,51723.0,71032.0,54496761.4,23999.0,47033.0,6610059.72,47886701.67,33848.0,27821.0,-74.84,750.0,-6989.0,-10152232.44,-6658.0,-331.0,-1806451.75,-8345780.68,751.0,-111.0,2621.1721190000003,37706.0,13570.830078,96.540001,183,169,205,986,1707,2,0,1,0,0,0,0,0,0,0,0,0,0
151,2022-03-01,692.37,52473.0,64043.0,44344528.96,17341.0,46702.0,4803607.97,39540920.99,34599.0,27710.0,155.57,3311.0,4696.0,13943145.0,3189.0,1507.0,2518609.04,11424535.96,3945.0,1034.0,2919.775879,43194.503906,13716.700195,96.769997,302,185,357,1123,1674,3,0,0,1,0,0,0,0,0,0,0,0,0
